IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
188.166.252.88,c2_covenant,7443,Critical/Critical,US,2024-07-30 08:19:01
80.203.15.24,c2_posh,8443,Safe/Critical,NO,2024-08-04 01:42:23
178.128.92.166,c2_mythic,80,Low/Critical,DE,2024-08-15 05:05:31
104.248.0.193,c2_havoc,80,Low/Critical,US,2024-08-13 22:15:28
81.82.192.196,c2_meshagent,80,Moderate/Critical,GB,2024-08-16 05:36:33
217.114.222.12,c2_metasploit,3790,Low/Critical,DE,2024-08-06 00:15:53
137.184.209.159,c2_meshagent,443,Critical/Critical,US,2024-08-16 00:58:00
93.93.129.174,c2_mythic,443,Safe/Safe,US,2024-08-15 12:26:18
20.217.218.54,c2_mythic,80,Critical/Critical,IN,2024-08-15 17:05:03
172.232.2.250,c2_meshagent,80,Low/Critical,US,2024-08-16 03:22:14
80.106.230.16,c2_meshagent,80,Safe/Critical,DE,2024-08-16 05:43:56
193.37.69.169,c2_metasploit,3790,Safe/Critical,RU,2024-08-05 22:11:57
209.10.188.204,c2_metasploit,3790,Safe/Critical,JP,2024-08-05 23:50:29
161.35.239.100,c2_mythic,443,Critical/Critical,US,2024-08-15 12:47:28
171.99.147.172,c2_mythic,7443,Safe/Critical,TH,2024-08-15 03:28:25
195.128.100.180,c2_metasploit,3790,Critical/Critical,RO,2024-08-05 22:56:16
194.233.90.144,c2_metasploit,3790,Safe/Critical,SG,2024-08-05 22:22:16
167.172.53.165,c2_covenant,7443,Low/Critical,US,2024-08-15 00:56:04
137.135.212.197,c2_meshagent,443,Low/Critical,IE,2024-08-16 01:36:13
45.32.128.142,c2_havoc,443,Moderate/Critical,ID,2024-08-14 17:47:37
208.85.17.127,c2_metasploit,3790,Dangerous/Critical,KR,2024-08-05 23:23:35
212.47.237.233,c2_mythic,7443,Moderate/Critical,SG,2024-08-15 04:10:25
172.104.187.12,c2_havoc,443,Critical/Critical,US,2024-08-11 22:10:43
172.245.134.170,c2_meshagent,80,Safe/Critical,US,2024-08-16 03:29:07
3.231.141.244,c2_mythic,80,Low/Critical,DE,2024-08-15 07:44:08
137.117.66.189,c2_meshagent,443,Low/Critical,DE,2024-08-16 00:24:25
192.25.14.77,c2_metasploit,3790,Safe/Critical,NL,2024-08-05 22:11:57
172.245.249.215,c2_mythic,7443,Low/Critical,IN,2024-08-15 22:47:52
210.2.169.247,c2_havoc,443,Safe/Critical,DE,2024-08-12 18:28:40
137.184.45.196,c2_havoc,443,Low/Critical,US,2024-08-15 17:42:09
217.182.8.47,c2_metasploit,3790,Safe/Critical,LT,2024-08-06 00:03:08
130.250.191.112,c2_mythic,5000,Dangerous/Critical,ES,2024-08-15 16:50:13
107.191.57.153,c2_havoc,443,Safe/Critical,HK,2024-08-14 18:19:31
137.220.55.245,c2_meshagent,443,Safe/Critical,US,2024-08-16 01:32:59
34.217.151.82,c2_mythic,443,Low/Critical,IN,2024-08-15 14:24:05
172.105.171.124,c2_meshagent,80,Low/Critical,AU,2024-08-16 03:21:50
108.160.128.66,c2_havoc,443,Safe/Critical,AU,2024-08-14 21:49:47
137.184.233.44,c2_meshagent,443,Critical/Critical,US,2024-08-16 00:54:33
13.200.173.229,c2_mythic,8080,Critical/Critical,US,2024-08-15 11:35:05
138.2.154.95,c2_meshagent,443,Critical/Critical,US,2024-08-16 02:16:30
185.158.94.217,c2_mythic,80,Critical/Critical,FR,2024-08-15 05:05:24
212.87.213.116,c2_mythic,7443,Safe/Critical,GB,2024-08-15 06:05:02
81.173.84.197,c2_meshagent,80,Safe/Critical,DE,2024-08-16 05:31:17
172.104.139.109,c2_meshagent,80,Critical/Critical,DE,2024-08-16 03:29:08
152.42.140.119,c2_metasploit,80,Low/Critical,RU,2024-08-11 07:48:38
137.184.179.194,c2_meshagent,443,Critical/Critical,US,2024-08-16 02:42:51
193.29.56.122,c2_metasploit,3790,Moderate/Critical,DE,2024-08-05 22:22:19
20.185.50.39,c2_mythic,7443,Low/Critical,US,2024-08-15 08:26:59
81.7.13.120,c2_meshagent,80,Safe/Critical,GR,2024-08-16 05:25:34
20.75.52.151,c2_metasploit,3790,Low/Critical,US,2024-08-05 22:52:21
