IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
159.65.156.33,c2_covenant,7443,Critical/Critical,CN,2024-09-01 00:28:33
167.99.78.69,c2_posh,443,Low/Critical,SG,2024-08-18 00:08:05
63.250.44.135,c2_mythic,443,Critical/Critical,US,2024-09-03 03:35:10
210.2.169.247,c2_havoc,443,Safe/Critical,HK,2024-09-02 23:30:50
202.61.246.141,c2_meshagent,80,Safe/Critical,GB,2024-09-03 01:42:37
98.142.95.254,c2_metasploit,3790,Safe/Critical,AM,2024-09-01 00:51:27
139.218.48.206,c2_meshagent,443,Moderate/Critical,AU,2024-09-03 00:27:12
20.109.43.28,c2_havoc,82,Low/Critical,BG,2024-09-01 07:51:29
161.35.239.147,c2_havoc,443,Low/Critical,US,2024-09-01 11:36:35
60.204.139.177,c2_meshagent,443,Critical/Critical,PA,2024-09-03 00:49:14
66.115.138.116,c2_mythic,80,Critical/Critical,US,2024-09-02 07:31:50
66.85.173.48,c2_metasploit,3790,Critical/Critical,US,2024-08-31 20:55:45
164.90.253.167,c2_havoc,443,Low/Critical,ES,2024-09-01 22:18:19
129.213.203.206,c2_meshagent,443,Critical/Critical,DE,2024-09-03 03:28:53
24.199.117.73,c2_meshagent,80,Low/Critical,US,2024-09-03 00:47:13
31.129.98.195,c2_meshagent,443,Safe/Critical,PE,2024-09-03 02:27:02
176.126.240.209,c2_mythic,443,Safe/Critical,US,2024-09-02 11:03:38
62.109.6.142,c2_meshagent,80,Moderate/Critical,AT,2024-09-03 02:00:45
174.138.41.37,c2_mythic,80,Critical/Critical,GB,2024-09-02 10:24:11
91.245.255.55,c2_metasploit,3790,Safe/Critical,DE,2024-09-01 00:23:39
77.50.224.79,c2_mythic,80,Critical/Critical,RU,2024-09-02 11:30:08
54.172.26.77,c2_mythic,80,Low/Critical,US,2024-09-02 08:57:17
54.254.91.191,c2_metasploit,3790,Critical/Critical,RU,2024-08-31 22:17:02
192.81.135.7,c2_mythic,80,Low/Critical,US,2024-09-02 14:41:10
128.199.226.47,c2_meshagent,443,Low/Critical,DE,2024-09-03 03:05:37
8.137.116.175,c2_metasploit,3790,Critical/Critical,DE,2024-09-01 00:23:35
129.146.170.182,c2_mythic,443,Low/Critical,FR,2024-09-02 21:25:49
150.136.90.238,c2_covenant,7443,Critical/Critical,US,2024-09-01 21:56:31
85.214.111.149,c2_metasploit,3790,Safe/Safe,DE,2024-09-01 00:23:37
68.183.19.125,c2_mythic,80,Critical/Critical,US,2024-09-02 08:42:48
52.3.8.179,c2_metasploit,3790,Critical/Critical,US,2024-08-31 20:55:45
20.243.212.181,c2_havoc,443,Low/Critical,GB,2024-08-29 07:08:33
170.64.225.124,c2_havoc,443,Low/Critical,US,2024-09-01 12:59:22
13.200.173.229,c2_mythic,443,Critical/Critical,US,2024-09-02 07:54:24
68.183.155.253,c2_havoc,443,Low/Critical,US,2024-09-02 15:46:16
67.227.44.19,c2_mythic,443,Low/Critical,IN,2024-09-02 08:00:50
167.99.82.188,c2_havoc,443,Low/Critical,US,2024-08-31 19:29:58
47.121.115.154,c2_havoc,443,Dangerous/Critical,GB,2024-08-30 06:13:39
27.33.66.52,c2_meshagent,8086,Safe/Critical,DE,2024-09-03 01:42:35
107.161.22.118,c2_mythic,80,Critical/Critical,US,2024-09-02 17:13:39
138.197.37.104,c2_havoc,443,Low/Critical,AU,2024-09-02 18:28:21
65.109.133.88,c2_metasploit,3790,Moderate/Critical,US,2024-08-31 22:24:14
91.198.77.194,c2_metasploit,3790,Safe/Critical,FR,2024-09-01 00:51:27
63.210.148.42,c2_metasploit,3790,Critical/Critical,SG,2024-08-31 21:09:03
128.92.174.89,c2_meshagent,8086,Safe/Critical,DE,2024-09-03 02:34:51
121.40.225.229,c2_meshagent,443,Safe/Critical,JP,2024-09-03 00:58:29
165.227.177.7,c2_havoc,80,Low/Critical,JP,2024-08-30 00:02:32
190.123.44.104,c2_meshagent,80,Moderate/Critical,US,2024-09-03 00:50:58
92.51.2.17,c2_metasploit,3790,Critical/Critical,FR,2024-09-01 00:59:07
119.28.83.149,c2_havoc,80,Critical/Critical,SG,2024-09-02 17:09:42
