IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
54.82.63.198,c2_covenant,7443,Low/Critical,CA,2024-09-01 04:24:34
146.103.50.165,c2_mythic,80,Critical/Critical,US,2024-09-12 21:21:24
193.149.189.27,c2_havoc,443,Safe/Critical,BR,2024-09-09 10:52:27
13.59.188.22,c2_meshagent,80,Low/Critical,US,2024-09-13 04:11:13
107.148.53.9,c2_metasploit,3790,Safe/Critical,HK,2024-09-13 01:01:12
149.28.101.173,c2_meshagent,443,Safe/Critical,US,2024-09-13 03:09:51
143.198.40.134,c2_mythic,80,Low/Critical,DE,2024-09-12 15:58:15
52.152.136.111,c2_meshagent,443,Low/Critical,DE,2024-09-13 03:33:35
103.152.254.139,c2_havoc,443,Safe/Critical,US,2024-09-05 07:02:07
65.1.73.232,c2_mythic,30000,Critical/Critical,US,2024-09-11 20:39:26
124.220.133.70,c2_metasploit,3790,Critical/Critical,NL,2024-09-13 03:52:56
107.148.51.87,c2_metasploit,3790,Safe/Critical,HK,2024-09-13 01:00:49
15.161.97.199,C2,443,Low/Critical,US,2024-09-13 05:13:37
3.79.115.249,c2_havoc,443,Low/Critical,AU,2024-09-06 17:27:17
54.36.209.198,c2_meshagent,80,Low/Critical,DE,2024-09-13 04:25:33
35.238.61.25,c2_mythic,80,Low/Critical,FI,2024-09-12 15:58:37
122.201.28.98,c2_metasploit,3790,Moderate/Critical,MN,2024-09-13 03:26:38
87.237.55.77,c2_mythic,80,Critical/Critical,GB,2024-09-12 11:56:21
149.28.253.115,c2_meshagent,443,Safe/Critical,AU,2024-09-13 03:04:25
202.68.82.130,c2_meshagent,443,Safe/Critical,JP,2024-09-13 03:55:58
54.243.224.101,c2_meshagent,80,Low/Critical,US,2024-09-13 04:22:50
216.238.73.251,c2_meshagent,443,Safe/Critical,MX,2024-09-13 03:35:46
124.222.164.235,C2,8888,Critical/Critical,CN,2024-09-13 03:53:42
49.13.116.197,c2_mythic,80,Critical/Critical,GB,2024-09-12 19:12:53
52.136.194.61,c2_meshagent,80,Low/Critical,US,2024-09-13 03:04:09
88.80.187.129,c2_mythic,30000,Critical/Critical,GB,2024-09-11 23:23:07
20.84.113.146,c2_mythic,80,Low/Critical,US,2024-09-12 07:04:14
46.235.224.220,c2_mythic,443,Safe/Safe,AR,2024-09-12 20:32:31
46.235.231.164,c2_mythic,80,Safe/Critical,US,2024-09-12 17:14:58
161.35.239.147,c2_havoc,443,Low/Critical,KR,2024-09-11 07:53:18
47.236.171.98,c2_mythic,80,Safe/Critical,US,2024-09-12 21:15:57
149.56.46.107,c2_meshagent,443,Safe/Critical,CA,2024-09-13 02:34:37
46.235.225.138,c2_mythic,80,Safe/Critical,SG,2024-09-12 19:48:05
104.131.5.159,c2_metasploit,3790,Low/Critical,US,2024-09-13 00:37:24
45.32.140.174,c2_mythic,443,Critical/Critical,CA,2024-09-12 17:59:53
107.148.49.41,c2_metasploit,3790,Safe/Critical,HK,2024-09-13 01:01:10
112.220.22.76,c2_metasploit,3790,Safe/Critical,CN,2024-09-13 03:11:28
3.110.75.45,c2_mythic,443,Low/Critical,US,2024-09-12 11:10:20
185.38.142.151,c2_havoc,443,Moderate/Critical,AU,2024-09-09 07:09:01
177.67.71.17,c2_havoc,443,Safe/Critical,PT,2024-09-10 13:43:21
184.17.165.225,c2_mythic,80,Safe/Critical,US,2024-09-11 19:40:34
38.147.162.174,c2_havoc,443,Safe/Critical,US,2024-09-09 04:05:14
120.79.51.115,c2_metasploit,3790,Dangerous/Critical,CN,2024-09-13 03:14:24
142.79.230.133,c2_meshagent,443,Safe/Critical,IN,2024-09-13 04:53:46
120.237.147.54,c2_metasploit,3790,Low/Critical,DE,2024-09-13 01:24:51
121.37.170.202,C2,8888,Critical/Critical,CN,2024-09-13 03:48:52
170.64.192.242,c2_havoc,443,Low/Critical,PK,2024-09-05 21:44:38
5.206.224.211,c2_havoc,443,Moderate/Critical,FR,2024-09-09 09:53:30
138.197.37.104,c2_havoc,80,Low/Critical,NL,2024-09-12 18:21:18
123.57.3.221,c2_metasploit,3790,Dangerous/Critical,CN,2024-09-13 03:37:25
