IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
150.136.90.238,c2_covenant,7443,Critical/Critical,US,2024-09-01 05:18:12
193.22.152.104,c2_posh,8443,Moderate/Critical,AU,2024-08-19 07:26:31
165.227.250.1,c2_mythic,80,Critical/Critical,US,2024-09-11 18:04:03
20.109.43.28,c2_havoc,443,Low/Critical,HK,2024-09-08 19:53:09
3.25.118.186,c2_meshagent,443,Low/Critical,BR,2024-09-12 01:08:00
81.0.219.234,c2_metasploit,3790,Critical/Critical,DE,2024-08-31 23:37:42
70.34.253.167,c2_meshagent,443,Critical/Critical,US,2024-09-11 20:52:56
69.63.227.38,c2_meshagent,80,Moderate/Critical,US,2024-09-11 20:50:09
109.148.38.39,c2_mythic,80,Safe/Critical,US,2024-09-11 14:40:23
167.86.73.15,c2_meshagent,80,Moderate/Critical,US,2024-09-12 00:02:28
173.230.157.113,c2_mythic,80,Critical/Critical,US,2024-09-11 05:20:10
77.92.95.143,c2_metasploit,3790,Critical/Critical,US,2024-08-31 23:07:17
199.71.60.149,c2_mythic,8880,Critical/Critical,DE,2024-09-12 02:32:14
89.44.9.238,c2_metasploit,3790,Safe/Critical,NL,2024-09-01 00:23:33
71.255.149.149,c2_meshagent,80,Safe/Critical,US,2024-09-11 21:43:27
89.58.9.56,c2_metasploit,3790,Safe/Critical,DE,2024-09-01 00:23:39
168.138.149.125,c2_meshagent,80,Critical/Critical,US,2024-09-12 02:02:49
162.19.94.108,c2_mythic,80,Safe/Critical,FI,2024-09-11 16:05:18
184.168.21.97,c2_mythic,80,Critical/Critical,EE,2024-09-11 08:44:35
77.92.95.127,c2_metasploit,3790,Critical/Critical,FR,2024-08-31 23:25:07
167.89.255.119,c2_meshagent,443,Safe/Critical,US,2024-09-11 23:52:19
159.65.223.78,c2_mythic,443,Critical/Critical,US,2024-09-11 09:29:14
167.114.50.250,c2_meshagent,80,Safe/Critical,US,2024-09-11 22:43:39
168.119.186.69,c2_meshagent,443,Moderate/Critical,DE,2024-09-12 00:38:09
91.121.144.27,c2_metasploit,3790,Low/Critical,DE,2024-09-01 00:37:09
74.208.226.138,c2_meshagent,80,Moderate/Critical,US,2024-09-11 23:16:15
107.5.100.175,c2_mythic,80,Safe/Critical,US,2024-09-11 11:51:41
77.88.193.133,c2_metasploit,3790,Safe/Critical,GB,2024-08-31 23:15:06
91.198.77.194,c2_metasploit,3790,Safe/Critical,FR,2024-09-01 00:51:27
167.88.167.3,c2_meshagent,443,Critical/Critical,US,2024-09-12 00:01:48
74.12.33.189,c2_meshagent,443,Safe/Critical,CA,2024-09-11 23:10:04
72.131.40.87,c2_meshagent,80,Safe/Critical,US,2024-09-11 21:46:46
212.87.213.113,c2_mythic,30000,Safe/Critical,US,2024-09-11 20:39:26
167.88.167.19,c2_meshagent,443,Critical/Critical,US,2024-09-11 23:51:31
3.222.221.252,c2_mythic,30000,Low/Critical,GB,2024-09-11 23:23:07
54.79.123.238,c2_posh,8443,Low/Critical,US,2024-08-18 23:07:01
88.119.170.212,c2_metasploit,3790,Safe/Critical,RU,2024-09-01 00:21:07
82.147.88.8,c2_metasploit,3790,Safe/Critical,DE,2024-09-01 00:23:37
20.51.213.216,c2_havoc,443,Low/Critical,US,2024-09-08 22:33:27
64.225.81.244,c2_metasploit,3790,Low/Critical,US,2024-08-31 22:35:52
167.86.67.238,c2_meshagent,80,Safe/Critical,US,2024-09-11 22:43:35
18.175.58.230,c2_mythic,80,Critical/Critical,GB,2024-09-11 05:36:47
210.2.169.247,c2_havoc,443,Safe/Critical,US,2024-09-08 03:11:24
192.163.197.248,c2_mythic,443,Safe/Critical,US,2024-09-11 10:48:46
165.227.177.7,c2_havoc,443,Low/Critical,DE,2024-09-11 20:38:22
172.233.121.249,c2_havoc,443,Low/Critical,US,2024-09-09 20:12:27
20.243.212.181,c2_havoc,443,Low/Critical,US,2024-09-05 07:02:07
93.93.129.174,c2_mythic,80,Safe/Safe,US,2024-09-11 04:13:11
170.64.225.124,c2_havoc,443,Low/Critical,FR,2024-09-09 09:53:30
71.12.200.158,c2_meshagent,443,Safe/Critical,ZA,2024-09-11 21:11:36
