IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
45.33.116.110,c2_covenant,7443,Low/Critical,US,2024-09-17 22:13:54
52.21.168.83,c2_mythic,80,Low/Critical,FR,2024-09-21 08:33:54
165.227.177.7,c2_havoc,443,Low/Critical,US,2024-09-21 09:16:40
161.65.100.204,c2_meshagent,80,Safe/Critical,FI,2024-09-22 03:46:41
81.0.219.234,c2_metasploit,3790,Critical/Critical,IR,2024-09-13 19:25:10
65.0.74.50,c2_meshagent,443,Low/Critical,GB,2024-09-22 03:14:23
163.172.234.8,c2_havoc,443,Safe/Critical,BR,2024-09-22 02:07:27
91.223.82.25,c2_metasploit,3790,Critical/Critical,AM,2024-09-13 20:30:14
142.93.236.252,c2_havoc,443,Critical/Critical,ZA,2024-09-18 10:48:56
176.126.242.25,c2_mythic,80,Safe/Critical,GB,2024-09-21 11:48:29
74.48.125.18,c2_metasploit,3790,Safe/Critical,GB,2024-09-13 19:23:48
170.64.254.168,c2_havoc,443,Low/Critical,FR,2024-09-22 01:14:55
45.66.231.229,c2_havoc,443,Safe/Critical,US,2024-09-16 23:42:43
66.76.80.105,c2_meshagent,443,Safe/Critical,CA,2024-09-22 04:36:05
54.93.40.26,c2_havoc,8443,Low/Critical,US,2024-09-17 11:09:46
52.41.184.161,c2_mythic,80,Low/Critical,GB,2024-09-21 13:59:47
85.214.111.149,c2_metasploit,3790,Safe/Safe,RU,2024-09-13 20:19:14
62.138.184.20,c2_metasploit,3790,Safe/Critical,FI,2024-09-13 18:42:15
179.27.92.101,c2_meshagent,80,Moderate/Critical,FI,2024-09-22 03:26:23
87.237.55.77,c2_mythic,80,Critical/Critical,US,2024-09-21 08:16:16
146.103.50.165,c2_mythic,80,Critical/Critical,US,2024-09-21 17:59:54
162.19.135.137,c2_meshagent,443,Moderate/Critical,DE,2024-09-22 04:12:33
91.198.77.194,c2_metasploit,3790,Critical/Critical,DE,2024-09-13 20:19:25
60.191.208.227,c2_metasploit,3790,Critical/Critical,CN,2024-09-13 18:26:14
159.223.92.16,c2_havoc,443,Critical/Critical,ES,2024-09-21 23:27:04
65.109.133.88,c2_metasploit,3790,Safe/Critical,RU,2024-09-13 18:35:12
159.65.156.33,c2_covenant,7443,Critical/Critical,IN,2024-09-01 06:26:29
77.92.95.144,c2_metasploit,3790,Critical/Critical,RU,2024-09-13 19:53:29
178.128.32.124,c2_meshagent,443,Low/Critical,DE,2024-09-22 03:15:17
205.234.156.138,c2_metasploit,3780,Critical/Critical,US,2024-09-16 21:45:54
192.210.226.110,c2_metasploit,3790,Safe/Critical,US,2024-09-13 21:24:13
165.227.168.67,c2_havoc,443,Critical/Critical,DE,2024-09-20 21:31:31
165.232.146.140,c2_meshagent,443,Low/Critical,US,2024-09-22 05:32:41
172.245.249.215,c2_mythic,443,Safe/Critical,DE,2024-09-21 21:31:42
5.206.224.211,c2_havoc,443,Moderate/Critical,PT,2024-09-20 22:42:18
88.218.17.230,c2_covenant,7443,Dangerous/Critical,US,2024-09-18 01:06:04
18.101.137.47,c2_havoc,80,Low/Critical,US,2024-09-17 03:39:55
164.92.97.45,c2_meshagent,443,Low/Critical,US,2024-09-22 05:46:52
152.250.151.174,c2_havoc,8443,Safe/Critical,ES,2024-09-17 09:00:30
88.99.213.30,c2_metasploit,3790,Critical/Critical,DE,2024-09-13 19:57:26
3.88.102.160,c2_havoc,443,Low/Critical,BG,2024-09-16 17:06:21
66.23.215.197,c2_meshagent,80,Safe/Critical,US,2024-09-22 04:25:55
161.97.164.14,c2_meshagent,443,Safe/Critical,DE,2024-09-22 03:45:23
91.245.255.55,c2_metasploit,3790,Safe/Critical,DE,2024-09-13 20:19:16
89.116.31.88,c2_metasploit,3790,Critical/Critical,BG,2024-09-13 20:30:12
160.119.102.16,c2_meshagent,80,Moderate/Critical,RO,2024-09-22 03:35:39
93.93.129.174,c2_mythic,443,Safe/Safe,US,2024-09-21 11:49:24
54.175.31.82,c2_mythic,80,Low/Critical,GB,2024-09-21 10:17:26
172.104.155.65,c2_mythic,443,Low/Critical,US,2024-09-22 00:02:14
67.205.162.47,c2_meshagent,443,Low/Critical,IN,2024-09-22 05:41:29
