IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
62.113.59.30,c2_havoc,443,Critical/Critical,ru,2025-06-18 01:49:18
13.228.186.26,c2_meshagent,443,Critical/Critical,sg,2025-06-19 23:21:37
34.56.46.110,c2_meshagent,443,Critical/Critical,us,2025-06-19 22:01:32
77.90.153.154,c2_havoc,443,Critical/Critical,de,2025-06-19 12:09:04
13.89.43.10,c2_meshagent,443,Critical/Critical,us,2025-06-19 22:13:17
159.203.143.205,c2_havoc,443,Critical/Critical,us,2025-06-19 19:38:09
162.19.230.135,c2_meshagent,443,Critical/Critical,fr,2025-06-19 21:53:59
13.233.136.46,c2_meshagent,443,Critical/Critical,in,2025-06-19 22:24:52
185.42.170.220,c2_mythic,443,Critical/Critical,no,2025-06-19 20:24:13
13.82.82.36,c2_meshagent,443,,Unknown,2025-06-19 22:38:47
66.115.138.116,c2_mythic,443,Critical/Critical,us,2025-06-19 20:43:54
138.197.32.49,c2_havoc,443,Critical/Critical,us,2025-06-19 18:13:45
23.254.215.118,c2_havoc,443,Critical/Critical,us,2025-06-19 06:21:46
216.163.52.15,c2_meshagent,80,Critical/Critical,us,2025-06-19 21:59:30
143.244.181.199,c2_havoc,443,Critical/Critical,us,2025-06-19 21:23:54
217.182.141.142,c2_havoc,443,Critical/Critical,fr,2025-06-19 18:01:09
13.55.120.178,c2_meshagent,443,Critical/Critical,au,2025-06-19 22:07:59
39.109.142.41,c2_mythic,80,Critical/Critical,sg,2025-06-19 21:16:31
13.60.182.148,c2_meshagent,443,Critical/Critical,se,2025-06-19 22:07:14
151.115.73.165,c2_meshagent,443,Critical/Critical,pl,2025-06-19 21:47:00
121.43.235.93,c2_mythic,443,Critical/Critical,cn,2025-06-19 20:52:47
4.236.186.94,c2_havoc,443,Critical/Critical,us,2025-06-19 07:57:08
158.62.198.124,c2_havoc,443,Critical/Critical,us,2025-06-19 18:23:13
154.37.155.252,c2_havoc,443,,Unknown,2025-06-19 17:36:22
47.236.177.123,c2_havoc,443,Critical/Critical,sg,2025-06-19 15:52:50
20.188.119.195,c2_havoc,443,Critical/Critical,sg,2025-06-19 17:04:54
213.218.212.100,c2_havoc,443,,Unknown,2025-06-19 12:13:37
216.176.177.28,c2_meshagent,80,Critical/Critical,us,2025-06-19 22:03:48
34.160.36.188,c2_mythic,443,Critical/Critical,us,2025-06-19 20:58:04
185.227.70.175,c2_mythic,443,Critical/Critical,nl,2025-06-19 20:52:21
13.235.97.70,c2_meshagent,80,Critical/Critical,in,2025-06-19 21:49:49
18.228.31.163,c2_havoc,443,Critical/Critical,br,2025-06-19 20:02:29
216.238.86.54,C2,80,Critical/Critical,mx,2025-06-19 21:48:59
216.245.184.113,c2_meshagent,443,Critical/Critical,us,2025-06-19 21:50:41
34.74.201.74,c2_meshagent,443,Critical/Critical,us,2025-06-19 22:33:34
78.128.112.209,c2_havoc,443,Critical/Critical,bg,2025-06-19 16:50:49
161.35.239.147,c2_havoc,443,Critical/Critical,us,2025-06-19 15:29:41
212.87.213.117,c2_mythic,80,Critical/Critical,de,2025-06-19 20:40:34
139.196.124.207,c2_metasploit,448,Critical/Critical,cn,2025-06-13 01:47:42
66.42.116.156,c2_mythic,443,Critical/Critical,us,2025-06-19 20:55:08
13.94.148.138,c2_meshagent,443,Critical/Critical,nl,2025-06-19 22:09:07
162.248.246.69,c2_meshagent,443,Critical/Critical,us,2025-06-19 21:53:14
162.208.110.3,c2_meshagent,80,Critical/Critical,us,2025-06-19 21:46:23
188.166.180.187,c2_mythic,443,Critical/Critical,sg,2025-06-19 20:55:53
101.126.149.119,c2_havoc,443,Critical/Critical,cn,2025-06-19 20:03:07
34.81.132.39,c2_metasploit,6667,Critical/Critical,tw,2025-06-01 21:44:31
13.211.32.159,c2_meshagent,80,Critical/Critical,au,2025-06-19 22:43:56
13.246.116.62,c2_meshagent,443,Critical/Critical,za,2025-06-19 21:45:35
165.227.250.1,c2_mythic,443,Critical/Critical,us,2025-06-19 22:02:54
34.210.241.218,c2_meshagent,80,Critical/Critical,us,2025-06-19 21:59:32
