IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
205.234.156.139,c2_metasploit,3780,Critical/Critical,us,2025-07-20 10:23:12
34.0.227.68,c2_mythic,443,Critical/Critical,in,2025-08-02 20:40:18
217.10.116.133,c2_meshagent,443,Critical/Critical,se,2025-08-02 23:29:47
217.154.81.75,c2_meshagent,443,Critical/Critical,de,2025-08-02 23:46:41
13.39.23.222,c2_havoc,443,Critical/Critical,fr,2025-08-01 23:23:30
64.255.203.222,c2_metasploit,3790,Critical/Critical,us,2025-07-08 17:48:22
4.180.20.2,c2_havoc,443,Critical/Critical,nl,2025-07-30 22:13:57
216.246.109.230,c2_meshagent,443,Critical/Critical,us,2025-08-02 22:41:41
34.219.200.70,c2_havoc,80,Critical/Critical,us,2025-07-31 23:56:23
67.207.69.36,c2_metasploit,3790,Critical/Critical,gb,2025-07-08 22:21:47
78.38.80.242,c2_metasploit,3790,Critical/Critical,ir,2025-07-08 23:15:40
34.81.132.39,c2_metasploit,6667,Critical/Critical,tw,2025-08-01 15:50:06
143.198.40.134,c2_mythic,443,Critical/Critical,ca,2025-08-02 19:13:51
88.218.17.218,c2_metasploit,3790,Critical/Critical,nl,2025-07-09 03:36:26
91.116.41.179,c2_meshagent,443,Critical/Critical,es,2025-08-02 22:38:05
117.211.10.121,c2_meshagent,80,Critical/Critical,in,2025-08-02 22:33:10
217.113.49.213,c2_meshagent,443,Critical/Critical,hu,2025-08-02 23:49:28
121.43.235.93,c2_mythic,443,Critical/Critical,cn,2025-08-02 16:11:07
34.222.248.79,c2_mythic,443,Critical/Critical,us,2025-08-02 19:34:20
212.87.213.113,c2_mythic,443,Critical/Critical,de,2025-08-02 20:31:31
158.62.198.124,c2_havoc,8000,Critical/Critical,us,2025-07-31 12:35:44
5.75.201.252,c2_metasploit,3790,Critical/Critical,de,2025-07-08 12:19:59
216.9.224.107,C2,443,Critical/Critical,tr,2025-08-02 22:59:23
8.219.136.28,c2_mythic,443,Critical/Critical,sg,2025-08-02 15:48:42
79.143.87.222,c2_metasploit,3790,Critical/Critical,gb,2025-07-08 22:21:50
203.161.38.57,c2_metasploit,3780,Critical/Critical,us,2025-07-20 10:23:12
74.175.81.231,c2_metasploit,3790,Critical/Critical,us,2025-07-08 20:51:15
44.236.241.191,c2_mythic,443,Critical/Critical,us,2025-08-02 18:57:36
142.44.247.41,c2_meshagent,443,Critical/Critical,ca,2025-08-02 22:40:45
5.161.144.140,c2_havoc,443,Critical/Critical,us,2025-08-02 15:04:40
185.193.127.252,c2_havoc,443,Critical/Critical,fi,2025-07-30 09:39:42
173.249.45.65,c2_havoc,443,Critical/Critical,fr,2025-07-30 17:29:09
129.80.2.53,c2_mythic,443,Critical/Critical,us,2025-08-02 20:02:51
71.12.200.158,c2_meshagent,443,Critical/Critical,us,2025-08-02 22:57:39
158.179.209.175,c2_covenant,7443,Critical/Critical,es,2025-07-25 01:16:01
89.111.133.213,c2_metasploit,3790,Critical/Critical,ru,2025-07-09 03:49:24
85.239.54.208,c2_metasploit,3790,Critical/Critical,us,2025-07-09 03:36:26
49.13.225.29,c2_metasploit,3790,Critical/Critical,de,2025-07-08 16:05:23
66.85.173.48,c2_metasploit,3790,Critical/Critical,us,2025-07-08 22:30:23
207.219.134.227,c2_mythic,443,Critical/Critical,ca,2025-08-02 15:46:10
164.92.79.49,c2_havoc,443,Critical/Critical,us,2025-07-30 04:33:33
45.125.67.147,c2_metasploit,3790,Critical/Critical,hk,2025-07-08 09:40:42
206.189.32.112,c2_havoc,443,Critical/Critical,sg,2025-08-02 12:02:41
216.107.216.19,c2_meshagent,443,Critical/Critical,us,2025-08-02 22:59:33
45.11.229.40,c2_mythic,443,Critical/Critical,de,2025-08-02 19:54:29
52.63.73.110,c2_havoc,443,Critical/Critical,au,2025-08-01 22:53:39
84.231.208.32,c2_mythic,443,Critical/Critical,fi,2025-08-02 15:50:01
101.37.236.43,c2_havoc,443,Critical/Critical,cn,2025-08-02 19:22:17
88.214.25.251,c2_metasploit,3790,Critical/Critical,de,2025-07-09 00:05:01
71.19.144.73,c2_meshagent,443,Critical/Critical,us,2025-08-02 22:49:36
