IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
101.37.236.43,c2_havoc,443,Critical/Critical,cn,2025-08-24 15:09:54
23.254.215.118,c2_havoc,443,Critical/Critical,us,2025-08-31 21:50:04
116.87.57.98,c2_mythic,80,Safe/Safe,sg,2025-08-31 19:56:42
38.242.144.116,c2_metasploit,3790,Critical/Critical,de,2025-08-16 21:18:53
91.99.162.48,c2_meshagent,443,Critical/Critical,de,2025-09-01 10:59:16
4.228.56.150,c2_havoc,10443,Critical/Critical,br,2025-08-18 08:11:03
77.92.95.144,c2_metasploit,3790,Critical/Critical,gb,2025-08-17 12:23:12
45.8.148.165,c2_metasploit,3790,Critical/Critical,de,2025-08-16 21:40:34
77.92.95.143,c2_metasploit,3790,Critical/Critical,gb,2025-08-17 10:25:34
147.189.171.18,c2_mythic,443,Critical/Critical,de,2025-08-31 16:14:27
158.58.207.165,c2_darkcomet,100,Critical/Critical,bg,2025-08-10 21:26:57
46.101.95.235,c2_metasploit,3790,Critical/Critical,gb,2025-08-17 00:06:03
184.168.21.97,c2_mythic,443,Critical/Critical,us,2025-08-31 17:14:12
65.20.109.42,c2_havoc,8443,Critical/Critical,es,2025-08-26 00:07:14
83.243.64.180,c2_metasploit,3790,Critical/Critical,ru,2025-08-17 16:28:18
13.37.220.47,c2_havoc,443,Critical/Critical,fr,2025-08-27 09:18:25
3.90.201.175,c2_havoc,8000,Critical/Critical,us,2025-08-22 12:14:19
91.223.214.29,c2_meshagent,80,Critical/Critical,ua,2025-09-01 11:47:32
45.155.126.187,c2_metasploit,3790,Critical/Critical,bg,2025-08-16 21:40:31
45.61.138.9,c2_metasploit,3790,Critical/Critical,gb,2025-08-16 21:40:13
188.40.59.236,c2_mythic,443,Critical/Critical,de,2025-08-31 19:40:06
193.181.214.110,c2_mythic,443,Critical/Critical,se,2025-08-31 21:28:09
47.94.225.128,c2_metasploit,3790,Critical/Critical,cn,2025-08-17 00:09:33
77.88.193.133,c2_metasploit,3790,Critical/Critical,ua,2025-08-17 18:02:05
74.175.81.231,c2_metasploit,3790,Critical/Critical,us,2025-08-17 12:23:12
135.181.41.9,c2_havoc,443,Critical/Critical,fi,2025-08-20 17:19:08
77.92.95.127,c2_metasploit,3790,Critical/Critical,gb,2025-08-17 11:06:30
23.139.48.5,c2_meshagent,443,Safe/Safe,us,2025-09-01 00:08:35
89.111.133.213,c2_metasploit,3790,Critical/Critical,ru,2025-08-17 18:22:45
207.219.181.203,c2_mythic,443,Critical/Critical,ca,2025-08-31 20:14:13
52.188.13.228,c2_metasploit,3790,Critical/Critical,us,2025-08-17 08:10:30
212.46.38.224,c2_havoc,443,Critical/Critical,es,2025-08-31 13:22:33
34.47.138.207,c2_havoc,443,Critical/Critical,in,2025-08-29 01:53:24
91.197.98.8,c2_meshagent,80,Critical/Critical,ru,2025-09-01 12:08:52
150.136.101.139,c2_mythic,443,Critical/Critical,us,2025-08-31 18:17:52
65.181.112.236,c2_mythic,443,Critical/Critical,us,2025-08-31 14:31:23
129.154.247.47,c2_mythic,443,Critical/Critical,in,2025-08-31 21:52:58
64.23.247.254,c2_mythic,443,Critical/Critical,us,2025-08-31 21:36:39
43.254.132.241,c2_havoc,443,Critical/Critical,th,2025-08-20 07:37:35
62.234.73.27,c2_mythic,443,Critical/Critical,cn,2025-08-31 21:02:11
89.58.9.56,c2_metasploit,3790,Critical/Critical,de,2025-08-17 18:22:45
51.81.171.234,c2_havoc,443,Critical/Critical,us,2025-08-28 14:37:34
78.38.80.242,c2_metasploit,3790,Critical/Critical,ir,2025-08-17 12:23:12
45.154.14.198,c2_metasploit,3790,Critical/Critical,hk,2025-08-16 18:25:28
70.77.120.233,c2_havoc,9003,Critical/Critical,ca,2025-08-25 11:58:59
88.119.170.212,c2_metasploit,3790,Critical/Critical,nl,2025-08-17 18:22:45
216.104.169.223,c2_mythic,443,Critical/Critical,us,2025-08-31 14:22:47
43.240.223.126,c2_metasploit,3790,Critical/Critical,cn,2025-08-16 21:05:27
63.250.44.135,c2_mythic,80,Critical/Critical,us,2025-08-31 20:18:07
104.248.172.20,c2_mythic,443,Critical/Critical,gb,2025-08-31 18:27:01
