IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
88.99.213.30,c2_metasploit,3790,Critical/Critical,de,2026-06-17 15:35:20
45.79.198.18,c2_metasploit,3790,Critical/Critical,us,2026-06-16 20:30:22
83.222.136.71,c2_meshagent,3790,Critical/Critical,ch,2026-06-17 16:36:48
98.187.161.247,c2_meshagent,80,Critical/Critical,us,2026-06-17 16:39:11
8.148.239.0,c2_metasploit,3790,Critical/Critical,cn,2026-06-17 18:02:29
50.6.7.9,c2_meshagent,443,Critical/Critical,us,2026-07-03 14:30:53
213.252.246.56,c2_metasploit,3790,Critical/Critical,lt,2026-06-16 16:05:02
96.81.174.253,c2_meshagent,80,Critical/Critical,us,2026-06-17 15:26:43
217.114.222.10,c2_metasploit,3790,Critical/Critical,de,2026-06-16 16:27:04
83.243.64.180,c2_metasploit,3790,Critical/Critical,ru,2026-06-17 17:47:49
34.117.216.69,c2_mythic,443,Critical/Critical,us,2026-07-02 16:54:00
96.85.21.74,c2_meshagent,80,Critical/Critical,us,2026-06-17 15:05:34
216.250.125.45,c2_metasploit,3790,Critical/Critical,us,2026-06-16 16:53:44
96.252.51.245,c2_meshagent,80,Critical/Critical,us,2026-06-17 15:07:03
142.44.247.41,c2_meshagent,443,Critical/Critical,ca,2026-07-03 22:00:01
66.94.126.203,c2_metasploit,3790,Critical/Critical,us,2026-06-17 12:25:42
34.252.162.187,c2_meshagent,80,Critical/Critical,ie,2026-06-17 18:04:45
45.79.207.53,c2_metasploit,3790,Critical/Critical,us,2026-06-17 01:20:46
5.161.203.172,c2_meshagent,443,Critical/Critical,us,2026-07-03 12:23:13
96.38.31.195,c2_meshagent,80,Critical/Critical,us,2026-06-17 15:11:01
45.56.91.55,C2,80,Critical/Critical,us,2026-07-03 17:52:27
20.220.29.224,c2_havoc,8000,Critical/Critical,ca,2026-06-17 04:12:54
158.247.227.62,c2_meshagent,443,Critical/Critical,kr,2026-07-03 15:08:21
41.33.33.14,c2_meshagent,443,Critical/Critical,eg,2026-07-03 04:10:21
132.145.70.6,c2_mythic,443,Critical/Critical,gb,2026-07-03 00:24:49
5.44.240.151,c2_metasploit,3790,Critical/Critical,fi,2026-06-17 06:39:23
23.254.215.118,c2_havoc,80,Critical/Critical,us,2026-06-09 02:26:44
88.119.170.212,c2_metasploit,3790,Critical/Critical,nl,2026-06-17 16:36:48
66.228.53.254,c2_meshagent,8443,Critical/Critical,us,2026-06-25 01:28:49
45.138.50.124,c2_metasploit,3790,Critical/Critical,de,2026-06-16 20:30:25
52.74.8.50,c2_meshagent,443,Critical/Critical,sg,2026-07-03 19:02:01
16.16.18.119,c2_meshagent,80,Critical/Critical,se,2026-06-17 15:31:42
52.38.121.2,C2,443,Critical/Critical,us,2026-07-03 04:55:50
43.199.60.110,c2_meshagent,8443,Critical/Critical,hk,2026-07-03 17:30:49
16.171.166.169,c2_meshagent,80,Critical/Critical,se,2026-06-17 15:06:46
217.114.222.12,c2_metasploit,3790,Critical/Critical,de,2026-06-16 15:01:25
15.204.14.143,c2_havoc,1443,Critical/Critical,us,2026-06-16 07:45:22
16.170.232.227,c2_meshagent,8443,Critical/Critical,se,2026-06-17 15:14:41
15.204.95.228,c2_havoc,80,Critical/Critical,us,2026-06-06 09:37:41
185.3.94.55,c2_meshagent,443,Critical/Critical,gb,2026-07-03 14:51:06
144.24.95.90,c2_meshagent,443,Critical/Critical,kr,2026-07-03 23:48:41
212.227.28.64,c2_metasploit,3790,Critical/Critical,fr,2026-06-16 17:54:20
77.92.95.143,c2_metasploit,3790,Critical/Critical,gb,2026-06-17 15:07:15
8.153.194.249,c2_meshagent,80,Critical/Critical,cn,2026-06-17 17:44:37
18.136.38.112,c2_meshagent,443,Critical/Critical,sg,2026-07-03 10:15:06
98.100.144.43,c2_meshagent,80,Critical/Critical,us,2026-06-17 15:33:39
52.39.171.29,c2_meshagent,443,Critical/Critical,us,2026-07-03 07:31:50
62.171.177.140,c2_metasploit,3790,Critical/Critical,fr,2026-06-17 08:21:59
54.171.59.184,c2_meshagent,8444,Critical/Critical,ie,2026-06-29 00:47:53
82.156.224.184,c2_havoc,441,Critical/Critical,cn,2026-06-11 22:05:21
