IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
88.99.213.30,c2_metasploit,3790,Critical/Critical,de,2025-04-12 22:30:26
93.115.20.114,c2_metasploit,3790,Critical/Critical,nl,2025-04-12 22:30:05
77.92.95.143,c2_metasploit,3790,Critical/Critical,gb,2025-04-12 16:50:22
159.223.159.200,c2_posh,443,Critical/Critical,us,2025-03-27 12:20:09
179.43.172.173,c2_havoc,443,Critical/Critical,ch,2025-04-13 17:44:15
165.227.81.186,c2_havoc,443,Critical/Critical,us,2025-04-13 17:56:48
18.117.151.168,c2_meshagent,80,Critical/Critical,us,2025-04-13 22:10:03
107.211.111.166,c2_meshagent,80,Critical/Critical,us,2025-04-13 22:55:44
107.172.29.102,c2_meshagent,443,Critical/Critical,us,2025-04-13 22:49:14
13.55.120.178,c2_meshagent,80,Critical/Critical,au,2025-04-14 00:07:16
34.81.132.39,c2_metasploit,443,Critical/Critical,tw,2025-04-13 11:08:12
151.243.81.80,c2_havoc,443,Critical/Critical,nl,2025-04-13 21:24:25
49.12.224.107,c2_metasploit,3790,Critical/Critical,de,2025-04-12 07:05:54
192.117.9.22,c2_havoc,81,Critical/Critical,il,2025-04-11 11:50:19
88.119.167.205,c2_metasploit,3790,Critical/Critical,lt,2025-04-12 20:52:57
45.227.254.4,c2_metasploit,3790,Critical/Critical,pa,2025-04-12 08:13:47
212.46.38.224,c2_havoc,443,Critical/Critical,es,2025-04-13 11:19:54
129.213.47.161,c2_mythic,443,Critical/Critical,us,2025-04-13 19:23:38
23.95.218.57,c2_meshagent,443,Critical/Critical,us,2025-04-13 22:35:25
13.94.148.138,c2_meshagent,443,Critical/Critical,nl,2025-04-13 23:04:22
51.81.171.234,c2_havoc,443,Critical/Critical,us,2025-04-11 23:03:31
20.124.80.116,c2_havoc,443,Critical/Critical,us,2025-04-13 08:24:47
129.80.2.53,c2_mythic,80,Critical/Critical,us,2025-04-13 19:06:35
77.92.95.144,c2_metasploit,3790,Critical/Critical,gb,2025-04-12 19:33:43
18.191.137.27,c2_mythic,443,Critical/Critical,us,2025-04-13 18:55:13
176.126.240.209,c2_mythic,443,Critical/Critical,gb,2025-04-13 20:09:59
13.246.116.62,c2_meshagent,80,Critical/Critical,za,2025-04-14 00:39:18
88.218.17.218,c2_metasploit,3790,Critical/Critical,nl,2025-04-12 22:23:45
89.149.211.111,c2_metasploit,3790,Critical/Critical,nl,2025-04-12 22:23:46
107.134.25.68,c2_meshagent,443,Critical/Critical,us,2025-04-13 22:58:31
13.201.139.171,c2_meshagent,80,Critical/Critical,in,2025-04-14 00:09:59
13.48.10.196,c2_meshagent,80,Critical/Critical,se,2025-04-14 00:38:44
13.211.144.98,c2_meshagent,80,Critical/Critical,au,2025-04-14 01:25:32
18.118.127.246,c2_meshagent,80,Critical/Critical,us,2025-04-13 22:33:26
83.238.212.60,c2_havoc,443,Critical/Critical,pl,2025-04-11 15:14:03
3.110.141.192,c2_mythic,443,Critical/Critical,in,2025-04-13 19:25:38
45.146.234.153,c2_havoc,443,Critical/Critical,us,2025-04-13 18:12:30
129.213.183.155,c2_mythic,80,Critical/Critical,us,2025-04-13 19:44:52
139.59.165.106,c2_mythic,80,Critical/Critical,gb,2025-04-13 20:27:41
3.129.196.147,c2_mythic,80,Critical/Critical,us,2025-04-13 21:10:46
49.247.42.245,c2_metasploit,3790,Critical/Critical,kr,2025-04-12 11:30:08
45.125.67.147,c2_metasploit,3790,Critical/Critical,hk,2025-04-12 06:04:57
138.68.168.47,c2_mythic,80,Critical/Critical,gb,2025-04-13 20:28:05
18.189.254.81,c2_meshagent,80,Critical/Critical,us,2025-04-13 22:38:49
144.217.75.7,c2_mythic,443,Critical/Critical,ca,2025-04-13 19:30:11
104.131.182.219,c2_mythic,443,Critical/Critical,us,2025-04-13 21:48:20
52.224.246.136,c2_havoc,8443,Critical/Critical,us,2025-04-11 00:58:50
18.143.93.130,c2_mythic,443,Critical/Critical,sg,2025-04-13 21:17:20
47.129.202.153,c2_mythic,80,Critical/Critical,sg,2025-04-13 20:51:09
77.246.99.16,c2_metasploit,3790,Critical/Critical,nl,2025-04-12 19:20:52
