IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
92.222.241.75,c2_metasploit,3790,Critical/Critical,fr,2025-09-27 09:24:45
147.182.152.28,c2_meshagent,80,Critical/Critical,ca,2025-10-17 14:31:45
98.111.238.242,c2_meshagent,4431,Critical/Critical,us,2025-10-17 17:38:47
77.92.95.127,c2_metasploit,3790,Critical/Critical,gb,2025-09-27 07:54:34
88.218.17.218,c2_metasploit,3790,Critical/Critical,nl,2025-09-27 09:24:46
3.27.140.57,c2_havoc,8000,Critical/Critical,au,2025-10-08 20:59:21
154.12.230.166,c2_mythic,443,Critical/Critical,us,2025-10-17 08:40:39
212.170.96.110,c2_meshagent,443,Critical/Critical,es,2025-10-17 17:59:00
93.103.237.141,c2_meshagent,443,Critical/Critical,si,2025-10-17 14:19:12
91.217.91.153,c2_havoc,50000,Critical/Critical,pl,2025-10-05 05:53:04
77.92.95.143,c2_metasploit,3790,Critical/Critical,gb,2025-09-27 05:25:10
44.197.1.217,c2_mythic,80,Low/Safe,us,2025-10-17 09:18:45
158.69.54.27,c2_mythic,443,Critical/Critical,ca,2025-10-17 12:39:16
77.88.193.133,c2_metasploit,3790,Critical/Critical,ua,2025-09-27 05:25:08
146.235.229.221,c2_meshagent,80,Critical/Critical,us,2025-10-17 15:21:58
147.45.159.212,c2_mythic,443,Critical/Critical,ru,2025-10-17 14:12:13
3.214.11.74,c2_meshagent,80,Critical/Critical,us,2025-10-17 14:13:40
93.254.28.93,c2_meshagent,443,Critical/Critical,de,2025-10-17 14:14:33
207.244.236.115,c2_havoc,443,Safe/Safe,us,2025-10-17 11:53:06
5.75.201.252,c2_metasploit,3790,Critical/Critical,de,2025-09-26 13:46:01
37.187.88.138,c2_meshagent,443,Critical/Critical,fr,2025-10-17 14:36:06
104.129.12.197,c2_havoc,443,Critical/Critical,us,2025-10-10 04:55:07
93.199.122.76,c2_meshagent,443,Critical/Critical,de,2025-10-17 14:16:49
204.48.27.82,c2_havoc,443,Critical/Critical,us,2025-10-17 02:56:59
147.135.214.124,c2_mythic,80,Critical/Critical,fr,2025-10-17 15:05:11
134.209.157.90,c2_havoc,443,Critical/Critical,in,2025-10-10 14:05:19
51.21.194.182,c2_havoc,12443,Critical/Critical,se,2025-10-02 11:49:54
208.90.68.178,c2_meshagent,443,Critical/Critical,ca,2025-10-17 14:34:48
83.168.110.172,c2_metasploit,3790,Critical/Critical,pl,2025-09-27 05:25:11
47.94.225.128,c2_metasploit,3790,Critical/Critical,cn,2025-09-26 11:28:31
185.180.231.70,c2_meshagent,443,Critical/Critical,ru,2025-10-17 14:29:20
185.183.98.119,c2_meshagent,80,Critical/Critical,nl,2025-10-17 14:35:49
159.203.143.205,c2_havoc,443,Critical/Critical,us,2025-10-17 10:23:16
143.198.129.37,c2_meshagent,443,Critical/Critical,us,2025-10-17 14:38:07
13.216.130.82,c2_havoc,12443,Critical/Critical,us,2025-10-02 11:49:52
46.240.140.66,c2_metasploit,3790,Critical/Critical,rs,2025-09-26 15:44:08
45.79.198.18,c2_metasploit,3790,Critical/Critical,us,2025-09-26 10:45:38
185.228.72.244,c2_meshagent,80,Critical/Critical,br,2025-10-17 14:35:58
52.14.250.59,c2_havoc,443,Critical/Critical,us,2025-10-17 06:52:10
194.69.162.205,c2_havoc,443,Critical/Critical,tr,2025-10-17 13:54:13
47.129.202.153,c2_mythic,443,Critical/Critical,sg,2025-10-17 13:40:18
32.216.135.164,c2_meshagent,443,Critical/Critical,us,2025-10-17 15:08:07
3.79.148.6,c2_mythic,443,Critical/Critical,de,2025-10-17 12:14:38
146.59.1.7,c2_mythic,443,Safe/Low,fr,2025-10-17 12:07:17
83.243.64.180,c2_metasploit,3790,Critical/Critical,ru,2025-09-27 07:56:55
199.193.153.16,c2_havoc,8443,Critical/Critical,us,2025-10-15 07:01:28
93.154.128.151,c2_mythic,443,Critical/Critical,pl,2025-10-17 13:48:14
34.219.200.70,c2_havoc,443,Critical/Critical,us,2025-10-16 05:52:27
46.235.225.138,c2_mythic,443,Critical/Critical,gb,2025-10-17 11:07:05
45.155.126.187,c2_metasploit,3790,Critical/Critical,bg,2025-09-26 10:43:37
