title,domain,score,country_code,reg_dtime
fnke.info | 522: Connection timed out,http://gbx.fnke.info,Critical,,2025-12-16 02:22:02 (UTC)
404 - Quick Tip | Cofense,http://ssl.uk.securebankinggroup.com,Critical,DE,2025-12-16 02:22:40 (UTC)
Site not found · GitHub Pages,http://google-njc.github.io,Critical,US,2025-12-16 02:25:14 (UTC)
404 - Quick Tip | Cofense,http://senderverify.itsecuremessages.com,Critical,AU,2025-12-16 02:25:56 (UTC)
,http://spotifyapp.siddhidenim.com,Critical,IN,2025-12-16 02:27:27 (UTC)
404 - Quick Tip | Cofense,http://ssl.netaccess-management.net,Critical,AU,2025-12-16 02:29:10 (UTC)
gdvf.info | 522: Connection timed out,http://sov.gdvf.info,Critical,,2025-12-16 02:31:09 (UTC)
fnke.info | 522: Connection timed out,http://gam.fnke.info,Critical,,2025-12-16 02:32:18 (UTC)
Suspected phishing site | Cloudflare,http://allegro.6252.click,Critical,,2025-12-16 02:33:12 (UTC)
Suspected phishing site | Cloudflare,http://nextdoor.id454157.info,Critical,,2025-12-16 02:34:35 (UTC)
Site not found · GitHub Pages,http://google-oag.github.io,Critical,US,2025-12-16 02:35:52 (UTC)
hykm.info | 522: Connection timed out,http://nbz.hykm.info,Critical,,2025-12-16 02:36:56 (UTC)
Deployment Unavailable,http://www.online-jet.vercel.app,Low,US,2025-12-16 02:37:35 (UTC)
Site not found · GitHub Pages,http://google-tslz.github.io,Critical,US,2025-12-16 02:38:08 (UTC)
Suspected phishing site | Cloudflare,http://trezor-brrdje.pages.dev,Low,,2025-12-16 02:39:59 (UTC)
Suspected phishing site | Cloudflare,http://support-ldger--live.pages.dev,Low,,2025-12-16 02:40:30 (UTC)
404 Not Found,http://allegro.523244.click,Critical,,2025-12-16 02:42:07 (UTC)
403 Forbidden,http://netflix.sourceaudio.com,Low,US,2025-12-16 02:43:34 (UTC)
404 Not Found,http://allegrolokalnie.conformation-1894.shop,Critical,,2025-12-16 02:44:14 (UTC)
Site not found · GitHub Pages,http://google-emfd.github.io,Critical,US,2025-12-16 02:44:50 (UTC)
fnke.info | 522: Connection timed out,http://coz.fnke.info,Critical,,2025-12-16 02:45:52 (UTC)
hykm.info | 522: Connection timed out,http://nob.hykm.info,Critical,,2025-12-16 02:46:54 (UTC)
prioritaire-pickupfr.com | 522: Connection timed out,http://flammier.prioritaire-pickupfr.com,Critical,,2025-12-16 02:48:01 (UTC)
404 Not Found,http://allegro.528884.click,Critical,,2025-12-16 02:49:29 (UTC)
fnke.info | 522: Connection timed out,http://con.fnke.info,Critical,,2025-12-16 02:51:32 (UTC)
Site not found · GitHub Pages,http://google-unf.github.io,Critical,US,2025-12-16 02:52:00 (UTC)
403 Forbidden,http://amex.bhrdbd.com,Critical,US,2025-12-16 02:53:55 (UTC)
Site not found · GitHub Pages,http://google-jkw.github.io,Critical,US,2025-12-16 02:55:15 (UTC)
fnke.info | 522: Connection timed out,http://noa.fnke.info,Critical,,2025-12-16 02:56:19 (UTC)
Site not found · GitHub Pages,http://google-dscz.github.io,Critical,US,2025-12-16 02:56:48 (UTC)
Page not Found,http://app-defilam-app.umso.co,Low,US,2025-12-16 02:57:24 (UTC)
,http://allegrolokalnie.pl-prywatne47121.sbs,Critical,,2025-12-16 02:59:05 (UTC)
Suspected phishing site | Cloudflare,http://project-ledjer-wallet.pages.dev,Low,,2025-12-16 03:00:31 (UTC)
404 - Quick Tip | Cofense,http://sharepoint.securefiledrives.com,Critical,AU,2025-12-16 03:01:32 (UTC)
Site not found · GitHub Pages,http://muneeshnigam106.github.io,Low,US,2025-12-16 03:02:57 (UTC)
Site Not Found | Framer,http://holdings-sig-coinbase.framer.ai,Critical,US,2025-12-16 03:03:39 (UTC)
Log in to Moss,http://www-getmass.top,Critical,US,2025-12-16 03:04:20 (UTC)
Default Web Site Page,http://veueoenns.yolah.web.id,Critical,,2025-12-16 03:05:47 (UTC)
,http://allegrolokalnie.oferta-83942-dla-ciebie-proponowana.icu,Critical,,2025-12-16 03:07:18 (UTC)
Ledger® Live Login® (en-US) | Ledger Support,http://support-ledger-com.vercel.app,Low,US,2025-12-16 03:08:48 (UTC)
404 Not Found,http://allegro.6338491.click,Critical,,2025-12-16 03:09:53 (UTC)
iksp.info | 522: Connection timed out,http://nbo.iksp.info,Critical,,2025-12-16 03:12:15 (UTC)
,http://steamcomnmuunity.com,Critical,,2025-12-16 03:12:43 (UTC)
Version 2.8.1,http://www.googp.vercel.app,Low,US,2025-12-16 03:15:08 (UTC)
Site not found · GitHub Pages,http://google-nqls.github.io,Critical,US,2025-12-16 03:15:38 (UTC)
Site not found · GitHub Pages,http://google-ifh.github.io,Critical,US,2025-12-16 03:16:09 (UTC)
Suspected phishing site | Cloudflare,http://buwos.asru7093.workers.dev,Low,,2025-12-16 03:16:39 (UTC)
hykm.info | 522: Connection timed out,http://nba.hykm.info,Critical,,2025-12-16 03:18:49 (UTC)
404 - Quick Tip | Cofense,http://ssl.sharefiles.email,Critical,AU,2025-12-16 03:19:29 (UTC)
com-xrw.com | 521: Web server is down,http://t-mobile.com-xrw.com,Critical,,2025-12-16 03:20:58 (UTC)
fnke.info | 522: Connection timed out,http://gbn.fnke.info,Critical,,2025-12-16 03:22:51 (UTC)
Suspected phishing site | Cloudflare,http://help-ledgr-login-io.pages.dev,Low,,2025-12-16 03:24:41 (UTC)
hykm.info | 522: Connection timed out,http://noc.hykm.info,Critical,,2025-12-16 03:25:45 (UTC)
404 - Quick Tip | Cofense,http://sendfreightinternational.com,Critical,AU,2025-12-16 03:26:22 (UTC)
