IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
51.83.161.87,c2_mythic,443,Critical/Critical,fr,2026-03-01 03:12:23
95.179.191.226,c2_havoc,443,Critical/Critical,nl,2026-02-24 12:49:42
147.93.9.173,c2_havoc,80,Critical/Critical,br,2026-03-05 16:20:08
3.145.11.46,c2_meshagent,80,Critical/Critical,us,2026-03-05 23:08:44
34.95.224.185,c2_mythic,7443,Critical/Critical,br,2026-02-23 10:04:32
109.205.180.199,c2_havoc,443,Critical/Critical,fr,2026-02-24 06:21:18
143.110.217.226,c2_havoc,80,Critical/Critical,ca,2026-02-11 05:48:37
15.204.14.143,c2_havoc,443,Critical/Critical,us,2026-03-05 15:44:32
107.174.47.198,c2_meshagent,443,Critical/Critical,us,2026-03-05 21:29:13
20.125.56.34,c2_havoc,443,Critical/Critical,us,2026-02-18 06:05:19
85.215.221.231,c2_covenant,7443,Critical/Critical,de,2026-02-28 16:20:43
107.189.27.83,c2_havoc,8443,Critical/Critical,nl,2026-02-26 05:39:20
23.88.110.42,c2_posh,8443,Critical/Critical,de,2026-02-27 07:59:51
35.84.68.231,c2_mythic,8443,Critical/Critical,us,2026-03-02 11:33:00
46.235.231.164,c2_mythic,80,Critical/Critical,gb,2026-02-25 03:45:53
3.115.6.114,c2_meshagent,443,Critical/Critical,jp,2026-03-05 21:21:06
1.92.115.217,c2_havoc,80,Critical/Critical,cn,2026-03-03 05:24:15
178.62.18.159,c2_meshagent,80,Critical/Critical,gb,2026-03-05 21:37:10
3.80.100.173,c2_meshagent,80,Critical/Critical,us,2026-03-05 21:44:51
23.141.4.189,c2_meshagent,80,Critical/Critical,hk,2026-03-05 22:48:04
46.62.161.76,c2_mythic,80,Critical/Critical,fi,2026-02-24 13:21:39
46.235.225.189,c2_mythic,443,Critical/Safe,gb,2026-03-02 16:43:06
144.172.95.146,c2_havoc,8443,Critical/Critical,us,2026-02-26 09:11:35
3.130.126.182,c2_meshagent,80,Critical/Critical,us,2026-03-05 23:42:12
4.145.85.68,c2_havoc,4344,Critical/Critical,sg,2026-02-15 20:51:54
150.254.67.84,c2_meshagent,443,Critical/Critical,pl,2026-03-05 21:25:48
35.173.190.86,c2_havoc,443,Critical/Critical,us,2026-02-16 18:28:17
48.217.50.253,c2_mythic,7443,Critical/Critical,us,2026-03-02 08:38:00
44.236.45.143,c2_mythic,80,Critical/Critical,us,2026-03-03 08:13:55
3.108.67.17,c2_havoc,443,Critical/Critical,in,2026-02-27 20:17:46
23.95.218.57,c2_meshagent,80,Critical/Critical,us,2026-03-05 23:41:28
217.154.217.139,c2_havoc,443,Critical/Critical,de,2026-02-28 04:57:31
3.129.196.147,c2_mythic,7443,Critical/Low,us,2026-02-28 11:02:21
98.81.160.180,c2_posh,443,Critical/Critical,us,2026-02-11 15:07:59
47.91.124.11,c2_mythic,80,Critical/Critical,ae,2026-03-05 08:39:31
152.89.176.113,c2_meshagent,443,Critical/Critical,de,2026-03-05 22:05:44
94.237.86.193,c2_havoc,443,Critical/Critical,fi,2026-03-05 07:15:16
23.88.57.154,c2_meshagent,443,Critical/Critical,de,2026-03-05 21:57:46
3.105.232.121,c2_meshagent,80,Critical/Critical,au,2026-03-05 22:45:55
134.209.30.4,c2_havoc,80,Critical/Critical,gb,2026-03-05 07:15:21
3.214.11.74,c2_meshagent,80,Critical/Critical,us,2026-03-05 22:51:09
3.234.65.165,c2_mythic,443,Critical/Critical,us,2026-02-25 13:47:12
46.235.225.138,c2_mythic,80,Critical/Critical,gb,2026-03-03 14:13:32
3.65.13.57,c2_meshagent,80,Critical/Critical,de,2026-03-05 22:13:16
150.136.236.225,c2_meshagent,80,Critical/Critical,us,2026-03-05 21:24:36
3.74.157.98,c2_meshagent,80,Critical/Critical,de,2026-03-05 22:41:43
185.196.10.153,c2_havoc,443,Critical/Critical,gb,2026-03-04 06:11:42
103.27.157.122,c2_havoc,443,Critical/Critical,de,2026-02-27 02:00:13
107.172.3.15,c2_havoc,443,Critical/Critical,us,2026-02-22 22:29:34
3.23.62.138,c2_meshagent,443,Critical/Critical,us,2026-03-05 22:03:09
