IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
45.63.86.203,c2_metasploit,3790,Critical/Critical,us,2026-03-10 15:24:26
78.38.80.242,c2_metasploit,3790,Critical/Critical,ir,2026-03-11 09:58:46
134.209.187.151,c2_meshagent,443,Critical/Critical,gb,2026-03-15 15:55:31
77.92.95.144,c2_metasploit,3790,Critical/Critical,gb,2026-03-11 09:53:12
15.204.95.228,c2_havoc,4343,Critical/Critical,us,2026-03-14 22:15:16
168.245.196.224,c2_meshagent,443,Critical/Critical,es,2026-03-15 15:58:28
51.68.151.94,c2_mythic,80,Critical/Critical,fr,2026-03-14 22:47:49
45.55.182.145,c2_mythic,80,Critical/Critical,us,2026-03-08 08:22:31
89.111.133.213,c2_metasploit,3790,Critical/Critical,ru,2026-03-11 11:17:35
116.203.203.125,c2_meshagent,8443,Critical/Critical,de,2026-03-16 15:38:24
43.240.223.126,c2_metasploit,3790,Critical/Critical,cn,2026-03-10 16:13:44
67.207.69.36,c2_metasploit,3790,Critical/Critical,gb,2026-03-11 09:05:26
20.254.68.218,c2_meshagent,80,Critical/Critical,gb,2026-03-15 16:06:55
18.192.8.246,c2_havoc,443,Critical/Critical,de,2026-02-27 20:17:46
104.248.249.211,c2_havoc,443,Critical/Critical,de,2026-03-11 00:44:53
52.25.98.103,c2_meshagent,443,Critical/Critical,us,2026-03-16 21:58:41
217.154.162.45,c2_havoc,443,Critical/Critical,de,2026-03-15 15:55:32
52.215.62.187,c2_meshagent,443,Low/Safe,ie,2026-03-16 00:23:38
89.168.42.140,c2_havoc,443,Critical/Critical,fr,2026-03-03 00:56:07
46.101.95.235,c2_metasploit,3790,Critical/Critical,gb,2026-03-10 21:06:36
15.204.14.143,c2_havoc,8080,Critical/Critical,us,2026-03-14 02:57:08
188.68.41.59,c2_meshagent,80,Critical/Critical,de,2026-03-15 15:56:56
107.172.3.15,c2_havoc,443,Critical/Critical,us,2026-03-15 09:16:00
45.8.148.165,c2_metasploit,3790,Critical/Critical,de,2026-03-10 16:48:22
35.173.190.86,c2_havoc,443,Critical/Critical,us,2026-02-24 19:27:22
143.198.215.97,c2_havoc,443,Critical/Critical,sg,2026-03-13 20:00:12
45.227.254.4,c2_metasploit,3790,Critical/Critical,pa,2026-03-10 16:35:03
46.240.140.66,c2_metasploit,3790,Critical/Critical,rs,2026-03-10 22:33:20
46.62.161.76,c2_mythic,80,Critical/Critical,fi,2026-03-15 01:55:28
5.199.138.38,c2_mythic,443,Critical/Critical,de,2026-03-14 04:57:28
52.37.1.84,c2_mythic,8443,Critical/Critical,us,2026-03-12 17:03:56
46.235.224.220,c2_mythic,443,Critical/Safe,gb,2026-03-14 16:24:10
51.255.46.245,c2_metasploit,3790,Critical/Critical,fr,2026-03-10 22:27:55
51.195.235.60,c2_meshagent,443,Critical/Critical,fr,2026-03-16 05:21:07
174.129.7.230,c2_meshagent,80,Critical/Critical,us,2026-03-15 15:52:46
88.218.17.218,c2_metasploit,3790,Critical/Critical,nl,2026-03-11 12:13:10
89.58.9.56,c2_metasploit,3790,Critical/Critical,de,2026-03-11 11:15:54
84.51.59.184,c2_metasploit,3790,Critical/Critical,tr,2026-03-11 12:13:12
74.208.147.186,c2_metasploit,3790,Critical/Critical,us,2026-03-11 09:05:26
47.91.124.11,c2_mythic,80,Critical/Critical,ae,2026-03-14 17:50:27
66.85.173.48,c2_metasploit,3790,Critical/Critical,us,2026-03-11 09:05:26
78.159.131.56,c2_metasploit,3790,Critical/Critical,al,2026-03-11 09:40:48
217.154.217.139,c2_havoc,443,Critical/Critical,de,2026-03-15 15:43:03
77.92.95.127,c2_metasploit,3790,Critical/Critical,gb,2026-03-11 10:07:15
34.218.247.220,c2_mythic,80,Critical/Critical,us,2026-03-15 05:16:17
194.69.162.205,c2_havoc,80,Critical/Critical,tr,2026-03-15 06:56:50
85.215.221.231,c2_covenant,7443,Critical/Critical,de,2026-02-28 04:04:20
45.138.16.145,c2_metasploit,3790,Critical/Critical,pl,2026-03-10 15:22:56
74.208.147.163,c2_metasploit,3790,Critical/Critical,us,2026-03-11 07:56:58
174.138.48.186,c2_meshagent,80,Critical/Critical,us,2026-03-15 15:48:08
