IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
45.138.48.85,c2_metasploit,3790,Critical/Critical,de,2026-03-10 10:20:00
137.117.66.189,c2_meshagent,443,Critical/Critical,us,2026-03-26 01:10:27
45.79.198.18,c2_metasploit,3790,Critical/Critical,us,2026-03-10 16:48:22
8.140.50.115,c2_metasploit,3790,Critical/Critical,cn,2026-03-11 09:40:48
217.154.162.45,c2_havoc,443,Critical/Critical,de,2026-03-15 13:12:27
51.161.215.90,c2_meshagent,8086,Critical/Critical,au,2026-03-25 22:55:00
88.99.214.170,c2_metasploit,3790,Critical/Critical,de,2026-03-11 11:15:54
172.105.5.76,c2_meshagent,443,Critical/Critical,ca,2026-03-25 23:50:56
172.245.154.155,c2_havoc,443,Critical/Critical,us,2026-03-12 11:39:37
35.162.188.28,c2_mythic,443,Critical/Critical,us,2026-03-25 19:30:33
45.8.148.165,c2_metasploit,3790,Critical/Critical,de,2026-03-10 16:13:44
74.208.147.186,c2_metasploit,3790,Critical/Critical,us,2026-03-11 09:05:26
20.188.119.195,c2_havoc,443,Critical/Critical,sg,2026-03-15 12:59:42
13.60.26.78,c2_havoc,443,Critical/Critical,se,2026-03-15 15:55:32
46.235.231.164,c2_mythic,80,Critical/Critical,gb,2026-03-14 22:00:33
4.230.24.119,C2,8888,Critical/Critical,kr,2026-03-25 23:40:07
89.58.9.56,c2_metasploit,3790,Critical/Critical,de,2026-03-11 12:36:01
38.147.244.61,c2_mythic,80,Critical/Critical,ca,2026-03-12 23:00:41
142.44.247.41,c2_meshagent,443,Critical/Critical,ca,2026-03-26 00:20:17
23.227.173.144,c2_meshagent,443,Critical/Critical,us,2026-03-25 22:45:24
46.235.225.189,c2_mythic,80,Critical/Safe,gb,2026-03-10 18:35:32
62.84.102.124,c2_metasploit,3790,Critical/Critical,nl,2026-03-11 06:25:32
130.162.255.78,c2_meshagent,443,Critical/Critical,de,2026-03-25 22:45:18
77.246.99.16,c2_metasploit,3790,Critical/Critical,nl,2026-03-11 09:40:48
157.173.96.123,c2_havoc,8443,Critical/Critical,fr,2026-03-09 06:01:43
89.111.133.213,c2_metasploit,3790,Critical/Critical,ru,2026-03-11 12:13:10
38.55.193.188,c2_metasploit,3790,Critical/Critical,us,2026-03-10 15:22:56
20.104.107.19,c2_havoc,80,Critical/Critical,ca,2026-03-15 06:56:50
192.3.140.101,c2_meshagent,443,Critical/Critical,us,2026-03-26 20:35:19
51.81.171.234,c2_havoc,80,Critical/Critical,us,2026-03-12 15:39:54
144.172.95.146,c2_havoc,443,Critical/Critical,us,2026-03-12 03:42:29
20.113.135.43,c2_meshagent,4430,Critical/Critical,de,2026-03-25 23:05:19
46.235.225.138,c2_mythic,80,Critical/Critical,gb,2026-03-15 01:55:28
63.210.148.42,c2_metasploit,3790,Critical/Critical,us,2026-03-11 06:20:00
45.79.207.53,c2_metasploit,3790,Critical/Critical,us,2026-03-10 16:35:03
185.196.10.153,c2_havoc,443,Critical/Critical,gb,2026-03-07 21:52:19
64.255.203.222,c2_metasploit,3790,Critical/Critical,us,2026-03-11 09:05:26
88.99.213.30,c2_metasploit,3790,Critical/Critical,de,2026-03-11 11:35:07
66.85.173.48,c2_metasploit,3790,Critical/Critical,us,2026-03-11 07:39:05
74.208.147.234,c2_metasploit,3790,Critical/Critical,us,2026-03-11 09:05:26
52.200.126.139,c2_mythic,443,Critical/Critical,us,2026-03-15 22:25:57
66.228.49.103,c2_meshagent,8086,Critical/Critical,us,2026-03-27 19:43:31
150.230.136.133,c2_meshagent,8086,Critical/Critical,in,2026-03-26 00:25:13
212.103.26.10,c2_havoc,443,Critical/Critical,fr,2026-03-15 11:07:50
172.234.199.47,c2_meshagent,443,Critical/Critical,us,2026-03-25 23:20:39
77.92.95.143,c2_metasploit,3790,Critical/Critical,gb,2026-03-11 09:40:48
23.227.172.141,c2_meshagent,443,Critical/Critical,us,2026-03-25 22:25:27
45.154.14.198,c2_metasploit,3790,Critical/Critical,hk,2026-03-10 15:24:26
139.99.144.141,c2_mythic,443,Critical/Critical,au,2026-03-16 13:48:34
5.161.41.247,c2_meshagent,8443,Critical/Critical,us,2026-03-27 08:38:42
