IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
139.99.144.141,c2_mythic,443,Critical/Critical,au,2026-03-16 22:36:09
89.111.133.213,c2_metasploit,3790,Critical/Critical,ru,2026-03-11 11:17:35
64.255.203.222,c2_metasploit,3790,Critical/Critical,us,2026-03-11 09:05:26
66.85.173.48,c2_metasploit,3790,Critical/Critical,us,2026-03-11 07:39:05
5.78.64.243,c2_meshagent,443,Critical/Critical,us,2026-03-24 17:55:11
85.215.221.231,c2_covenant,7443,Critical/Critical,de,2026-02-28 04:04:20
77.88.193.133,c2_metasploit,3790,Critical/Critical,ua,2026-03-11 10:12:53
15.204.14.143,c2_havoc,4343,Critical/Critical,us,2026-03-14 22:15:16
137.184.93.131,c2_mythic,8443,Critical/Critical,us,2026-03-23 18:10:02
63.210.148.42,c2_metasploit,3790,Critical/Critical,us,2026-03-10 17:59:25
88.99.143.116,c2_meshagent,443,Critical/Critical,de,2026-03-24 18:16:05
1.92.115.217,c2_havoc,8443,Critical/Critical,cn,2026-03-08 16:52:56
132.145.210.148,c2_mythic,7443,Critical/Critical,us,2026-03-23 20:05:19
77.92.95.144,c2_metasploit,3790,Critical/Critical,gb,2026-03-11 09:40:48
3.108.67.17,c2_havoc,443,Critical/Critical,in,2026-02-27 02:00:13
49.232.236.39,c2_metasploit,3790,Critical/Critical,cn,2026-03-10 17:59:28
157.173.96.123,c2_havoc,443,Critical/Critical,fr,2026-03-11 00:44:53
43.205.82.171,c2_havoc,443,Critical/Critical,in,2026-03-13 20:00:12
3.141.20.153,c2_havoc,443,Critical/Critical,us,2026-03-15 12:59:42
118.69.43.252,c2_meshagent,443,Critical/Critical,vn,2026-03-24 20:20:47
18.136.89.126,c2_meshagent,4430,Critical/Critical,sg,2026-03-24 18:54:56
47.251.242.244,c2_mythic,80,Critical/Critical,us,2026-03-14 22:47:49
150.230.136.133,c2_meshagent,443,Critical/Critical,in,2026-03-24 18:55:03
107.172.3.15,c2_havoc,443,Critical/Critical,us,2026-03-15 13:12:27
46.235.231.164,c2_mythic,80,Critical/Critical,gb,2026-03-15 05:16:17
74.208.147.203,c2_metasploit,3790,Critical/Critical,us,2026-03-11 09:05:26
46.235.225.138,c2_mythic,80,Critical/Critical,gb,2026-03-14 22:00:33
57.129.62.39,c2_mythic,443,Critical/Critical,de,2026-03-23 09:13:46
13.51.178.252,c2_havoc,443,Critical/Critical,se,2026-03-12 03:42:29
88.99.189.146,c2_meshagent,443,Critical/Critical,de,2026-03-24 18:10:18
173.212.222.49,c2_covenant,7443,Critical/Critical,fr,2026-02-28 16:20:43
129.154.199.220,c2_meshagent,443,Critical/Critical,kr,2026-03-24 18:50:22
13.60.26.78,c2_havoc,443,Critical/Critical,se,2026-03-15 13:04:54
51.195.235.60,c2_meshagent,443,Critical/Critical,fr,2026-03-24 20:20:07
162.19.135.137,c2_meshagent,443,Critical/Critical,fr,2026-03-24 18:16:12
118.69.35.0,c2_meshagent,443,Critical/Critical,vn,2026-03-24 19:55:12
23.20.191.130,c2_mythic,443,Critical/Critical,us,2026-03-24 00:40:28
45.138.16.145,c2_metasploit,3790,Critical/Critical,pl,2026-03-10 16:13:44
103.27.157.122,c2_havoc,4432,Critical/Critical,de,2026-03-03 00:33:48
50.116.8.56,c2_meshagent,8086,Critical/Critical,us,2026-03-24 18:30:00
35.238.61.25,c2_mythic,80,Critical/Critical,us,2026-03-14 05:27:20
217.154.162.45,c2_havoc,443,Critical/Critical,de,2026-03-15 11:07:50
45.79.198.18,c2_metasploit,3790,Critical/Critical,us,2026-03-10 16:48:22
107.189.27.83,c2_havoc,443,Critical/Critical,nl,2026-03-12 11:39:37
194.69.162.205,c2_havoc,443,Critical/Critical,tr,2026-03-15 15:43:03
78.159.131.56,c2_metasploit,3790,Critical/Critical,al,2026-03-11 09:40:48
15.235.4.94,c2_meshagent,443,Critical/Critical,ca,2026-03-24 19:45:16
79.143.87.222,c2_metasploit,3790,Critical/Critical,ir,2026-03-11 09:40:48
34.81.189.83,c2_havoc,443,Critical/Critical,tw,2026-03-03 00:56:07
45.33.69.105,c2_meshagent,443,Critical/Critical,us,2026-03-24 17:30:15
