IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
45.55.107.254,c2_mythic,80,Low/Critical,us,2024-12-18 00:29:10
95.216.55.149,c2_metasploit,3790,Critical/Critical,fi,2024-12-12 21:38:09
45.14.226.198,c2_havoc,8443,Moderate/Critical,nl,2024-12-16 22:59:16
87.120.113.94,c2_metasploit,3790,Safe/Critical,bg,2024-12-12 20:42:53
135.181.201.168,c2_meshagent,80,Safe/Critical,fi,2024-12-18 00:38:55
135.181.105.168,c2_meshagent,443,Moderate/Critical,fi,2024-12-18 00:40:40
135.148.26.67,c2_meshagent,80,Safe/Critical,us,2024-12-18 00:41:10
45.12.237.142,c2_meshagent,443,Safe/Critical,ru,2024-12-18 00:49:56
68.183.19.125,c2_mythic,80,Critical/Critical,us,2024-12-18 01:23:39
104.198.172.133,c2_mythic,443,Low/Critical,us,2024-12-17 09:06:05
80.78.26.81,c2_havoc,443,Safe/Critical,se,2024-12-17 17:54:14
103.152.254.139,c2_havoc,443,Moderate/Critical,pk,2024-12-14 07:00:57
176.111.174.138,c2_posh,443,Safe/Critical,ru,2024-12-11 11:10:32
45.33.116.110,c2_covenant,7443,Low/Critical,us,2024-12-06 17:31:43
87.7.234.122,c2_meshagent,80,Safe/Critical,it,2024-12-18 01:31:48
88.80.150.178,c2_meshagent,80,Low/Critical,bg,2024-12-18 00:43:44
195.20.133.87,c2_meshagent,443,Safe/Critical,de,2024-12-18 01:13:31
87.127.46.49,c2_meshagent,443,Safe/Critical,gb,2024-12-18 01:21:42
89.58.9.56,c2_metasploit,3790,Safe/Critical,de,2024-12-12 20:45:42
213.252.232.209,c2_havoc,80,Safe/Critical,lt,2024-12-17 16:41:16
135.148.120.191,c2_meshagent,443,Safe/Critical,us,2024-12-18 00:35:22
77.221.152.198,c2_metasploit,3790,Safe/Critical,fr,2024-12-12 19:55:09
104.131.99.53,c2_mythic,80,Critical/Critical,us,2024-12-17 10:05:57
54.175.31.82,c2_mythic,80,Low/Critical,us,2024-12-17 16:13:09
138.197.105.230,c2_havoc,443,Critical/Critical,us,2024-12-16 22:12:42
88.99.143.116,c2_meshagent,443,Low/Critical,de,2024-12-18 01:03:17
87.106.115.60,c2_meshagent,443,Moderate/Critical,de,2024-12-18 02:28:45
82.208.21.255,c2_metasploit,3790,Critical/Critical,de,2024-12-12 19:46:00
79.110.62.36,c2_metasploit,3790,Low/Critical,bg,2024-12-12 19:46:03
66.115.138.116,c2_mythic,80,Critical/Critical,us,2024-12-17 19:43:41
63.210.148.42,c2_metasploit,3790,Critical/Critical,us,2024-12-12 18:26:27
98.142.95.254,c2_metasploit,443,Safe/Critical,us,2024-12-16 20:58:57
4.248.11.186,c2_havoc,80,Low/Critical,ca,2024-12-16 18:15:10
88.218.17.218,c2_metasploit,3790,Safe/Critical,nl,2024-12-12 20:42:57
45.125.67.73,c2_havoc,443,Safe/Critical,hk,2024-12-17 03:56:46
85.10.203.233,c2_meshagent,80,Safe/Critical,de,2024-12-18 00:50:39
192.210.226.110,c2_metasploit,8080,Safe/Critical,us,2024-12-17 19:40:30
34.81.132.39,c2_metasploit,443,Low/Critical,tw,2024-12-14 11:24:05
212.87.213.118,c2_mythic,80,Safe/Critical,de,2024-12-17 09:09:16
178.215.224.174,c2_havoc,443,Safe/Critical,bg,2024-12-16 11:26:50
85.208.86.246,c2_metasploit,3790,Critical/Critical,ru,2024-12-12 20:42:51
37.120.162.212,c2_mythic,80,Critical/Critical,de,2024-12-17 19:06:25
62.68.75.16,c2_havoc,443,Low/Critical,de,2024-12-17 09:23:15
86.110.82.138,c2_meshagent,80,Safe/Critical,de,2024-12-18 01:10:03
107.178.101.250,c2_covenant,7443,Critical/Critical,us,2024-11-20 16:57:25
47.251.70.97,c2_havoc,443,Moderate/Critical,us,2024-12-17 08:31:25
172.208.106.5,c2_havoc,443,Low/Critical,us,2024-12-14 12:11:23
158.69.54.27,c2_mythic,80,Critical/Critical,ca,2024-12-17 10:22:26
185.229.224.244,c2_covenant,443,Safe/Critical,nl,2024-12-17 02:40:57
81.169.203.77,c2_mythic,80,Critical/Critical,de,2024-12-17 13:50:33
