IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
46.101.95.235,c2_metasploit,3790,Critical/Critical,gb,2025-11-08 12:21:25
172.176.143.151,c2_meshagent,443,Critical/Critical,us,2025-11-25 21:04:36
144.217.75.7,c2_mythic,80,Critical/Critical,ca,2025-11-25 18:57:08
185.79.240.246,c2_meshagent,443,Critical/Critical,pl,2025-11-25 21:03:27
92.222.241.75,c2_metasploit,3790,Critical/Critical,fr,2025-11-09 02:00:55
86.54.42.94,c2_havoc,80,Critical/Critical,sc,2025-11-25 06:37:04
64.255.203.222,c2_metasploit,3790,Critical/Critical,us,2025-11-08 14:41:49
13.216.130.82,c2_havoc,443,Critical/Critical,us,2025-11-24 14:53:01
3.8.23.180,c2_havoc,443,Critical/Critical,gb,2025-11-16 19:42:08
77.92.95.144,c2_metasploit,3790,Critical/Critical,gb,2025-11-08 20:51:50
46.50.168.39,c2_meshagent,443,Critical/Critical,ru,2025-11-25 21:06:44
195.209.210.34,c2_havoc,443,Critical/Critical,ru,2025-11-08 03:16:54
34.194.177.198,c2_mythic,443,Critical/Critical,us,2025-11-25 20:14:25
68.183.183.150,c2_havoc,443,Critical/Critical,sg,2025-11-17 07:35:17
185.130.249.106,c2_meshagent,443,Critical/Critical,ru,2025-11-25 21:47:45
174.138.41.37,c2_mythic,80,Critical/Critical,us,2025-11-25 16:37:12
46.235.231.164,c2_mythic,443,Critical/Critical,gb,2025-11-25 21:35:36
46.32.184.242,c2_meshagent,443,Critical/Critical,lv,2025-11-25 21:03:03
185.122.171.13,c2_meshagent,443,Critical/Critical,nl,2025-11-25 21:20:45
38.55.193.188,c2_metasploit,3790,Critical/Critical,us,2025-11-08 06:32:35
35.212.12.44,c2_meshagent,80,Critical/Critical,us,2025-11-25 21:17:06
45.63.86.203,c2_metasploit,3790,Critical/Critical,us,2025-11-08 04:46:21
185.185.71.136,c2_meshagent,443,Critical/Critical,ru,2025-11-25 21:24:06
208.86.67.111,c2_mythic,443,Critical/Critical,us,2025-11-25 18:34:28
179.145.48.152,c2_havoc,443,Critical/Critical,br,2025-11-15 17:03:13
45.155.126.134,c2_metasploit,3790,Critical/Critical,bg,2025-11-08 06:46:35
149.28.253.115,c2_meshagent,443,Critical/Critical,us,2025-11-25 21:02:49
172.167.163.14,c2_havoc,443,Critical/Critical,gb,2025-11-21 17:26:12
185.233.40.88,c2_mythic,443,Critical/Critical,ua,2025-11-25 21:03:03
35.203.9.171,c2_meshagent,443,Critical/Critical,ca,2025-11-25 21:40:54
35.229.155.189,c2_meshagent,443,Critical/Critical,tw,2025-11-25 21:57:25
3.133.118.157,c2_posh,443,Critical/Critical,us,2025-11-23 07:46:39
54.176.66.101,c2_covenant,7443,Critical/Critical,us,2025-10-30 19:29:52
150.136.101.139,c2_mythic,80,Critical/Critical,us,2025-11-25 17:32:28
149.102.148.193,c2_mythic,443,Critical/Critical,gb,2025-11-25 21:09:40
83.243.64.180,c2_metasploit,3790,Critical/Critical,ru,2025-11-08 22:54:32
35.181.65.155,c2_meshagent,443,Critical/Critical,fr,2025-11-25 21:25:26
150.136.180.112,c2_mythic,443,Critical/Critical,us,2025-11-25 17:37:47
45.227.254.4,c2_metasploit,3790,Critical/Critical,pa,2025-11-08 10:45:33
209.74.87.113,c2_mythic,443,Critical/Critical,us,2025-11-25 18:59:47
49.12.224.107,c2_metasploit,3790,Critical/Critical,de,2025-11-08 08:45:08
185.241.208.141,c2_meshagent,443,Critical/Critical,pl,2025-11-25 21:48:57
44.244.204.235,c2_havoc,443,Critical/Critical,us,2025-11-25 10:19:04
3.141.192.174,c2_posh,443,Critical/Critical,us,2025-11-23 09:20:50
3.129.22.86,c2_posh,443,Critical/Critical,us,2025-11-23 11:15:09
185.124.9.93,c2_mythic,443,Critical/Critical,ua,2025-11-25 21:32:27
185.196.11.90,c2_havoc,443,Critical/Critical,ch,2025-11-08 10:34:26
46.62.161.76,c2_mythic,80,Critical/Critical,fi,2025-11-25 19:02:13
178.62.48.123,c2_havoc,443,Critical/Critical,gb,2025-11-18 23:43:22
15.235.4.94,c2_meshagent,443,Critical/Critical,ca,2025-11-25 21:06:45
