IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
211.24.110.48,c2_meshagent,443,Critical/Critical,my,2026-03-18 07:35:59
49.232.236.39,c2_metasploit,3790,Critical/Critical,cn,2026-03-10 22:27:55
147.93.9.173,c2_havoc,443,Critical/Critical,br,2026-03-12 16:15:45
45.116.104.104,c2_mythic,7443,Critical/Critical,nl,2026-02-27 12:51:06
35.238.61.25,c2_mythic,80,Critical/Critical,us,2026-03-10 23:38:15
202.179.141.71,c2_meshagent,443,Critical/Critical,nz,2026-03-18 14:28:45
89.58.40.80,c2_metasploit,3790,Critical/Critical,de,2026-03-11 12:36:01
46.235.231.164,c2_mythic,80,Critical/Critical,gb,2026-03-14 20:00:52
143.198.215.97,c2_havoc,443,Critical/Critical,sg,2026-03-14 15:56:44
3.85.107.177,c2_havoc,443,Critical/Critical,us,2026-02-27 02:00:13
50.116.26.208,c2_mythic,443,Critical/Critical,us,2026-03-18 17:04:46
47.129.202.153,c2_mythic,443,Critical/Critical,sg,2026-03-15 22:25:57
194.69.162.205,c2_havoc,443,Critical/Critical,tr,2026-03-15 12:59:42
217.154.162.45,c2_havoc,443,Critical/Critical,de,2026-03-15 15:43:03
89.58.9.56,c2_metasploit,3790,Critical/Critical,de,2026-03-11 12:13:12
115.73.210.221,c2_meshagent,443,Critical/Critical,vn,2026-03-18 13:29:37
63.210.148.42,c2_metasploit,3790,Critical/Critical,us,2026-03-11 06:25:32
52.3.8.179,c2_metasploit,3790,Critical/Critical,us,2026-03-10 17:59:25
34.212.47.245,c2_mythic,7443,Critical/Critical,us,2026-02-25 16:43:15
168.245.196.225,c2_meshagent,8445,Critical/Critical,es,2026-03-18 07:26:46
163.47.143.131,c2_meshagent,8086,Critical/Critical,in,2026-03-18 16:13:24
45.8.148.165,c2_metasploit,3790,Critical/Critical,de,2026-03-10 16:48:22
194.135.20.24,c2_havoc,8443,Critical/Critical,nl,2026-02-26 05:39:20
168.245.196.224,c2_meshagent,8445,Critical/Critical,es,2026-03-18 07:26:46
206.189.213.116,c2_havoc,8080,Critical/Critical,us,2026-02-23 10:25:13
20.196.147.118,c2_meshagent,443,Critical/Critical,kr,2026-03-18 21:15:50
175.143.53.83,c2_meshagent,8443,Critical/Critical,my,2026-03-18 16:37:28
192.3.81.196,c2_meshagent,443,Critical/Critical,us,2026-03-18 07:14:39
45.32.140.174,c2_mythic,80,Critical/Critical,us,2026-03-11 16:23:02
88.99.213.30,c2_metasploit,3790,Critical/Critical,de,2026-03-11 12:13:10
20.199.67.52,c2_covenant,7443,Critical/Critical,fr,2026-02-28 05:57:59
35.84.68.231,c2_mythic,80,Critical/Critical,us,2026-03-04 10:57:39
134.185.112.189,c2_meshagent,443,Critical/Critical,kr,2026-03-18 06:57:29
212.103.26.10,c2_havoc,443,Critical/Critical,fr,2026-03-15 13:04:54
137.184.179.194,c2_meshagent,8443,Critical/Critical,us,2026-03-18 16:37:28
52.52.170.109,c2_meshagent,443,Critical/Critical,us,2026-03-19 04:19:38
23.88.110.42,c2_posh,8443,Critical/Critical,de,2026-03-09 19:06:20
173.212.222.49,c2_covenant,7443,Critical/Critical,fr,2026-02-28 16:20:43
185.229.119.241,c2_havoc,4343,Critical/Critical,fr,2026-03-14 22:15:16
46.235.225.189,c2_mythic,80,Critical/Safe,gb,2026-03-14 18:17:37
92.204.51.218,C2,8888,Critical/Critical,fr,2026-03-18 17:54:36
89.111.133.213,c2_metasploit,3790,Critical/Critical,ru,2026-03-11 11:15:54
88.218.17.218,c2_metasploit,3790,Critical/Critical,nl,2026-03-11 11:17:35
15.204.95.228,c2_havoc,8080,Critical/Critical,us,2026-03-14 02:57:08
3.140.254.73,c2_havoc,443,Critical/Critical,us,2026-02-24 06:21:18
151.26.102.67,c2_havoc,8443,Critical/Critical,it,2026-03-09 06:01:43
89.168.42.140,c2_havoc,4432,Critical/Critical,fr,2026-03-03 00:33:48
35.173.190.86,c2_havoc,443,Critical/Critical,us,2026-02-22 22:29:34
63.176.49.53,c2_meshagent,8443,Critical/Critical,de,2026-03-18 10:29:37
78.159.131.56,c2_metasploit,3790,Critical/Critical,al,2026-03-11 09:40:48
