IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
54.164.113.46,c2_mythic,443,Critical/Critical,us,2024-12-16 07:57:29
64.23.247.254,c2_mythic,80,Low/Critical,us,2024-12-16 10:11:15
51.222.122.188,c2_meshagent,5443,Safe/Critical,ca,2024-12-16 13:40:10
82.156.127.143,c2_havoc,443,Low/Critical,cn,2024-12-15 16:40:56
5.196.65.91,c2_mythic,80,Critical/Critical,fr,2024-12-16 10:42:33
161.35.239.147,c2_havoc,443,Low/Critical,us,2024-12-14 06:48:38
87.139.54.172,c2_meshagent,443,Moderate/Critical,de,2024-12-16 14:37:35
107.161.22.118,c2_mythic,443,Critical/Critical,us,2024-12-16 05:38:12
77.92.95.144,c2_metasploit,3790,Critical/Critical,gb,2024-12-12 19:46:00
45.89.126.26,c2_havoc,443,Critical/Critical,de,2024-12-15 20:51:52
217.160.52.11,c2_meshagent,443,Safe/Critical,de,2024-12-16 14:13:06
3.81.124.194,c2_havoc,443,Low/Critical,us,2024-12-13 14:01:59
78.38.80.242,c2_metasploit,3790,Critical/Critical,ir,2024-12-12 19:55:11
163.172.234.8,c2_havoc,443,Safe/Critical,fr,2024-12-16 06:54:31
38.180.100.224,c2_meshagent,80,Safe/Critical,rs,2024-12-16 14:25:31
51.92.27.60,c2_meshagent,443,Safe/Critical,es,2024-12-16 14:53:48
87.229.94.231,c2_metasploit,3790,Critical/Critical,hu,2024-12-12 20:36:31
89.111.133.213,c2_metasploit,3790,Safe/Critical,ru,2024-12-12 20:42:59
35.209.186.251,c2_mythic,443,Critical/Safe,us,2024-12-16 07:32:49
4.175.197.154,c2_havoc,443,Low/Critical,nl,2024-12-15 15:13:01
77.105.161.192,c2_havoc,443,Moderate/Critical,de,2024-12-15 17:11:49
66.85.173.48,c2_metasploit,3790,Critical/Critical,us,2024-12-12 17:14:51
51.124.242.174,c2_meshagent,443,Low/Critical,nl,2024-12-16 14:12:48
45.94.209.210,c2_havoc,443,Critical/Critical,de,2024-12-15 04:16:32
65.0.236.193,c2_metasploit,3790,Low/Critical,in,2024-12-12 19:36:03
98.85.170.57,c2_meshagent,443,Safe/Critical,us,2024-12-16 13:51:19
88.99.214.170,c2_metasploit,3790,Dangerous/Critical,de,2024-12-12 20:45:42
74.48.125.18,c2_metasploit,3790,Safe/Critical,us,2024-12-12 19:52:22
51.195.90.74,c2_meshagent,443,Low/Critical,us,2024-12-16 13:59:59
46.235.231.164,c2_mythic,443,Safe/Critical,gb,2024-12-16 07:09:12
97.74.94.45,c2_metasploit,3790,Moderate/Critical,us,2024-12-12 21:31:32
72.11.148.153,c2_metasploit,3790,Safe/Critical,us,2024-12-12 18:22:07
147.93.130.19,c2_havoc,443,Critical/Critical,be,2024-12-14 07:00:57
51.178.27.146,c2_meshagent,443,Safe/Critical,fr,2024-12-16 14:51:41
77.105.161.202,c2_havoc,443,Moderate/Critical,de,2024-12-15 08:04:16
92.51.2.17,c2_metasploit,3790,Critical/Critical,ru,2024-12-13 16:03:53
3.136.231.230,c2_havoc,80,Low/Critical,us,2024-12-13 21:33:01
150.136.25.249,c2_mythic,80,Low/Critical,us,2024-12-16 04:15:22
134.209.187.151,c2_meshagent,443,Low/Critical,gb,2024-12-16 13:51:52
150.136.90.238,c2_covenant,7443,Critical/Critical,us,2024-12-06 00:04:25
159.203.180.92,c2_mythic,443,Low/Critical,us,2024-12-16 03:03:46
54.179.145.170,c2_havoc,443,Low/Critical,sg,2024-12-14 19:31:15
18.220.95.23,c2_havoc,443,Low/Critical,us,2024-12-13 17:30:33
94.156.177.244,c2_metasploit,80,Safe/Critical,bg,2024-12-13 05:31:48
62.171.176.24,c2_metasploit,3790,Critical/Critical,de,2024-12-12 17:14:51
82.180.146.166,c2_metasploit,3790,Critical/Critical,in,2024-12-12 20:16:35
54.254.91.191,c2_metasploit,3790,Critical/Critical,sg,2024-12-12 18:26:27
217.160.126.177,c2_meshagent,5443,Safe/Critical,de,2024-12-16 13:41:06
34.200.162.188,c2_mythic,443,Low/Critical,us,2024-12-16 02:34:52
13.36.144.221,c2_covenant,7443,Low/Critical,fr,2024-12-06 03:03:58
