title,domain,score,country_code,reg_dtime
Welcome to nginx!,http://emiratespost.mailed.top,Critical,,2026-03-11 02:20:56 (UTC)
네이버 : 로그인,http://wp-windowf9.vercel.app,Low,US,2026-03-11 02:22:26 (UTC)
네이버 : 로그인,http://www.wordprsss.vercel.app,Low,US,2026-03-11 02:23:08 (UTC)
블로그를 찾을 수 없습니다.,http://shopeeid215.blogspot.com,Low,US,2026-03-11 02:23:46 (UTC)
My Blog – My WordPress Blog,http://ppa.selfip.net,Low,BR,2026-03-11 02:26:33 (UTC)
Suspected phishing site | Cloudflare,http://home-exo-w-en.pages.dev,Low,,2026-03-11 02:27:29 (UTC)
Deployment Unavailable,http://phantom-wallat-extantion-rho.vercel.app,Low,US,2026-03-11 02:28:07 (UTC)
네이버 : 로그인,http://nave-r33121-1c2a.vercel.app,Low,US,2026-03-11 02:28:47 (UTC)
Site Not Found | Framer,http://best-connection-507763.framer.app,Low,NL,2026-03-11 02:29:20 (UTC)
Website Not Found - Bolt,http://onedrivelmcro-sharedpointers2026.bolt.host,Low,,2026-03-11 02:29:56 (UTC)
Ecount WebMail - Login,http://ecountt.vercel.app,Low,US,2026-03-11 02:30:27 (UTC)
Index of /,http://posicon.com.br,Critical,US,2026-03-11 02:31:04 (UTC)
Suspected phishing site | Cloudflare,http://keepalive.update-defender.workers.dev,Low,,2026-03-11 02:31:34 (UTC)
Site not found · GitHub Pages,http://anjum-mansoori.github.io,Low,US,2026-03-11 02:32:57 (UTC)
shopee,http://shopee2449.blogspot.com,Low,US,2026-03-11 02:34:25 (UTC)
"One moment, please...",http://informativadkb.sviluppo.host,Low,IT,2026-03-11 02:35:19 (UTC)
네이버 : 로그인,http://wordprsss.vercel.app,Low,US,2026-03-11 02:36:50 (UTC)
Run this app to see the results here.,http://8da87598-ea8a-4cb9-8e4b-985045c9e6ea-00-22kfspdv1yj1.riker.replit.dev,Low,US,2026-03-11 02:37:31 (UTC)
Secure Support — Contact Us,http://pkobp.mesavvoodltd.com,Critical,DE,2026-03-11 02:39:22 (UTC)
Default Web Site Page,http://151-242-2-118.cprapid.com,Low,IR,2026-03-11 02:40:32 (UTC)
404: This page could not be found.,http://exoduswallett.created.app,Critical,US,2026-03-11 02:43:19 (UTC)
Site not found,http://fgdjlr32r-fgztex91-jx7df.netlify.app,Low,SG,2026-03-11 02:44:06 (UTC)
Sophos – Security awareness training,http://online-statements.site,Safe,IE,2026-03-11 02:46:03 (UTC)
Webmail,http://bafybeieslyppdjfmmprcwy5x5q26aldivv27cnabjkzelit57mm2a3ems4.ipfs.infura-ipfs.io,Low,US,2026-03-11 02:47:45 (UTC)
Avia Solutions Group – the world’s largest ACMI provider | AviaSG,http://policy-changes.onmicrosoft.aviasg.co,Safe,LT,2026-03-11 02:48:41 (UTC)
"One moment, please...",http://galabet.turkiyegiris.icu,Critical,,2026-03-11 02:49:28 (UTC)
Deployment Unavailable,http://securedocumentonline.vercel.app,Low,US,2026-03-11 02:50:51 (UTC)
,http://gamesforhope.com,Safe,SG,2026-03-11 02:52:29 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegrolokalnie.pl-oferta3648896.cfd,Low,,2026-03-11 02:54:06 (UTC)
Webmail,http://bafybeid6wkyhpgyjxckfn3mok2y6qqmbj62bcbra46cex33tlllv66onqu.ipfs.infura-ipfs.io,Low,US,2026-03-11 02:55:48 (UTC)
403 Forbidden,http://dokommo.jeffcarey.shop,Critical,NL,2026-03-11 02:56:28 (UTC)
Meta Security - Page Appeal,http://manage-cyan.vercel.app,Low,US,2026-03-11 02:58:50 (UTC)
"PancakeSwap Finance: Swap, Earn, and Grow in DeFi",http://app-pancakeswap.to,Critical,DE,2026-03-11 02:59:30 (UTC)
Verifying Browser | EggyWall,http://link-url.cc,Critical,LT,2026-03-11 03:00:11 (UTC)
BankID,http://info-signere-digitilsynet.com,Critical,RU,2026-03-11 03:19:38 (UTC)
Deployment Unavailable,http://www.process-centre-exudos.vercel.app,Low,US,2026-03-11 03:02:27 (UTC)
Vercel Security Checkpoint,http://www.manage-cyan.vercel.app,Low,US,2026-03-11 03:03:07 (UTC)
WEBHOSTING - Bulletproof Infrastructure,http://sagefunscreen.mypi.co,Low,DE,2026-03-11 03:03:50 (UTC)
Website Takedown Notice - Lovable Trust & Safety,http://credito-pichinchaecuador1.lovable.app,Low,SE,2026-03-11 03:05:13 (UTC)
Site Not Found | Framer,http://intranet-logln.framer.website,Low,UA,2026-03-11 03:05:46 (UTC)
allegrolokalnie.pl,http://allegrolokalnie.y749.cyou,Low,,2026-03-11 03:06:18 (UTC)
Site Not Found | Framer,http://orange-popover-479981.framer.app,Low,UA,2026-03-11 03:07:36 (UTC)
Password Protection,http://neon-biscochitos-b2f325.netlify.app,Low,SG,2026-03-11 03:08:15 (UTC)
Site not found,http://mellow-flan-bc2653.netlify.app,Low,SG,2026-03-11 03:08:50 (UTC)
