title,domain,score,country_code,reg_dtime
starting-install,http://starting-install.ghost.io,Low,KR,2026-03-02 02:20:33 (UTC)
,http://allegrolokalnie.net-aukcja-nr-235040676654.sbs,Critical,,2026-03-02 02:21:11 (UTC)
WordPress › Error,http://bdslocksmiths.com.au,Critical,US,2026-03-02 02:22:35 (UTC)
Plesk Obsidian 18.0.74,http://krenqlwb.com,Critical,PK,2026-03-02 02:24:14 (UTC)
Instagram,http://enlacedirectointagram.blogspot.com,Low,US,2026-03-02 02:25:38 (UTC)
Suspected phishing site | Cloudflare,http://trozr-waf9dsf.bawi00.workers.dev,Low,,2026-03-02 02:26:04 (UTC)
Plesk Obsidian 18.0.74,http://aikjfrl.com,Critical,PK,2026-03-02 02:28:09 (UTC)
Pedágio Digital,http://flowpedagioonline.vercel.app,Low,US,2026-03-02 02:29:38 (UTC)
WhatsApp 网页版 - 电脑端即时聊天,http://web-whatsapp.cn-zh.hl.cn,Critical,ZA,2026-03-02 02:30:35 (UTC)
wellcome,http://fptoz3z3.top,Critical,US,2026-03-02 02:32:25 (UTC)
Bancolombia Sucursal Virtual Personas,http://bancolombia.zeabur.app,Low,US,2026-03-02 02:33:52 (UTC)
gov-acax.vip | 520: Web server is returning an unknown error,http://cagov.gov-acax.vip,Critical,,2026-03-02 02:34:34 (UTC)
404 Error: Page Not Found | Wix.com,http://meingmx1.wixsite.com,Low,US,2026-03-02 02:36:03 (UTC)
whatsapp网页版,http://whatsapp-web.bj.cn,Critical,ZA,2026-03-02 02:37:49 (UTC)
,http://allegro-lokalnie.y349y439y3490.cyou,Critical,,2026-03-02 02:39:23 (UTC)
sfr-la-fidelite.live | 522: Connection timed out,http://sfr-la-fidelite.live,Critical,,2026-03-02 02:40:55 (UTC)
,http://steamcommnuiity.com,Critical,,2026-03-02 02:42:43 (UTC)
introu,http://get-intro.ghost.io,Low,KR,2026-03-02 02:44:07 (UTC)
maval,http://global-project.ghost.io,Low,KR,2026-03-02 02:44:45 (UTC)
learnpageintro,http://learnpage-intro.ghost.io,Low,KR,2026-03-02 02:45:17 (UTC)
Suspected phishing site | Cloudflare,http://allegrolokalnie.pl-52x.cfd,Critical,,2026-03-02 02:45:51 (UTC)
Suspected phishing site | Cloudflare,http://allegrolokalnie.23857235.sbs,Critical,,2026-03-02 02:47:19 (UTC)
Transfer Trust Wallet,http://send-usd.netlify.app,Low,SG,2026-03-02 02:48:41 (UTC)
WhatsApp 網頁版,http://whatsapp-web.sc.cn,Critical,ZA,2026-03-02 02:49:33 (UTC)
facebook,http://register-facebook.blogspot.com,Low,US,2026-03-02 02:50:55 (UTC)
Site not found · GitHub Pages,http://onur156.github.io,Low,US,2026-03-02 02:52:24 (UTC)
404 Not Found,http://allegro.34012.cyou,Critical,,2026-03-02 02:53:01 (UTC)
Suspected phishing site | Cloudflare,http://d4rfg.pages.dev,Low,,2026-03-02 02:54:26 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegrolokalnie.pl-cahshsbb827363839ogloszenie103663912.sbs,Low,,2026-03-02 02:55:24 (UTC)
Site not found · GitHub Pages,http://nomelimpfeiraokase.github.io,Low,US,2026-03-02 02:56:10 (UTC)
Site not found · GitHub Pages,http://tdeepti548.github.io,Low,US,2026-03-02 02:56:52 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegrolokalnie.pl-oferta-id-133457-kategorie-id-192876.cfd,Low,,2026-03-02 02:57:43 (UTC)
,http://allegrolokalnie.oferta542645.click,Critical,,2026-03-02 02:59:29 (UTC)
wellcome,http://g6urmf4.top,Critical,US,2026-03-02 03:00:07 (UTC)
404 Not Found,http://allegro-lokalnie.pl-32894.cfd,Critical,,2026-03-02 03:01:36 (UTC)
Suspected phishing site | Cloudflare,http://members1002.partner-invite-business.com,Critical,,2026-03-02 03:03:02 (UTC)
Suspected phishing site | Cloudflare,http://us-exodusweb3-eaq.pages.dev,Low,,2026-03-02 03:04:34 (UTC)
Site not found · GitHub Pages,http://mdrauf.github.io,Low,US,2026-03-02 03:05:29 (UTC)
"One moment, please...",http://www-produbanonline-del-ecuador.hstn.me,Safe,GB,2026-03-02 03:06:10 (UTC)
Outlook Verification,http://validationsofsecurity2025.zya.me,Low,GB,2026-03-02 03:06:52 (UTC)
Domain error,http://edge-started.ghost.io,Low,KR,2026-03-02 03:07:19 (UTC)
Pedágio Digital,http://www.flowpedagioonline.vercel.app,Low,US,2026-03-02 03:07:56 (UTC)
Suspected phishing site | Cloudflare,http://ldrsafdsk.vanniaf25.workers.dev,Low,,2026-03-02 03:08:31 (UTC)
Site not found · GitHub Pages,http://ihtasham-beep.github.io,Low,US,2026-03-02 03:09:58 (UTC)
,http://allegro-lokalnie.ofeg-0239t9.sbs,Critical,,2026-03-02 03:12:47 (UTC)
Suspected phishing site | Cloudflare,http://dcbdbc06.nwconn.pages.dev,Low,,2026-03-02 03:14:08 (UTC)
Site not found · GitHub Pages,http://harshit002212334555.github.io,Low,US,2026-03-02 03:14:40 (UTC)
Suspected phishing site | Cloudflare,http://usa-exodusweb3.pages.dev,Low,,2026-03-02 03:15:10 (UTC)
Suspected phishing site | Cloudflare,http://trozr-s7ds.vanniaf25.workers.dev,Low,,2026-03-02 03:15:41 (UTC)
Privspeed Bulletproof Plesk,http://tihpyxninxdxaxefsxedwn.duckdns.org,Low,IR,2026-03-02 03:17:13 (UTC)
DANA - Apa pun transaksinya selalu ada DANA,http://danaaterpendiing.resmi-bkdd3.my.id,Critical,,2026-03-02 03:19:15 (UTC)
,http://id592807.click,Critical,,2026-03-02 03:20:44 (UTC)
