title,domain,score,country_code,reg_dtime
,http://allegro.394534g34g-3.cyou,Critical,,2026-03-13 02:20:36 (UTC)
,http://allegro.pl-id738283929.sbs,Critical,,2026-03-13 02:22:02 (UTC)
Suspected phishing site | Cloudflare,http://navietkoreeark-rqpfuaeubyuebrzkeoecfxqt.pages.dev,Low,,2026-03-13 02:22:31 (UTC)
Deployment Unavailable,http://www.giddyddev.vercel.app,Low,US,2026-03-13 02:23:03 (UTC)
Document Preview,http://mia-bijouxqc.web.app,Low,US,2026-03-13 02:23:33 (UTC)
Site not found,http://silly-jelly-a6cd17.netlify.app,Low,SG,2026-03-13 02:24:06 (UTC)
Sign in to Xfinity,http://guileless-mooncake-6f836c.netlify.app,Low,SG,2026-03-13 02:25:38 (UTC)
Site not found · GitHub Pages,http://damanoffice.github.io,Low,US,2026-03-13 02:26:07 (UTC)
Suspected phishing site | Cloudflare,http://cg-1-1ib.pages.dev,Low,,2026-03-13 02:26:38 (UTC)
Coming Soon,http://b1.mnvias6.club,Critical,US,2026-03-13 02:27:18 (UTC)
Plesk Obsidian 18.0.76,http://distribmondrelay.com,Critical,BG,2026-03-13 02:29:09 (UTC)
Amazone,http://amazon-js-tau.vercel.app,Low,US,2026-03-13 02:30:37 (UTC)
Site Not Found,http://quizpass-9466a.firebaseapp.com,Low,US,2026-03-13 02:31:08 (UTC)
Attention Required! | Cloudflare,http://pay.dadosdaroleta.shop,Critical,,2026-03-13 02:31:38 (UTC)
The app is currently not running. Deploy this app to keep it running externally.,http://e7e6da95-0fbb-41ae-b6c0-4038d7c33489-00-3ms5pa873ps3e.janeway.replit.dev,Low,US,2026-03-13 02:33:13 (UTC)
Amazon,http://amazon-v1.com,Critical,JP,2026-03-13 02:34:47 (UTC)
,http://allegro.pl-oferta9932456.cyou,Critical,,2026-03-13 02:36:19 (UTC)
Site not found,http://internalrevenueservicefundingapply.netlify.app,Low,SG,2026-03-13 02:36:56 (UTC)
,http://allegrolokalnie.oferta965064pl.cfd,Critical,,2026-03-13 02:37:32 (UTC)
Ledger® Hardware Wallet | Secure Your Crypto Assets,http://www.public-ledger-live-login.vercel.app,Low,US,2026-03-13 02:39:42 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-927263829216zamowienie22738299r8226282.sbs,Low,,2026-03-13 02:40:38 (UTC)
pl-958727573.sbs | 523: Origin is unreachable,http://allegro.pl-958727573.sbs,Critical,,2026-03-13 02:42:19 (UTC)
Pedagio Digital,http://q58.ad5.mytemp.website,Low,US,2026-03-13 02:43:13 (UTC)
Suspected phishing site | Cloudflare,http://jomphefavia-shb.pages.dev,Low,,2026-03-13 02:44:41 (UTC)
Document Preview,http://mia-bijouxqc.firebaseapp.com,Low,US,2026-03-13 02:45:18 (UTC)
404 Error: Page Not Found | Wix.com,http://personnelleboite8.wixsite.com,Low,US,2026-03-13 02:46:41 (UTC)
ushort.company,http://ushort.company,Critical,,2026-03-13 02:48:10 (UTC)
"One moment, please...",http://mynew-project.x10.network,Critical,US,2026-03-13 02:48:51 (UTC)
Document Preview,http://lenjeu.firebaseapp.com,Low,US,2026-03-13 02:49:47 (UTC)
Site Not Found,http://smartmultiwallets.web.app,Low,US,2026-03-13 02:50:37 (UTC)
pl-958727573.sbs | 523: Origin is unreachable,http://allegrolokalne.pl-958727573.sbs,Critical,,2026-03-13 02:51:15 (UTC)
Suspected phishing site | Cloudflare,http://baccredomatlic.com,Critical,,2026-03-13 02:51:51 (UTC)
Document Preview,http://lenjeu.web.app,Low,US,2026-03-13 02:52:18 (UTC)
Document Preview,http://proposal-soumission.web.app,Low,US,2026-03-13 02:52:54 (UTC)
,http://allegrolokalnie.pl-oferta41241.sbs,Critical,,2026-03-13 02:53:37 (UTC)
Suspected phishing site | Cloudflare,http://b6ntuan-dana.official-helpp.web.id,Critical,,2026-03-13 02:54:19 (UTC)
bet365,http://bet433.cc,Critical,HK,2026-03-13 02:55:59 (UTC)
Kit Macaco Elétrico 4 Em 1 Compressor Chave De Impacto | Shopee Brasil,http://promo-kiteletrico.vercel.app,Low,US,2026-03-13 02:57:51 (UTC)
Site Not Found,http://cs491-backend-20.firebaseapp.com,Low,US,2026-03-13 02:58:19 (UTC)
Not Found,http://pub-098e8621b41d46db879ea706b524c052.r2.dev,Low,,2026-03-13 02:58:53 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-9272627176228zamowienie28637382w62637383.sbs,Low,,2026-03-13 02:59:33 (UTC)
Site Not Found,http://multiedgeprotocols.firebaseapp.com,Low,US,2026-03-13 03:00:02 (UTC)
Toko Online,http://www.website-toko.vercel.app,Low,US,2026-03-13 03:00:36 (UTC)
,http://allegrolokalnie.345902753.sbs,Critical,,2026-03-13 03:01:09 (UTC)
Ledger® Hardware Wallet | Secure Your Crypto Assets,http://public-ledger-live-login.vercel.app,Low,US,2026-03-13 03:01:40 (UTC)
Run this app to see the results here.,http://6cd1f2d2-2c73-4070-9e40-9a15f91cab19-00-2evect6l7wxt7.janeway.replit.dev,Low,US,2026-03-13 03:02:15 (UTC)
Site not found,http://davibankprestamosenlinea.netlify.app,Low,SG,2026-03-13 03:03:41 (UTC)
Coming Soon,http://b2.kqryri1.club,Critical,US,2026-03-13 03:04:15 (UTC)
Site not found · GitHub Pages,http://abdulrahman-medhat.github.io,Low,US,2026-03-13 03:05:33 (UTC)
,http://allegrolokalnie.pl-oferta767322.click,Critical,,2026-03-13 03:06:10 (UTC)
pl-958727573.sbs | 523: Origin is unreachable,http://allegrolokainie.pl-958727573.sbs,Critical,,2026-03-13 03:06:58 (UTC)
"One moment, please...",http://www.mynew-project.x10.network,Critical,US,2026-03-13 03:07:32 (UTC)
Instagram 2.0,http://www.insta-clone-inky.vercel.app,Low,US,2026-03-13 03:08:13 (UTC)
,http://allegro.pl-oferta6482825.icu,Critical,,2026-03-13 03:08:53 (UTC)
Suspected phishing site | Cloudflare,http://member784.marketing-partner-invite.com,Critical,,2026-03-13 03:09:25 (UTC)
Suspected phishing site | Cloudflare,http://navietkoreeark-epagwcjowctuhykjzstxirvk.pages.dev,Low,,2026-03-13 03:10:43 (UTC)
Authentication Required,http://cs491-backend-2026.web.app,Low,US,2026-03-13 03:11:15 (UTC)
,http://allegrolokalnie.pl-612836912.sbs,Critical,,2026-03-13 03:12:07 (UTC)
WeTransfer - Download Files,http://www.wetransfer-com-downloads-ma9shbf8em.vercel.app,Low,US,2026-03-13 03:12:37 (UTC)
Suspected phishing site | Cloudflare,http://gobank.pages.dev,Low,,2026-03-13 03:13:06 (UTC)
Document Preview,http://conceptdurable.firebaseapp.com,Low,US,2026-03-13 03:15:52 (UTC)
Suspected phishing site | Cloudflare,http://navietkoreeark-qxinajotuolweymppvkrbouw.pages.dev,Low,,2026-03-13 03:16:24 (UTC)
Site Not Found,http://smartchaindashboard.firebaseapp.com,Low,US,2026-03-13 03:17:27 (UTC)
,http://allegrolokalnie.pl-pl.sbs,Critical,,2026-03-13 03:19:08 (UTC)
Site Not Found,http://rapidsfix.web.app,Low,US,2026-03-13 03:22:02 (UTC)
Document Preview,http://detailfacility.firebaseapp.com,Low,US,2026-03-13 03:22:34 (UTC)
"Mediapart - Actualité, enquêtes et dossiers d’investigation en toute indépendance !",http://myaccounts-portal.com,Safe,FR,2026-03-13 03:23:30 (UTC)
Quota Exceeded,http://consideready.firebaseapp.com,Low,US,2026-03-13 03:24:57 (UTC)
WhatsApp,http://www.was.googleappkk.icu,Critical,HK,2026-03-13 03:25:50 (UTC)
Site not found · GitHub Pages,http://aqq-balady-govv-sa.github.io,Low,US,2026-03-13 03:27:21 (UTC)
Site Not Found,http://multiconnecttoken.web.app,Low,US,2026-03-13 03:27:52 (UTC)
Site Not Found,http://smartchaindashboard.web.app,Low,US,2026-03-13 03:28:23 (UTC)
,http://allegrolokalnie.pl-oferta748389.cfd,Critical,,2026-03-13 03:28:57 (UTC)
Site not found · GitHub Pages,http://arkajyotimondal.github.io,Low,US,2026-03-13 03:30:16 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-45262920172818181zamowienie8161627379u272.sbs,Low,,2026-03-13 03:31:00 (UTC)
Site Maintenance,http://robloxr.cv,Critical,,2026-03-13 03:31:28 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegrolokalnie.pl-917263682829zamowienie82727281f9262728.sbs,Low,,2026-03-13 03:33:01 (UTC)
,http://allegrolokalnie.pl-oferta7362649.sbs,Critical,,2026-03-13 03:33:37 (UTC)
Quota Exceeded,http://consideready.web.app,Low,US,2026-03-13 03:36:40 (UTC)
Technical subdomain,http://r.batiactu.info,Critical,BE,2026-03-13 03:37:45 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-917263682829zamowienie82727281f9262728.sbs,Low,,2026-03-13 03:38:33 (UTC)
paquet-mrelay-fr.com,http://paquet-mrelay-fr.com,Critical,DE,2026-03-13 03:39:26 (UTC)
Site Not Found | Framer,http://delightful-point-322947.framer.app,Low,NL,2026-03-13 03:40:44 (UTC)
,http://allegro.pl-oferta7362649.sbs,Critical,,2026-03-13 03:41:15 (UTC)
Suspected phishing site | Cloudflare,http://amtik.pages.dev,Low,,2026-03-13 03:41:46 (UTC)
Authentication Required,http://cs491-backend-2026.firebaseapp.com,Low,US,2026-03-13 03:42:18 (UTC)
,http://209-38-202-172.cprapid.com,Low,DE,2026-03-13 03:43:09 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegrolokalnie.pl-927263829216zamowienie22738299r8226282.sbs,Low,,2026-03-13 03:44:43 (UTC)
,http://allegro.345902753.sbs,Critical,,2026-03-13 03:45:27 (UTC)
WeTransfer - Download Files,http://wetransfer-com-downloads-ma9shbf8em.vercel.app,Low,US,2026-03-13 03:45:57 (UTC)
Serv00.com - Free Website Hosting - 403 Website blocked,http://leehwaklwlani.serv00.net,Low,PL,2026-03-13 03:46:40 (UTC)
Site Not Found,http://multiconnecttoken.firebaseapp.com,Low,US,2026-03-13 03:47:16 (UTC)
Home,http://nexxys.com.br,Critical,US,2026-03-13 03:48:03 (UTC)
,http://allegro.pl-612836912.sbs,Critical,,2026-03-13 03:48:38 (UTC)
,http://allegro.peu82910017-8.bond,Critical,,2026-03-13 03:49:12 (UTC)
,http://allegro.pl-oferta567543.sbs,Critical,,2026-03-13 03:51:16 (UTC)
Document Preview,http://detailfacility.web.app,Low,US,2026-03-13 03:51:49 (UTC)
Site not found · GitHub Pages,http://rogerssmemliv.github.io,Low,US,2026-03-13 03:52:30 (UTC)
,http://votre-espace-santeameli.com,Critical,FR,2026-03-13 03:54:43 (UTC)
BankID,http://person-brevportalen.com,Critical,RU,2026-03-13 03:59:16 (UTC)
