title,domain,score,country_code,reg_dtime
,http://allegro.pl-837224.click,Critical,,2026-03-10 02:20:31 (UTC)
Netflix Clone,http://netflix-clone-nu-nine.vercel.app,Critical,US,2026-03-10 02:21:01 (UTC)
Suspected phishing site | Cloudflare,http://948260-coinbase.com,Critical,,2026-03-10 02:21:33 (UTC)
Rabby Wallet | Extension Download | Login,http://xn--rbby-0na.app,Critical,US,2026-03-10 02:23:12 (UTC)
,http://allegro.pl-oferta026428.cfd,Critical,,2026-03-10 02:23:53 (UTC)
403 Forbidden,http://resona-card.brookezora.shop,Critical,,2026-03-10 02:24:28 (UTC)
"Netflix Egypt - Watch TV Shows Online, Watch Movies Online",http://www.netflix-clone-opal-nine.vercel.app,Critical,US,2026-03-10 02:27:21 (UTC)
Facebook - Log In or Sign Up,http://charliemanarix-facebook-login-clone-spy-edition.static.hf.space,Critical,US,2026-03-10 02:27:53 (UTC)
,http://allegrolokainie.pl-4018579.sbs,Critical,,2026-03-10 02:28:23 (UTC)
Suspected phishing site | Cloudflare,http://member781.marketing-partner-invite.com,Critical,,2026-03-10 02:28:56 (UTC)
Site Not Found | Framer,http://numerous-days-399753.framer.app,Low,NL,2026-03-10 02:30:13 (UTC)
404 Not Found,http://allegro.pl4522423.cyou,Critical,,2026-03-10 02:30:49 (UTC)
,http://allegrolokalnie.pl-oferta6073496.click,Critical,,2026-03-10 02:32:13 (UTC)
Netflix,http://www.netflix-gui-clone.vercel.app,Critical,US,2026-03-10 02:32:48 (UTC)
,http://allegrolokalnie.pl-oferta026428.cfd,Critical,,2026-03-10 02:33:18 (UTC)
Netflix,http://www.netflix-clone-iota-five.vercel.app,Critical,US,2026-03-10 02:33:51 (UTC)
,http://allegrolokalnie.pl-oferta-8543828.sbs,Critical,,2026-03-10 02:34:34 (UTC)
Site not found · GitHub Pages,http://chodidurgaprasad37.github.io,Low,US,2026-03-10 02:35:07 (UTC)
Netflix,http://netflix-clone-site.vercel.app,Critical,US,2026-03-10 02:35:46 (UTC)
,http://allegrolokalnie.pl-297876279.sbs,Critical,,2026-03-10 02:36:19 (UTC)
,http://allegro.pl-oferta093159.cfd,Critical,,2026-03-10 02:36:58 (UTC)
Авторизация | Instagram,http://www.insta-clone-application.vercel.app,Low,US,2026-03-10 02:37:30 (UTC)
,http://www.allegrolokalne.pl-49018958.sbs,Critical,,2026-03-10 02:38:00 (UTC)
Airbnb,http://www.airbnb-clone-coral.vercel.app,Low,US,2026-03-10 02:38:29 (UTC)
forms.app: Online Form Builder | Free Online Survey Tool | forms.app,http://6gis84t8.forms.app,Low,,2026-03-10 02:39:05 (UTC)
Site not found · GitHub Pages,http://muhammadmuzammilhayat.github.io,Low,US,2026-03-10 02:39:39 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-9901614182992zamowienie826256282919.biz,Low,,2026-03-10 02:40:27 (UTC)
403 Forbidden,http://userverificationportaltiktok.com,Critical,,2026-03-10 02:41:05 (UTC)
Site not found · GitHub Pages,http://mrqadir090-qadir.github.io,Low,US,2026-03-10 02:42:24 (UTC)
,http://allegro.pl-oferta2744393.cfd,Critical,,2026-03-10 02:43:30 (UTC)
Netflix,http://netflix-clone-iota-five.vercel.app,Critical,US,2026-03-10 02:44:20 (UTC)
SHOPEE,http://shopeetbk777.blogspot.com,Low,US,2026-03-10 02:44:53 (UTC)
"Netflix -Watch TV Shows Online,Watch Movies Online",http://netflix-clone-phi-six.vercel.app,Critical,US,2026-03-10 02:45:30 (UTC)
Trézor.io/Start® | Starting Up Your Device - Trézor®,http://trezor-support.vercel.app,Low,US,2026-03-10 02:46:03 (UTC)
