title,domain,score,country_code,reg_dtime
Plesk Obsidian 18.0.76,http://fr-service-inforelay.com,Critical,BG,2026-03-14 02:20:52 (UTC)
Katlego | forms.app,http://jgiq1hvc.forms.app,Low,,2026-03-14 02:22:37 (UTC)
Suspected phishing site | Cloudflare,http://90ij9m786fy543yhkonu64s.pages.dev,Low,,2026-03-14 02:23:13 (UTC)
oferta965064pl.cfd | 522: Connection timed out,http://allegro.oferta965064pl.cfd,Critical,,2026-03-14 02:24:14 (UTC)
Coming Soon,http://f72.cbf.mytemp.website,Low,FR,2026-03-14 02:24:51 (UTC)
403 Forbidden,http://inviertaenoro.com,Critical,SG,2026-03-14 02:26:16 (UTC)
pl-id73838392.sbs | 522: Connection timed out,http://allegrolokalnie.pl-id73838392.sbs,Critical,,2026-03-14 02:28:54 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-82736357716156281zamowienie7162727y8262728.sbs,Low,,2026-03-14 02:29:43 (UTC)
"One moment, please...",http://sic-x.net,Critical,US,2026-03-14 02:31:58 (UTC)
,http://allegrolokalnie.g3ajs8jzad.sbs,Critical,,2026-03-14 02:32:35 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegrolokalnie.pl-82736357716156281zamowienie7162727y8262728.sbs,Low,,2026-03-14 02:34:09 (UTC)
bet365,http://bet429.cc,Critical,HK,2026-03-14 02:34:49 (UTC)
404 Error: Page Not Found | Wix.com,http://tusoatalinstanteen.wixsite.com,Low,US,2026-03-14 02:36:19 (UTC)
pl-oferta6785920.lat | 522: Connection timed out,http://allegrolokalnie.pl-oferta6785920.lat,Critical,,2026-03-14 02:38:17 (UTC)
Home - Cross-Border Recruiting,http://crossborder.ng,Critical,GB,2026-03-14 02:39:50 (UTC)
pl-958727573.sbs | 523: Origin is unreachable,http://allegrolokalnie.pl-958727573.sbs,Critical,,2026-03-14 02:40:45 (UTC)
pl-id8383929.cfd | 522: Connection timed out,http://allegrolokalnie.pl-id8383929.cfd,Critical,,2026-03-14 02:41:52 (UTC)
,http://allegro.kupyrraz838601.sbs,Critical,,2026-03-14 02:42:47 (UTC)
,http://allegro-lokalnie.kupteraz81723129-t3.sbs,Critical,,2026-03-14 02:44:15 (UTC)
384743928263044720269.click | 522: Connection timed out,http://allegrolokalnie.384743928263044720269.click,Critical,,2026-03-14 02:46:11 (UTC)
Run this app to see the results here.,http://74e6631f-669c-4e31-8646-44d2b376ec4e-00-16azqpzd3nrx5.riker.replit.dev,Low,US,2026-03-14 02:46:54 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-29272728282zamowienie8272637282j162729.sbs,Low,,2026-03-14 02:50:44 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-73573684645zamowienie75477845e85789.sbs,Low,,2026-03-14 02:51:40 (UTC)
,http://allegro.pruwtao367201.cfd,Critical,,2026-03-14 02:52:15 (UTC)
Welcome to XAMPP,http://outlook.aisc.ink,Critical,,2026-03-14 02:53:53 (UTC)
503 Service Temporarily Unavailable,http://fhgziajkfdadazdakiuluimany.com,Critical,DE,2026-03-14 02:54:37 (UTC)
"Manufacturer Directory - Suppliers, Manufacturers, Exporters & Importers",http://www.linkdntest.vercel.app,Low,US,2026-03-14 02:56:11 (UTC)
Site Not Found | Framer,http://coral-papaya-652196.framer.app,Low,NL,2026-03-14 02:57:20 (UTC)
Instagram,http://instagram-account-security.vercel.app,Critical,US,2026-03-14 02:57:56 (UTC)
Vercel Security Checkpoint,http://start-ledger-com-encryption.vercel.app,Low,US,2026-03-14 02:58:33 (UTC)
oferta-8472623-pl.sbs | 522: Connection timed out,http://allegro.oferta-8472623-pl.sbs,Critical,,2026-03-14 02:59:39 (UTC)
pl-oferta1849230.cfd | 522: Connection timed out,http://allegrolokalnie.pl-oferta1849230.cfd,Critical,,2026-03-14 03:00:40 (UTC)
Site not found,http://classy-marigold-63cce9.netlify.app,Low,SG,2026-03-14 03:01:18 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegrolokalnie.pl-525152273637828zamowienie9172637273t3363.sbs,Low,,2026-03-14 03:02:18 (UTC)
404: NOT_FOUND,http://app-rackspaces.vercel.app,Low,US,2026-03-14 03:02:49 (UTC)
BankID,http://mail.person-brevportalen.com,Critical,RU,2026-03-14 03:04:38 (UTC)
Site Not Found | Framer,http://involved-mars-514906.framer.app,Low,NL,2026-03-14 03:05:23 (UTC)
One more step before you proceed...,http://samarqandys.com,Low,US,2026-03-14 03:06:06 (UTC)
404: NOT_FOUND,http://sparks-iota.vercel.app,Low,US,2026-03-14 03:07:27 (UTC)
Plesk Obsidian 18.0.74,http://ecnelrqz.com,Critical,PK,2026-03-14 03:08:23 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegrolokalnie.7162511221-sprzedam-macbook-air-m4.sbs,Low,,2026-03-14 03:10:07 (UTC)
oferta-8472623-pl.sbs | 522: Connection timed out,http://allegrolokalnie.oferta-8472623-pl.sbs,Critical,,2026-03-14 03:11:36 (UTC)
Site not found,http://tarotswap.netlify.app,Low,SG,2026-03-14 03:12:06 (UTC)
Site Maintenance,http://www-roblox.co,Critical,,2026-03-14 03:12:57 (UTC)
Serv00.com - Free Website Hosting - 403 Website blocked,http://wind.serv00.net,Low,PL,2026-03-14 03:14:48 (UTC)
pl-oferta828492.cfd | 522: Connection timed out,http://allegrolokalnie.pl-oferta828492.cfd,Critical,,2026-03-14 03:16:59 (UTC)
Site Not Found | Framer,http://vibrant-event-172401.framer.app,Low,NL,2026-03-14 03:19:37 (UTC)
Suspected phishing site | Cloudflare,http://spotify-revamp-bryanzhao.pages.dev,Low,,2026-03-14 03:20:08 (UTC)
pl-id73838392.sbs | 522: Connection timed out,http://allegro.pl-id73838392.sbs,Critical,,2026-03-14 03:21:34 (UTC)
Site not found · GitHub Pages,http://akshaypramodp.github.io,Low,US,2026-03-14 03:22:04 (UTC)
Suspected phishing site | Cloudflare,http://allegro.pl-g05.cfd,Critical,,2026-03-14 03:23:00 (UTC)
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,http://allegro.pl-6436346347462743743734643634.sbs,Low,,2026-03-14 03:24:55 (UTC)
"Manufacturer Directory - Suppliers, Manufacturers, Exporters & Importers",http://linkdntest.vercel.app,Low,US,2026-03-14 03:26:23 (UTC)
pl-oferta3648462.click | 522: Connection timed out,http://allegro.pl-oferta3648462.click,Critical,,2026-03-14 03:27:30 (UTC)
oferta2824.sbs | 522: Connection timed out,http://allegro.oferta2824.sbs,Critical,,2026-03-14 03:28:54 (UTC)
allegrolokalnie.pl,http://allegrolokalnie.rezerwacja9593079.sbs,Low,,2026-03-14 03:29:47 (UTC)
pl-oferta69362.cfd | 522: Connection timed out,http://allegro.pl-oferta69362.cfd,Critical,,2026-03-14 03:32:05 (UTC)
pl-id8383929.cfd | 522: Connection timed out,http://allegro.pl-id8383929.cfd,Critical,,2026-03-14 03:33:14 (UTC)
pl-4981902470.sbs | 523: Origin is unreachable,http://www.allegrolokainie.pl-4981902470.sbs,Critical,,2026-03-14 03:34:06 (UTC)
블로그를 찾을 수 없습니다.,http://73289hk64033sl0l.blogspot.com,Low,US,2026-03-14 03:34:40 (UTC)
pl-oferta69362.cfd | 522: Connection timed out,http://allegrolokalnie.pl-oferta69362.cfd,Critical,,2026-03-14 03:36:00 (UTC)
pl-4981902470.sbs | 523: Origin is unreachable,http://allegrolokainie.pl-4981902470.sbs,Critical,,2026-03-14 03:36:39 (UTC)
Exodus: the world's leading bitcoin and crypto wallet,http://exodus-wallet-faq.created.app,Critical,US,2026-03-14 03:37:18 (UTC)
,http://allegro-lokalnie.prs8178519.cfd,Critical,,2026-03-14 03:37:56 (UTC)
allegrolokalnie.pl,http://allegrolokalnie.rezerwacja7086428.sbs,Low,,2026-03-14 03:39:22 (UTC)
pl-oferta1849230.cfd | 522: Connection timed out,http://allegro.pl-oferta1849230.cfd,Critical,,2026-03-14 03:41:34 (UTC)
allegrolokalnie.pl,http://allegrolokalnie.pl-73573684645zamowienie75477845e85789.sbs,Low,,2026-03-14 03:42:21 (UTC)
pl-oferta6382746.sbs | 522: Connection timed out,http://allegrolokalnie.pl-oferta6382746.sbs,Critical,,2026-03-14 03:43:26 (UTC)
403 Forbidden,http://trust-wallet.com-v3.to,Critical,DE,2026-03-14 03:44:35 (UTC)
Suspected phishing site | Cloudflare,http://omi-livganto-hamilton.pages.dev,Low,,2026-03-14 03:45:15 (UTC)
Kucoin,http://www.kucoin-login-account.blogspot.com,Low,US,2026-03-14 03:46:50 (UTC)
Site not found · GitHub Pages,http://sebinic932-dev.github.io,Low,US,2026-03-14 03:47:27 (UTC)
pl-oferta6785920.lat | 522: Connection timed out,http://allegro.pl-oferta6785920.lat,Critical,,2026-03-14 03:49:57 (UTC)
,http://allegrolokalnie.pl-oferta-598201953.sbs,Critical,,2026-03-14 03:50:34 (UTC)
Banco Pichincha,http://40d63b49-fe70-4cdb-98f2-5a5183be202c-00-3n6n06v132hwl.picard.replit.dev,Low,US,2026-03-14 03:52:02 (UTC)
503 Service Temporarily Unavailable,http://doctolib-consultation.com,Critical,DE,2026-03-14 03:55:00 (UTC)
,http://agricole-sms28.com,Critical,GB,2026-03-14 03:56:35 (UTC)
Not Found,http://pub-04859221631541ffa3667d38e2cda3af.r2.dev,Low,,2026-03-14 03:58:10 (UTC)
Bell Business Site,http://www.m-n-blond.vercel.app,Low,US,2026-03-14 04:01:10 (UTC)
Default Web Site Page,http://23-106-50-71.cprapid.com,Low,SG,2026-03-14 04:02:07 (UTC)
2641a5c4-12a4-4577-aa81-730fabb9ff5c-00-20wmleubp0mgw.picard.replit.dev,http://2641a5c4-12a4-4577-aa81-730fabb9ff5c-00-20wmleubp0mgw.picard.replit.dev,Low,US,2026-03-14 04:03:45 (UTC)
pl-oferta6492056.click | 522: Connection timed out,http://allegrolokalnie.pl-oferta6492056.click,Critical,,2026-03-14 04:05:53 (UTC)
Não é possível acessar esse site,http://desconto-acessar.vercel.app,Low,US,2026-03-14 04:06:28 (UTC)
Verifying your connection,http://d0c2283546yus7ngwd0c87v-1drvsharepoint.pavonselawgroup.com,Critical,US,2026-03-14 04:07:05 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-525152273637828zamowienie9172637273t3363.sbs,Low,,2026-03-14 04:07:58 (UTC)
oferta8735147pl.cfd | 522: Connection timed out,http://allegro.oferta8735147pl.cfd,Critical,,2026-03-14 04:09:10 (UTC)
MezoPlesk,http://cpam-gouvfr.com,Critical,GB,2026-03-14 04:10:09 (UTC)
403 Forbidden,http://nzddx.cn,Critical,,2026-03-14 04:11:56 (UTC)
Account Suspended,http://bacroblox.store,Critical,,2026-03-14 04:13:21 (UTC)
Telegram: Join Group Chat,http://google_issue.qaa.kr,Safe,KR,2026-03-14 04:14:49 (UTC)
OpenSea.io,http://mint-nftbox09-xi.vercel.app,Low,US,2026-03-14 04:15:35 (UTC)
oferta2824.sbs | 522: Connection timed out,http://allegrolokalnie.oferta2824.sbs,Critical,,2026-03-14 04:16:38 (UTC)
504 - Target in maintenance,http://dev-easypark.pantheonsite.io,Low,US,2026-03-14 04:17:23 (UTC)
Attention Required! | Cloudflare,http://random.sicurezzaconto.co,Critical,,2026-03-14 04:18:30 (UTC)
404 Error: Page Not Found | Wix.com,http://trezursuiteapp.wixsite.com,Low,US,2026-03-14 04:19:08 (UTC)
Just a moment...,http://fairfieldcountymanagement.icu,Critical,,2026-03-14 04:20:49 (UTC)
Deployment Unavailable,http://www.bossdev-khaki.vercel.app,Low,US,2026-03-14 04:22:32 (UTC)
503 Service Temporarily Unavailable,http://web14735.cweb06.gamingcontrol.de,Low,DE,2026-03-14 04:23:36 (UTC)
pl-oferta634448.click | 522: Connection timed out,http://allegrolokalnie.pl-oferta634448.click,Critical,,2026-03-14 04:27:41 (UTC)
Bell Business Site,http://m-n-blond.vercel.app,Low,US,2026-03-14 04:28:39 (UTC)
