title,domain,score,country_code,reg_dtime
DenizBank İnternet Şubesi,http://ceksnt6099122.duckdns.org,Low,IR,2026-03-07 02:20:37 (UTC)
,http://allegro.pl-oferta61752791.cfd,Critical,,2026-03-07 02:22:02 (UTC)
Best URL Shortener 2024 - Free Link Shortener with Analytics | URLyte,http://urlyte.com,Critical,IN,2026-03-07 02:23:22 (UTC)
Run this app to see the results here.,http://e20c6b7f-8918-41ed-b668-c14b0f0b82ea-00-2tdvmc9xo5zmb.kirk.replit.dev,Low,US,2026-03-07 02:23:57 (UTC)
Site not found · GitHub Pages,http://aneesharawat1543-cmyk.github.io,Low,US,2026-03-07 02:25:13 (UTC)
,http://allegro.pl-id73839393.biz,Critical,,2026-03-07 02:25:48 (UTC)
,http://allegro.pl-id746283882.cfd,Critical,,2026-03-07 02:26:46 (UTC)
,http://allegrolokalnie.pl-ogloszenie298532.sbs,Critical,,2026-03-07 02:27:24 (UTC)
Telegram: Join Group Chat,http://google_tos89w.qaa.kr,Critical,KR,2026-03-07 02:29:00 (UTC)
"Netflix India - Watch TV Shows Online, Watch Movies Online",http://www.netflix-clone-azure-six.vercel.app,Critical,US,2026-03-07 02:29:33 (UTC)
,http://allegro.pl-oferta593850.click,Critical,,2026-03-07 02:30:37 (UTC)
Site not found,http://jade-naiad-b99d92.netlify.app,Low,SG,2026-03-07 02:31:06 (UTC)
,http://allegrolokalnie.pl-52352.cyou,Critical,,2026-03-07 02:31:42 (UTC)
,http://allegrolokalnie.pl-ogloszenia-firmowe-888231.click,Critical,,2026-03-07 02:32:20 (UTC)
Bitcoin Mining,http://btc089.77768.cc,Critical,,2026-03-07 02:32:57 (UTC)
,http://allegro.pl-ogloszenia-firmowe-888231.click,Critical,,2026-03-07 02:33:30 (UTC)
,http://allegrolokalnie.pl-oferta924598.click,Critical,,2026-03-07 02:34:10 (UTC)
,http://allegro.pl-id64838392.biz,Critical,,2026-03-07 02:34:44 (UTC)
,http://allegrolokalnie.pl-oferta-54882394.sbs,Critical,,2026-03-07 02:35:15 (UTC)
,http://allegrolokalnie.pl-kupteraz88328192.online,Critical,,2026-03-07 02:36:37 (UTC)
BankID,http://mail.info-digital-signering.com,Critical,RU,2026-03-07 02:38:23 (UTC)
,http://allegrolokalnie.pl-oferta2318251.click,Critical,,2026-03-07 02:39:01 (UTC)
,http://allegro.9129d19d10-d1.club,Critical,,2026-03-07 02:40:34 (UTC)
,http://contact-iq-help-ads.ubpages.com,Low,,2026-03-07 02:41:53 (UTC)
,http://allegrolokalnie.2937439396285.click,Critical,,2026-03-07 02:42:29 (UTC)
WhatsApp,http://www.undian-whatsapp58.blogspot.com,Critical,US,2026-03-07 02:43:17 (UTC)
Domain error,http://startd-connect.ghost.io,Low,KR,2026-03-07 02:43:46 (UTC)
404 Not Found,http://allegrolokalnie.pl539472842.click,Critical,,2026-03-07 02:44:25 (UTC)
503 Service Temporarily Unavailable,http://wordpress-209000-0.cloudclusters.net,Low,US,2026-03-07 02:46:08 (UTC)
Not Found,http://pub-f9ef55951ad04a1d9b497d2117986971.r2.dev,Low,,2026-03-07 02:47:43 (UTC)
,http://allegro.pl-273456.click,Critical,,2026-03-07 02:50:46 (UTC)
PUBG MOBILE,http://global-event-krafton-pubg.com,Critical,SG,2026-03-07 02:51:33 (UTC)
,http://allegro.oferta074813.cyou,Critical,,2026-03-07 02:53:02 (UTC)
,http://allegrolokalnie.573848543.sbs,Critical,,2026-03-07 02:54:28 (UTC)
404 Not Found,http://allegrolokalnie.pl55859264924.click,Critical,,2026-03-07 02:55:59 (UTC)
Strona nie została znaleziona | Allegro Lokalnie,http://allegro.pl-9272637oferta927363783zamowienie827273.biz,Low,,2026-03-07 02:57:39 (UTC)
,http://login.benalmadena-es--microsoft.com,Critical,FI,2026-03-07 02:58:14 (UTC)
Telegram: Join Group Chat,http://google_tosnews.qaa.kr,Critical,KR,2026-03-07 02:59:55 (UTC)
