IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
185.106.250.107,c2_meshagent,80,Critical/Critical,at,2025-11-21 00:30:46
40.66.42.246,c2_havoc,443,Critical/Critical,fr,2025-11-20 20:54:56
23.94.14.250,c2_mythic,80,Critical/Critical,us,2025-11-20 22:44:00
172.104.155.65,c2_mythic,443,Critical/Critical,de,2025-11-21 00:15:39
130.61.47.176,c2_havoc,443,Critical/Critical,de,2025-11-20 18:36:09
108.255.119.156,c2_meshagent,443,Critical/Critical,us,2025-11-21 00:34:26
77.92.95.143,c2_metasploit,3790,Critical/Critical,gb,2025-11-08 22:42:58
150.136.25.249,c2_mythic,443,Critical/Critical,us,2025-11-20 19:53:09
193.108.113.14,c2_havoc,5566,Critical/Critical,ru,2025-11-12 00:13:14
66.85.173.48,c2_metasploit,3790,Critical/Critical,us,2025-11-08 19:22:28
217.154.162.45,c2_havoc,443,Critical/Critical,de,2025-11-13 18:41:24
45.134.26.123,c2_metasploit,3790,Critical/Critical,ru,2025-11-08 12:21:25
87.249.53.167,c2_metasploit,3790,Critical/Critical,ru,2025-11-08 20:51:50
89.149.211.111,c2_metasploit,3790,Critical/Critical,nl,2025-11-09 02:10:21
45.8.148.165,c2_metasploit,3790,Critical/Critical,de,2025-11-08 08:42:58
124.198.131.190,c2_mythic,80,Critical/Critical,us,2025-11-20 17:09:52
13.203.127.32,c2_meshagent,80,Critical/Critical,in,2025-11-21 02:35:36
104.198.172.133,c2_mythic,80,Critical/Critical,us,2025-11-20 22:27:29
13.55.121.98,c2_meshagent,443,Critical/Critical,au,2025-11-21 02:57:14
13.215.112.119,c2_meshagent,443,Critical/Critical,sg,2025-11-21 02:45:35
13.233.136.46,c2_meshagent,443,Critical/Critical,in,2025-11-21 03:45:44
192.163.197.248,c2_mythic,443,Critical/Critical,us,2025-11-20 20:46:40
146.59.1.7,c2_mythic,80,Critical/Critical,fr,2025-11-20 17:40:19
103.152.255.69,c2_havoc,443,Critical/Critical,pk,2025-11-12 03:53:41
176.126.240.209,c2_mythic,80,Critical/Critical,gb,2025-11-20 17:33:39
149.102.148.193,c2_mythic,80,Critical/Critical,gb,2025-11-20 22:08:07
52.188.13.228,c2_metasploit,3790,Critical/Critical,us,2025-11-08 19:26:32
195.209.210.34,c2_havoc,443,Critical/Critical,ru,2025-11-17 01:16:48
88.99.214.170,c2_metasploit,3790,Critical/Critical,de,2025-11-09 03:36:14
132.145.210.148,c2_mythic,80,Critical/Critical,us,2025-11-20 19:51:35
178.62.48.123,c2_havoc,443,Critical/Critical,gb,2025-11-17 17:55:48
13.61.188.176,c2_meshagent,443,Critical/Critical,se,2025-11-21 04:06:07
208.86.67.111,c2_mythic,80,Critical/Critical,us,2025-11-20 23:12:08
37.59.112.22,c2_havoc,443,Critical/Critical,fr,2025-11-18 23:43:22
13.38.178.248,c2_meshagent,443,Critical/Critical,fr,2025-11-21 03:07:26
88.119.170.212,c2_metasploit,3790,Critical/Critical,nl,2025-11-09 02:00:52
132.145.156.102,c2_mythic,80,Critical/Moderate,us,2025-11-20 19:39:56
13.48.10.196,c2_meshagent,443,Critical/Critical,se,2025-11-21 04:14:50
165.227.250.1,c2_mythic,80,Critical/Critical,us,2025-11-20 21:06:26
37.60.242.208,c2_havoc,4343,Critical/Critical,fr,2025-11-07 02:18:14
13.82.82.36,c2_meshagent,443,Critical/Critical,us,2025-11-21 03:06:46
192.81.135.7,c2_mythic,80,Critical/Critical,us,2025-11-20 20:24:35
147.182.165.92,c2_covenant,6443,Critical/Critical,us,2025-11-15 20:14:19
38.55.193.188,c2_metasploit,3790,Critical/Critical,us,2025-11-08 08:41:07
13.212.182.76,c2_meshagent,443,Critical/Critical,sg,2025-11-21 03:56:15
69.5.189.9,c2_havoc,443,Critical/Critical,sc,2025-11-17 17:03:42
173.249.45.65,c2_havoc,8443,Critical/Critical,fr,2025-11-07 23:33:42
176.126.244.75,c2_mythic,443,Critical/Critical,gb,2025-11-20 19:10:03
43.240.223.126,c2_metasploit,3790,Critical/Critical,cn,2025-11-08 08:41:10
13.235.97.70,c2_meshagent,443,Critical/Critical,in,2025-11-21 03:32:28
