IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
86.54.42.94,c2_havoc,443,Critical/Critical,sc,2026-02-15 01:29:35
15.204.95.228,c2_havoc,443,Critical/Critical,us,2026-02-18 23:39:39
134.209.30.4,c2_havoc,443,Critical/Critical,gb,2026-02-18 22:27:08
101.37.236.43,c2_havoc,50001,Critical/Critical,cn,2026-02-06 04:32:00
173.211.46.79,c2_havoc,80,Critical/Critical,us,2026-01-29 09:21:19
174.29.200.72,c2_havoc,8080,Critical/Critical,us,2026-02-03 12:33:01
18.229.140.241,c2_meshagent,443,Critical/Critical,br,2026-02-18 23:26:05
5.249.164.97,c2_mythic,80,Critical/Critical,de,2026-02-17 05:26:05
18.212.57.12,c2_meshagent,443,Critical/Critical,us,2026-02-18 23:23:21
185.208.159.162,c2_havoc,443,Critical/Critical,us,2026-02-18 21:06:40
144.172.95.146,c2_havoc,443,Critical/Critical,us,2026-02-18 13:48:07
18.192.8.246,c2_havoc,443,Critical/Critical,de,2026-02-18 14:55:07
23.99.227.70,c2_meshagent,80,Critical/Critical,us,2026-02-19 04:18:37
31.97.132.235,c2_mythic,80,Critical/Critical,us,2026-01-30 11:45:47
46.235.225.138,c2_mythic,80,Critical/Critical,gb,2026-02-17 14:50:22
23.17.124.73,c2_meshagent,80,Critical/Critical,ca,2026-02-19 05:59:04
4.145.85.68,c2_havoc,443,Critical/Critical,sg,2026-02-15 21:18:27
57.129.62.39,c2_mythic,80,Critical/Critical,de,2026-02-01 16:54:27
176.133.239.174,c2_havoc,80,Critical/Critical,fr,2026-02-13 13:47:52
46.235.231.164,c2_mythic,80,Critical/Critical,gb,2026-02-17 07:38:52
13.203.127.32,c2_meshagent,443,Critical/Critical,in,2026-02-18 23:37:36
149.104.104.68,c2_havoc,443,Critical/Critical,pk,2026-01-28 18:04:49
34.212.47.245,c2_mythic,80,Critical/Critical,us,2026-02-18 19:43:39
185.203.119.45,c2_meshagent,443,Critical/Critical,bg,2026-02-18 23:00:35
162.243.170.232,c2_havoc,80,Critical/Critical,us,2026-02-11 05:48:37
23.95.75.36,c2_meshagent,80,Critical/Critical,us,2026-02-19 02:20:32
107.172.3.15,c2_havoc,443,Critical/Critical,us,2026-02-13 02:55:20
15.204.14.143,c2_havoc,443,Critical/Critical,us,2026-02-18 22:29:51
143.110.217.226,c2_havoc,9003,Critical/Critical,ca,2026-02-12 01:38:52
185.156.152.18,c2_meshagent,1025,Critical/Critical,rs,2026-02-18 23:02:41
3.110.128.144,c2_mythic,80,Critical/Critical,in,2026-01-25 18:48:21
18.119.116.102,c2_havoc,80,Critical/Critical,us,2026-02-05 08:36:44
18.116.12.31,c2_meshagent,443,Critical/Critical,us,2026-02-18 23:39:43
185.192.136.125,c2_meshagent,443,Critical/Critical,it,2026-02-18 22:58:41
20.106.187.78,c2_posh,443,Critical/Critical,us,2026-01-21 22:41:04
185.202.196.73,c2_meshagent,443,Critical/Critical,de,2026-02-18 22:50:03
46.235.224.220,c2_mythic,443,Critical/Safe,gb,2026-02-17 15:02:51
35.92.162.80,c2_havoc,443,Critical/Critical,us,2026-01-31 16:51:01
18.142.15.107,c2_meshagent,443,Critical/Critical,sg,2026-02-19 00:18:46
5.135.42.246,c2_mythic,80,Critical/Critical,gb,2026-02-17 07:48:05
13.37.226.205,c2_meshagent,80,Critical/Critical,fr,2026-02-18 23:05:42
18.221.38.55,c2_meshagent,443,Critical/Critical,us,2026-02-18 23:27:20
86.130.176.1,c2_havoc,8443,Critical/Critical,gb,2026-02-05 13:49:13
23.94.232.178,c2_meshagent,80,Critical/Critical,us,2026-02-19 03:54:13
13.48.10.196,c2_meshagent,443,Critical/Critical,se,2026-02-18 23:09:09
3.141.20.153,c2_havoc,443,Critical/Critical,us,2026-02-17 16:55:55
13.61.8.206,c2_meshagent,80,Critical/Critical,se,2026-02-18 23:23:04
13.43.94.7,c2_havoc,443,Critical/Critical,gb,2026-02-17 18:31:38
185.82.200.158,c2_meshagent,443,Critical/Critical,nl,2026-02-18 23:00:40
50.87.65.199,c2_mythic,80,Critical/Critical,us,2026-02-17 02:47:12
