IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
52.38.121.2,c2_meshagent,443,Critical/Critical,us,2026-07-04 14:03:49
44.238.10.203,c2_meshagent,443,Critical/Critical,us,2026-07-19 07:49:57
43.199.60.110,c2_meshagent,8443,Critical/Critical,hk,2026-07-07 17:21:43
185.3.94.55,c2_meshagent,8080,Critical/Critical,gb,2026-07-18 23:29:30
52.76.71.28,c2_meshagent,443,Critical/Critical,sg,2026-07-18 17:06:50
146.59.1.7,c2_mythic,443,Safe/Low,fr,2026-07-19 07:11:50
144.24.95.90,C2,80,Critical/Critical,kr,2026-06-30 06:34:15
34.120.60.41,C2,443,Critical/Critical,us,2026-07-18 19:46:31
52.39.171.29,c2_meshagent,443,Critical/Critical,us,2026-07-19 09:40:39
18.141.99.158,C2,443,Critical/Critical,sg,2026-07-04 00:40:48
34.144.245.98,c2_mythic,443,Critical/Critical,us,2026-07-19 00:11:42
18.136.38.112,c2_meshagent,443,Critical/Critical,sg,2026-07-18 16:39:10
149.56.133.54,c2_meshagent,8443,Critical/Critical,ca,2026-06-25 01:28:49
51.195.220.56,c2_meshagent,443,Critical/Critical,fr,2026-07-18 17:09:10
5.161.41.253,c2_meshagent,443,Critical/Critical,us,2026-07-19 09:55:10
52.74.77.156,c2_meshagent,443,Critical/Critical,sg,2026-07-19 06:58:11
97.107.137.189,c2_meshagent,443,Critical/Critical,us,2026-07-19 02:28:49
5.161.41.247,C2,80,Critical/Critical,us,2026-07-04 07:10:48
5.161.46.99,c2_meshagent,443,Critical/Critical,us,2026-07-04 15:36:23
158.247.227.62,c2_meshagent,443,Critical/Critical,kr,2026-07-19 06:17:56
100.22.5.152,c2_meshagent,443,Critical/Critical,us,2026-07-03 10:15:06
20.79.154.216,C2,443,Critical/Critical,de,2026-07-19 03:25:43
45.56.91.55,C2,443,Critical/Critical,us,2026-07-19 15:59:17
41.33.33.14,c2_meshagent,8443,Critical/Critical,eg,2026-07-19 15:27:13
15.164.102.1,c2_meshagent,9443,Critical/Critical,kr,2026-07-19 15:23:48
34.253.133.65,c2_meshagent,443,Critical/Critical,ie,2026-07-18 23:54:09
46.62.235.250,c2_mythic,443,Critical/Critical,fi,2026-07-18 20:31:34
62.210.170.230,C2,80,Critical/Critical,fr,2026-07-19 09:15:32
5.161.203.172,c2_meshagent,443,Critical/Critical,us,2026-07-19 05:22:24
34.117.216.69,c2_mythic,443,Critical/Critical,us,2026-07-18 23:17:42
15.204.95.228,c2_havoc,80,Critical/Critical,us,2026-06-30 19:41:47
51.195.109.99,C2,443,Critical/Critical,fr,2026-07-04 14:42:52
50.6.7.9,c2_meshagent,8086,Critical/Critical,us,2026-07-18 20:46:14
20.199.16.117,c2_meshagent,443,Critical/Critical,fr,2026-07-18 23:17:00
13.250.79.251,c2_meshagent,443,Critical/Critical,sg,2026-07-03 23:48:41
52.77.132.216,c2_meshagent,443,Critical/Critical,sg,2026-07-03 19:11:13
159.89.228.34,c2_meshagent,443,Critical/Critical,us,2026-07-19 09:12:28
132.145.70.6,c2_mythic,3000,Critical/Critical,gb,2026-07-19 15:37:10
18.142.15.107,c2_meshagent,443,Critical/Critical,sg,2026-07-03 16:20:13
172.104.26.16,c2_meshagent,443,Critical/Critical,us,2026-07-04 01:44:05
3.36.30.41,c2_meshagent,443,Critical/Critical,kr,2026-07-19 02:37:53
66.228.49.103,c2_meshagent,443,Critical/Critical,us,2026-07-04 07:12:48
79.72.72.196,c2_meshagent,443,Critical/Critical,gb,2026-07-19 07:02:10
141.94.20.38,c2_meshagent,443,Critical/Critical,fr,2026-07-19 05:06:18
54.71.110.113,C2,443,Critical/Critical,us,2026-07-18 17:40:16
52.74.8.50,c2_meshagent,443,Critical/Critical,sg,2026-07-19 04:14:08
142.44.247.41,c2_meshagent,443,Critical/Critical,ca,2026-07-18 16:39:09
54.171.59.184,c2_meshagent,443,Critical/Critical,ie,2026-07-03 14:51:06
