IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
157.173.198.220,c2_covenant,7443,Safe/Critical,US,2024-07-30 08:19:01
156.194.127.120,c2_posh,443,Safe/Critical,EG,2024-07-21 10:19:27
93.93.129.174,c2_mythic,443,Safe/Safe,US,2024-08-03 13:45:56
52.205.241.18,c2_havoc,443,Low/Critical,US,2024-08-01 17:33:30
165.227.179.230,c2_meshagent,80,Low/Critical,IN,2024-08-04 03:30:05
205.234.156.138,c2_metasploit,6667,Critical/Critical,CN,2024-07-23 15:48:50
103.214.53.176,c2_meshagent,81,Moderate/Critical,ID,2024-08-04 02:45:02
54.153.244.10,c2_havoc,443,Critical/Critical,US,2024-08-03 02:47:45
165.22.216.48,c2_meshagent,80,Low/Critical,US,2024-08-04 03:34:55
165.22.4.51,c2_meshagent,80,Low/Critical,US,2024-08-04 02:47:50
78.47.2.195,c2_meshagent,80,Low/Critical,DE,2024-08-04 04:47:15
164.90.253.167,c2_havoc,443,Low/Critical,US,2024-08-03 14:19:51
103.185.44.231,c2_havoc,8443,Dangerous/Critical,US,2024-08-03 15:12:46
72.11.148.153,c2_metasploit,3790,Safe/Critical,US,2024-07-18 05:15:17
104.37.234.2,c2_meshagent,443,Moderate/Critical,US,2024-08-04 03:33:09
13.73.204.132,c2_mythic,80,Critical/Critical,US,2024-08-03 11:28:24
77.10.85.12,c2_meshagent,80,Safe/Critical,GB,2024-08-04 04:02:51
107.161.22.118,c2_mythic,443,Critical/Critical,US,2024-08-03 00:00:09
35.233.38.208,c2_covenant,443,Low/Critical,BE,2024-07-13 06:14:19
77.92.95.143,c2_metasploit,3790,Critical/Critical,FR,2024-07-18 06:22:16
152.42.140.119,c2_metasploit,3790,Low/Critical,HK,2024-07-18 07:42:37
165.227.229.96,c2_covenant,7443,Critical/Critical,GB,2024-07-30 09:09:24
91.245.255.55,c2_metasploit,9001,Safe/Critical,NL,2024-07-23 01:17:05
87.249.53.167,c2_metasploit,3790,Critical/Critical,GB,2024-07-18 06:40:53
78.38.80.242,c2_metasploit,3790,Critical/Critical,GB,2024-07-18 06:22:13
167.172.53.165,c2_covenant,7443,Low/Critical,FR,2024-07-30 13:44:52
18.175.58.230,c2_mythic,80,Critical/Critical,FR,2024-08-03 01:55:23
8.208.95.78,c2_havoc,443,Critical/Critical,US,2024-08-01 16:43:35
47.116.25.208,c2_covenant,7443,Dangerous/Critical,GB,2024-07-30 09:15:05
65.109.133.88,c2_metasploit,3790,Critical/Critical,IR,2024-07-18 06:26:32
165.22.182.254,c2_meshagent,80,Low/Critical,CA,2024-08-04 03:14:55
78.47.36.117,c2_meshagent,80,Low/Critical,DE,2024-08-04 04:33:41
165.227.250.241,c2_meshagent,80,Low/Critical,US,2024-08-04 02:57:47
210.2.169.205,c2_havoc,443,Safe/Critical,AU,2024-08-03 00:47:34
88.119.170.212,c2_metasploit,3790,Safe/Critical,DE,2024-07-18 07:17:09
88.80.187.129,c2_mythic,80,Critical/Critical,GB,2024-08-03 18:17:54
74.48.125.18,c2_metasploit,3790,Safe/Critical,US,2024-07-18 05:43:32
75.183.193.150,c2_meshagent,8443,Safe/Critical,PL,2024-08-04 03:39:12
20.51.213.216,c2_havoc,443,Low/Critical,PK,2024-08-02 14:23:31
77.104.157.194,c2_meshagent,80,Moderate/Critical,MK,2024-08-04 04:08:33
192.52.166.37,c2_havoc,443,Safe/Critical,GB,2024-08-01 15:28:15
77.46.46.68,c2_meshagent,80,Moderate/Critical,NL,2024-08-04 04:07:24
78.141.197.102,c2_meshagent,80,Moderate/Critical,DE,2024-08-04 04:39:49
3.88.102.160,c2_havoc,80,Low/Critical,US,2024-08-01 17:58:47
91.198.77.194,c2_metasploit,3790,Safe/Critical,LT,2024-07-18 07:17:11
165.255.19.60,c2_meshagent,443,Moderate/Critical,US,2024-08-04 03:33:24
72.128.42.138,c2_meshagent,81,Critical/Critical,US,2024-08-04 02:58:44
71.249.120.209,c2_meshagent,80,Safe/Critical,US,2024-08-04 02:50:11
74.91.122.138,c2_meshagent,443,Low/Critical,US,2024-08-04 03:25:42
87.229.94.231,c2_metasploit,3790,Critical/Critical,CN,2024-07-18 06:34:53
