IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
88.119.174.117,c2_covenant,7443,Low/Critical,US,2024-07-02 15:16:16
20.51.184.161,c2_posh,443,Low/Critical,EG,2024-06-24 01:41:57
143.198.40.134,c2_mythic,80,Low/Critical,CA,2024-07-22 22:17:34
141.98.233.72,c2_havoc,443,Low/Critical,FR,2024-07-22 00:10:32
159.69.211.194,c2_meshagent,80,Safe/Critical,US,2024-07-23 02:55:27
77.92.95.127,c2_metasploit,3790,Critical/Critical,GB,2024-07-18 06:22:13
154.5.66.53,c2_meshagent,80,Moderate/Critical,CA,2024-07-23 01:17:20
155.138.144.27,c2_havoc,80,Safe/Critical,CH,2024-07-22 22:42:08
8.140.130.129,c2_metasploit,3790,Dangerous/Critical,CN,2024-07-18 06:34:53
82.157.65.5,c2_metasploit,3790,Critical/Critical,RU,2024-07-18 07:14:47
138.197.37.104,c2_havoc,443,Low/Critical,PT,2024-07-22 10:06:41
154.26.157.75,c2_meshagent,80,Safe/Critical,DE,2024-07-23 00:45:04
159.223.203.2,c2_meshagent,8080,Low/Critical,IE,2024-07-23 03:16:34
159.223.188.115,c2_meshagent,80,Low/Critical,SE,2024-07-23 03:53:50
147.78.103.165,c2_havoc,443,Moderate/Critical,DE,2024-07-22 17:28:33
144.217.75.7,c2_mythic,443,Critical/Critical,US,2024-07-22 20:20:31
176.97.124.217,c2_havoc,443,Safe/Critical,HK,2024-07-22 09:11:51
150.136.124.241,c2_mythic,80,Critical/Critical,CH,2024-07-23 00:32:23
104.130.127.53,c2_mythic,80,Moderate/Critical,GB,2024-07-22 08:16:59
156.67.167.6,c2_meshagent,80,Safe/Critical,US,2024-07-23 01:48:09
8.131.50.94,c2_metasploit,3790,Critical/Critical,NL,2024-07-18 07:17:08
205.234.156.139,c2_metasploit,3790,Critical/Critical,FI,2024-07-18 08:36:31
137.184.78.220,c2_havoc,80,Low/Critical,IE,2024-07-21 05:31:25
50.75.188.194,c2_mythic,80,Safe/Critical,FR,2024-07-21 20:24:26
103.185.44.231,c2_havoc,443,Dangerous/Critical,US,2024-07-22 18:55:09
52.138.143.143,c2_metasploit,3790,Low/Critical,IE,2024-07-18 04:00:36
159.65.223.78,c2_mythic,443,Critical/Critical,US,2024-07-22 20:27:23
158.160.84.31,c2_havoc,443,Low/Critical,US,2024-07-22 23:38:47
176.126.242.27,c2_mythic,443,Safe/Critical,US,2024-07-22 05:41:08
64.225.81.244,c2_metasploit,3790,Critical/Critical,FI,2024-07-18 05:07:12
51.15.227.242,c2_mythic,443,Moderate/Critical,IN,2024-07-21 22:40:42
165.227.229.96,c2_covenant,7443,Critical/Critical,US,2024-07-17 17:05:27
192.210.226.110,c2_metasploit,3790,Safe/Critical,US,2024-07-18 09:13:30
157.245.121.187,c2_meshagent,80,Critical/Critical,US,2024-07-23 02:02:40
74.48.125.18,c2_metasploit,3790,Safe/Critical,GB,2024-07-18 06:22:13
38.45.65.99,c2_havoc,80,Dangerous/Critical,NL,2024-07-23 03:07:44
146.70.113.159,c2_havoc,443,Safe/Critical,AU,2024-07-20 13:26:23
13.55.48.44,c2_havoc,8989,Low/Critical,RU,2024-07-19 13:55:25
144.24.16.54,c2_havoc,80,Critical/Critical,DE,2024-07-23 02:46:37
8.213.210.58,c2_metasploit,3790,Moderate/Critical,IR,2024-07-18 06:26:32
91.245.255.55,c2_metasploit,3790,Safe/Critical,AM,2024-07-18 07:42:10
154.90.63.182,c2_meshagent,80,Moderate/Critical,KR,2024-07-23 01:24:52
161.35.239.100,c2_mythic,443,Critical/Critical,US,2024-07-22 23:44:25
156.194.154.210,c2_posh,443,Safe/Critical,EG,2024-07-18 18:00:57
159.89.17.199,c2_meshagent,80,Low/Critical,US,2024-07-23 02:43:29
154.40.45.232,c2_havoc,443,Moderate/Critical,ID,2024-07-22 17:02:07
163.172.234.8,c2_havoc,80,Safe/Critical,US,2024-07-21 14:17:45
154.90.58.124,c2_meshagent,80,Safe/Critical,MY,2024-07-23 01:08:30
51.68.229.150,c2_mythic,80,Critical/Critical,FR,2024-07-21 20:27:07
156.194.162.1,c2_posh,8443,Safe/Critical,AU,2024-07-18 00:12:59
