IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
13.36.144.221,c2_covenant,7443,Low/Critical,FR,2024-11-04 06:56:12
188.165.219.75,c2_mythic,80,Safe/Critical,US,2024-11-05 14:53:15
45.89.126.26,c2_havoc,443,Critical/Critical,BG,2024-11-05 09:12:40
90.119.146.19,c2_meshagent,80,Moderate/Critical,DE,2024-11-06 03:32:14
97.74.94.45,c2_metasploit,3790,Low/Critical,FR,2024-11-04 13:45:08
103.248.208.3,c2_meshagent,443,Safe/Critical,IN,2024-11-06 02:25:20
92.118.26.9,c2_meshagent,80,Safe/Critical,RU,2024-11-06 04:49:35
185.42.170.220,c2_mythic,80,Moderate/Critical,US,2024-11-05 22:04:11
91.203.135.209,c2_meshagent,80,Safe/Critical,DE,2024-11-06 04:24:04
89.221.219.216,c2_meshagent,80,Dangerous/Critical,FR,2024-11-06 03:43:09
46.235.231.164,c2_mythic,443,Safe/Critical,DE,2024-11-05 14:57:21
90.60.218.33,c2_meshagent,80,Safe/Critical,IT,2024-11-06 04:03:06
98.66.183.110,c2_havoc,443,Low/Critical,US,2024-11-06 00:11:09
46.235.224.220,c2_mythic,80,Safe/Safe,GB,2024-11-05 12:48:50
89.145.253.89,c2_meshagent,80,Moderate/Critical,CZ,2024-11-06 03:47:19
88.99.214.170,c2_metasploit,3790,Dangerous/Critical,DE,2024-11-04 13:26:29
89.111.133.213,c2_metasploit,3790,Safe/Critical,HU,2024-11-04 13:25:30
93.189.94.65,c2_meshagent,80,Critical/Critical,ES,2024-11-06 05:16:58
92.63.104.220,c2_meshagent,80,Safe/Critical,DE,2024-11-06 05:16:47
62.171.176.24,c2_metasploit,3790,Critical/Critical,CN,2024-11-04 11:41:03
66.85.173.48,c2_metasploit,3790,Critical/Critical,NL,2024-11-04 12:07:04
93.205.52.125,c2_meshagent,80,Safe/Critical,GB,2024-11-06 05:43:31
91.245.255.55,c2_metasploit,443,Safe/Critical,DE,2024-11-05 05:33:41
89.168.47.71,c2_meshagent,80,Low/Critical,BG,2024-11-06 03:52:29
176.31.163.140,c2_havoc,443,Low/Critical,ES,2024-11-05 00:42:38
163.172.234.8,c2_havoc,443,Safe/Critical,HK,2024-11-04 14:54:59
103.86.177.103,c2_metasploit,3790,Safe/Critical,HK,2024-11-04 13:43:21
49.13.116.197,c2_mythic,80,Critical/Critical,GB,2024-11-05 12:27:27
93.108.239.154,c2_meshagent,80,Safe/Critical,RU,2024-11-06 05:38:40
90.147.198.8,c2_meshagent,80,Safe/Critical,ES,2024-11-06 04:03:07
87.120.113.125,c2_havoc,80,Safe/Critical,GB,2024-11-05 12:36:07
92.70.92.100,c2_meshagent,80,Safe/Critical,FR,2024-11-06 05:00:54
170.64.239.90,c2_havoc,443,Low/Critical,NL,2024-11-05 21:09:17
172.104.155.65,c2_mythic,80,Low/Critical,DE,2024-11-05 21:24:43
79.137.34.141,c2_metasploit,3790,Safe/Critical,IN,2024-11-04 13:12:15
176.126.242.25,c2_mythic,80,Safe/Critical,GB,2024-11-05 22:18:48
46.235.229.45,c2_mythic,80,Safe/Critical,GB,2024-11-05 10:50:21
91.204.45.93,c2_meshagent,80,Safe/Critical,CZ,2024-11-06 04:28:30
82.180.146.166,c2_metasploit,3790,Moderate/Critical,GB,2024-11-04 13:07:55
176.126.240.209,c2_mythic,80,Safe/Critical,US,2024-11-05 21:53:15
66.94.113.254,c2_mythic,443,Moderate/Critical,US,2024-11-05 21:21:23
45.32.140.174,c2_mythic,80,Critical/Critical,GB,2024-11-05 12:26:35
94.177.201.245,c2_meshagent,443,Safe/Critical,DE,2024-11-06 02:31:53
3.38.251.220,c2_havoc,443,Low/Critical,FR,2024-11-04 15:02:49
20.51.213.216,c2_havoc,443,Low/Critical,NL,2024-11-05 21:12:20
89.208.197.73,C2,80,Safe/Critical,NL,2024-11-06 03:17:49
139.144.31.218,c2_mythic,80,Critical/Critical,PL,2024-11-06 03:22:55
104.198.172.133,c2_mythic,80,Low/Critical,US,2024-11-05 15:40:10
213.109.147.20,c2_havoc,443,Safe/Critical,FR,2024-11-05 03:33:08
91.44.34.254,c2_meshagent,80,Safe/Critical,FR,2024-11-06 04:02:57
