IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
147.182.158.94,c2_covenant,7443,Low/Critical,CN,2024-09-01 00:28:33
192.99.229.138,c2_mythic,3190,Safe/Critical,CA,2024-09-16 00:59:29
52.233.199.88,c2_havoc,80,Low/Critical,PK,2024-09-13 18:04:21
52.41.102.190,c2_meshagent,4431,Low/Critical,HU,2024-09-16 05:20:01
52.138.143.143,c2_metasploit,3790,Low/Critical,FR,2024-09-13 17:55:58
52.39.156.106,c2_meshagent,80,Low/Critical,US,2024-09-16 02:13:40
159.69.123.197,c2_meshagent,443,Safe/Critical,US,2024-09-16 03:01:28
89.169.129.196,c2_metasploit,3790,Low/Critical,NL,2024-09-13 20:08:59
77.92.95.144,c2_metasploit,3790,Critical/Critical,GB,2024-09-13 19:23:48
35.233.38.208,c2_covenant,7443,Low/Critical,US,2024-09-02 00:28:34
51.77.192.237,c2_metasploit,3790,Low/Critical,RU,2024-09-13 18:35:12
52.21.168.83,c2_mythic,443,Low/Critical,US,2024-09-16 03:14:44
172.232.142.127,c2_havoc,443,Low/Critical,AU,2024-09-09 07:09:01
188.143.40.96,c2_meshagent,80,Critical/Critical,US,2024-09-16 04:07:14
137.184.45.196,c2_havoc,443,Low/Critical,US,2024-09-15 08:01:32
178.128.242.216,c2_meshagent,4430,Critical/Critical,DE,2024-09-16 03:28:39
89.44.9.238,c2_metasploit,3790,Safe/Critical,FR,2024-09-13 20:19:15
64.71.157.76,c2_meshagent,80,Safe/Critical,NL,2024-09-16 03:31:32
159.69.157.184,c2_meshagent,443,Safe/Critical,DE,2024-09-16 03:23:31
103.195.6.58,c2_havoc,443,Safe/Critical,HK,2024-09-08 10:20:48
89.116.31.88,c2_metasploit,3790,Critical/Critical,RU,2024-09-13 20:19:14
83.97.73.121,c2_metasploit,3790,Low/Critical,FR,2024-09-13 19:28:26
176.31.163.140,c2_havoc,443,Low/Critical,BR,2024-09-14 17:35:50
47.245.126.218,c2_havoc,443,Critical/Critical,SE,2024-09-09 07:26:54
64.225.25.102,c2_meshagent,443,Low/Critical,DE,2024-09-16 03:05:25
51.83.156.33,c2_metasploit,3790,Safe/Critical,IE,2024-09-13 17:53:36
52.59.249.182,c2_meshagent,443,Low/Critical,SE,2024-09-16 02:29:43
210.2.169.247,c2_havoc,80,Safe/Critical,US,2024-09-12 03:18:36
158.180.30.154,c2_meshagent,80,Low/Critical,US,2024-09-16 02:39:33
172.233.121.249,c2_havoc,80,Low/Critical,DE,2024-09-13 21:43:16
159.100.22.162,c2_meshagent,443,Safe/Critical,US,2024-09-16 03:17:25
192.99.229.132,c2_mythic,3190,Safe/Critical,CA,2024-09-16 01:00:03
74.48.125.18,c2_metasploit,3790,Safe/Critical,US,2024-09-13 19:09:03
193.149.189.27,c2_havoc,80,Safe/Critical,GB,2024-09-13 13:25:58
89.111.133.213,c2_metasploit,3790,Safe/Critical,DE,2024-09-13 20:19:25
52.179.157.18,c2_meshagent,443,Low/Critical,DE,2024-09-16 03:22:59
66.85.173.48,c2_metasploit,3790,Critical/Critical,NL,2024-09-13 18:40:21
158.247.198.34,c2_havoc,8081,Critical/Critical,BR,2024-09-15 21:00:23
159.65.21.43,c2_meshagent,80,Low/Critical,US,2024-09-16 02:58:00
158.178.157.68,c2_meshagent,80,Critical/Critical,IN,2024-09-16 02:41:05
3.88.102.160,c2_havoc,443,Low/Critical,US,2024-09-14 09:31:03
192.99.229.136,c2_mythic,3190,Safe/Critical,CA,2024-09-16 01:00:02
84.247.179.26,c2_metasploit,3790,Critical/Critical,IR,2024-09-13 19:25:10
52.26.83.144,c2_mythic,80,Low/Critical,US,2024-09-16 02:07:03
20.51.213.216,c2_havoc,443,Low/Critical,KR,2024-09-16 02:21:36
159.69.20.142,c2_meshagent,443,Safe/Critical,DE,2024-09-16 03:23:22
81.0.219.234,c2_metasploit,3790,Critical/Critical,RU,2024-09-13 19:53:29
157.90.234.56,c2_meshagent,80,Safe/Critical,DE,2024-09-16 02:26:30
137.184.78.220,c2_havoc,443,Low/Critical,US,2024-09-15 09:58:46
159.69.114.111,c2_meshagent,443,Safe/Critical,DE,2024-09-16 03:21:01
