IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
45.33.116.110,c2_covenant,7443,Low/Critical,US,2024-08-15 17:05:35
193.22.152.104,c2_posh,8443,Moderate/Critical,AU,2024-08-19 07:26:31
143.198.40.134,c2_mythic,443,Low/Critical,AU,2024-08-25 19:34:00
3.88.102.160,c2_havoc,80,Low/Critical,SE,2024-08-23 23:26:52
116.202.126.24,c2_meshagent,443,Safe/Critical,DE,2024-08-26 02:12:05
77.221.152.198,c2_metasploit,3790,Safe/Critical,IR,2024-08-19 01:08:07
185.90.211.157,c2_meshagent,80,Safe/Critical,DE,2024-08-26 00:20:02
88.99.214.170,c2_metasploit,3790,Dangerous/Critical,DE,2024-08-19 01:32:12
184.168.21.97,c2_mythic,80,Critical/Critical,FR,2024-08-25 21:41:24
165.227.250.1,c2_mythic,80,Critical/Critical,CA,2024-08-25 19:31:37
94.156.65.211,c2_havoc,443,Safe/Critical,US,2024-08-25 00:37:11
185.103.143.180,c2_meshagent,443,Safe/Critical,DE,2024-08-26 01:36:51
173.236.143.33,c2_mythic,443,Safe/Critical,FR,2024-08-25 13:17:54
172.104.187.12,c2_havoc,443,Critical/Critical,US,2024-08-25 17:57:13
192.163.197.248,c2_mythic,443,Safe/Critical,DE,2024-08-26 01:55:06
82.147.88.8,c2_metasploit,3790,Safe/Critical,RU,2024-08-19 01:42:00
185.250.36.203,c2_meshagent,443,Safe/Critical,DE,2024-08-26 02:31:03
185.44.71.197,c2_metasploit,443,Safe/Critical,IN,2024-08-25 18:38:07
68.183.244.237,c2_meshagent,80,Low/Critical,GB,2024-08-26 01:05:10
15.222.213.116,c2_meshagent,443,Critical/Critical,ES,2024-08-26 00:27:57
185.180.231.70,c2_meshagent,443,Safe/Critical,FR,2024-08-26 01:33:23
69.36.182.16,C2,443,Moderate/Critical,AE,2024-08-26 03:54:37
52.138.143.143,c2_metasploit,3790,Low/Critical,IE,2024-08-18 23:03:49
78.38.80.242,c2_metasploit,3790,Critical/Critical,FR,2024-08-19 01:06:18
136.144.160.175,c2_havoc,443,Safe/Critical,US,2024-08-24 18:38:17
89.169.55.34,c2_metasploit,3790,Dangerous/Critical,DE,2024-08-19 02:30:46
68.119.184.204,c2_meshagent,443,Moderate/Critical,CZ,2024-08-26 01:17:16
159.65.223.78,c2_mythic,443,Critical/Critical,US,2024-08-25 10:37:39
69.63.227.38,c2_meshagent,443,Moderate/Critical,DE,2024-08-26 01:46:51
185.240.243.169,c2_meshagent,443,Safe/Critical,RU,2024-08-26 01:13:57
8.137.116.175,c2_metasploit,3790,Critical/Critical,GB,2024-08-19 01:06:15
192.81.135.7,c2_mythic,80,Low/Critical,SG,2024-08-25 21:41:46
172.104.155.65,c2_mythic,80,Low/Critical,US,2024-08-25 11:36:06
116.203.244.94,c2_meshagent,443,Moderate/Critical,DE,2024-08-26 01:41:35
176.126.241.186,c2_mythic,443,Safe/Critical,GB,2024-08-25 12:01:47
185.178.47.243,c2_meshagent,443,Safe/Critical,KZ,2024-08-26 00:58:15
146.71.86.14,c2_mythic,80,Critical/Critical,CA,2024-08-25 22:45:42
185.52.92.171,c2_meshagent,443,Moderate/Critical,DE,2024-08-26 01:21:43
129.146.170.182,c2_mythic,443,Low/Critical,US,2024-08-25 10:54:47
54.79.123.238,c2_posh,8443,Low/Critical,US,2024-08-18 23:07:01
92.222.241.75,c2_metasploit,3790,Critical/Critical,FR,2024-08-19 02:45:40
195.150.85.212,c2_meshagent,80,Safe/Critical,ES,2024-08-26 00:31:28
185.174.101.126,c2_meshagent,80,Safe/Critical,US,2024-08-26 00:51:38
88.119.170.212,c2_metasploit,3790,Safe/Critical,CN,2024-08-19 01:22:25
185.38.142.151,c2_havoc,443,Moderate/Critical,US,2024-08-25 18:04:19
104.131.99.53,c2_mythic,443,Critical/Critical,GB,2024-08-25 19:20:13
185.233.83.94,c2_meshagent,80,Safe/Critical,IN,2024-08-26 01:16:46
185.248.176.4,c2_meshagent,443,Critical/Critical,DE,2024-08-26 01:21:58
104.131.182.219,c2_mythic,80,Critical/Critical,US,2024-08-25 18:09:56
197.245.23.11,c2_meshagent,443,Safe/Critical,CA,2024-08-26 00:41:41
