IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
86.126.146.76,c2_havoc,443,Critical/Critical,ro,2025-11-29 01:27:21
146.59.1.7,c2_mythic,443,Safe/Low,fr,2025-12-02 04:24:41
159.203.163.99,c2_mythic,443,Critical/Critical,us,2025-12-01 23:43:52
18.143.93.130,c2_mythic,443,Critical/Critical,sg,2025-12-02 01:27:26
93.241.60.158,c2_meshagent,443,Critical/Critical,de,2025-12-02 02:03:48
172.105.183.234,c2_havoc,443,Critical/Critical,au,2025-11-29 01:18:24
34.160.36.188,c2_mythic,80,Critical/Critical,us,2025-12-02 01:26:54
54.176.66.101,c2_covenant,6443,Critical/Critical,us,2025-11-15 20:14:19
77.246.99.16,c2_metasploit,3790,Critical/Critical,nl,2025-11-08 22:43:00
77.92.95.143,c2_metasploit,3790,Critical/Critical,gb,2025-11-08 20:51:50
35.180.181.197,c2_havoc,443,Critical/Critical,fr,2025-11-25 18:10:09
173.249.45.65,c2_havoc,80,Critical/Critical,fr,2025-12-01 23:43:54
188.164.131.223,c2_mythic,80,Critical/Safe,it,2025-12-01 19:46:16
147.235.231.191,c2_meshagent,80,Critical/Critical,il,2025-12-02 02:16:08
144.217.189.182,c2_meshagent,80,Critical/Critical,ca,2025-12-02 02:04:53
88.218.17.218,c2_metasploit,3790,Critical/Critical,nl,2025-11-09 02:00:58
158.69.54.27,c2_mythic,80,Critical/Critical,ca,2025-12-01 23:55:34
89.58.9.56,c2_metasploit,3790,Critical/Critical,de,2025-11-09 02:10:20
159.203.180.92,c2_mythic,80,Critical/Critical,us,2025-12-01 23:18:09
23.227.172.141,c2_meshagent,80,Critical/Critical,us,2025-12-02 10:05:11
18.158.245.25,c2_meshagent,80,Critical/Critical,de,2025-12-02 07:59:17
74.175.81.231,c2_metasploit,3790,Critical/Critical,us,2025-11-09 01:13:58
3.214.11.74,c2_meshagent,443,Critical/Critical,us,2025-12-02 02:16:24
102.37.156.171,c2_havoc,443,Critical/Critical,za,2025-11-29 18:56:08
92.204.173.24,c2_metasploit,3790,Critical/Critical,fr,2025-11-09 02:10:21
51.81.171.234,c2_havoc,443,Critical/Critical,us,2025-11-28 16:40:36
34.253.133.65,c2_meshagent,443,Critical/Critical,ie,2025-12-02 02:56:24
104.131.99.53,c2_mythic,443,Critical/Critical,us,2025-12-01 23:15:43
104.130.127.53,c2_mythic,80,Critical/Critical,us,2025-12-01 22:57:56
88.119.170.212,c2_metasploit,3790,Critical/Critical,nl,2025-11-09 03:36:14
176.126.242.25,c2_mythic,80,Critical/Critical,gb,2025-12-01 21:08:01
77.92.95.127,c2_metasploit,3790,Critical/Critical,gb,2025-11-08 22:42:58
44.244.204.235,c2_havoc,443,Critical/Critical,us,2025-11-28 13:20:44
45.63.99.50,c2_metasploit,3790,Critical/Critical,gb,2025-11-08 08:42:58
77.88.193.133,c2_metasploit,3790,Critical/Critical,ua,2025-11-09 01:14:04
66.179.209.179,c2_metasploit,3790,Critical/Critical,us,2025-11-08 19:37:18
185.196.9.213,c2_havoc,443,Critical/Critical,gb,2025-12-01 20:41:33
87.249.53.167,c2_metasploit,3790,Critical/Critical,ru,2025-11-08 22:43:00
192.81.135.7,c2_mythic,80,Critical/Critical,us,2025-12-01 23:14:50
93.93.129.174,c2_mythic,443,Critical/Safe,gb,2025-12-01 23:04:08
62.84.102.124,c2_metasploit,3790,Critical/Critical,nl,2025-11-08 19:21:20
154.12.230.166,c2_mythic,443,Critical/Critical,us,2025-12-01 20:51:33
94.141.118.159,c2_havoc,443,Critical/Critical,ru,2025-11-27 17:05:09
23.254.215.118,c2_havoc,443,Critical/Critical,us,2025-12-01 22:20:05
45.79.198.18,c2_metasploit,3790,Critical/Critical,us,2025-11-08 08:45:08
86.54.42.94,c2_havoc,443,Critical/Critical,sc,2025-12-01 16:07:35
3.144.92.202,c2_posh,443,Critical/Critical,us,2025-11-23 10:11:47
18.117.242.202,c2_meshagent,443,Critical/Critical,us,2025-12-02 02:26:08
20.188.119.195,c2_havoc,443,Critical/Critical,sg,2025-11-30 08:52:42
45.134.26.123,c2_metasploit,3790,Critical/Critical,ru,2025-11-08 12:21:25
