IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
188.132.183.201,c2_havoc,80,Critical/Critical,tr,2025-03-07 11:49:49
92.51.2.136,c2_metasploit,3790,Critical/Critical,ru,2025-03-07 06:39:03
116.203.145.200,c2_meshagent,443,Critical/Critical,de,2025-03-08 00:15:57
159.203.143.205,c2_havoc,443,Critical/Critical,us,2025-03-07 21:51:20
3.129.196.147,c2_mythic,443,Critical/Critical,us,2025-03-07 22:47:36
47.94.225.128,c2_metasploit,3790,Critical/Critical,cn,2025-03-06 22:02:44
52.3.8.179,c2_metasploit,3790,Critical/Critical,us,2025-03-07 04:11:51
174.138.41.37,c2_mythic,80,Critical/Critical,us,2025-03-07 20:25:53
51.81.171.234,c2_havoc,443,Critical/Critical,us,2025-03-07 14:27:11
176.126.242.25,c2_mythic,80,Critical/Critical,gb,2025-03-07 21:02:23
173.249.52.37,c2_havoc,443,Critical/Critical,fr,2025-03-07 20:37:26
5.206.199.231,c2_meshagent,443,Critical/Critical,dk,2025-03-08 00:29:35
78.153.136.225,c2_metasploit,3790,Critical/Critical,fr,2025-03-07 06:21:41
107.161.22.118,c2_mythic,443,Critical/Critical,us,2025-03-08 00:04:39
146.70.158.85,c2_havoc,443,Critical/Critical,fr,2025-03-07 22:34:23
54.157.28.223,c2_meshagent,443,Critical/Critical,us,2025-03-08 00:15:02
178.33.41.145,c2_mythic,443,Critical/Critical,fr,2025-03-07 21:09:01
18.191.137.27,c2_mythic,443,Critical/Critical,us,2025-03-07 22:11:57
34.134.212.77,c2_covenant,443,Critical/Critical,us,2025-03-06 17:11:56
5.44.240.151,c2_metasploit,3790,Critical/Critical,fi,2025-03-06 22:15:42
43.154.250.187,c2_havoc,443,Critical/Critical,hk,2025-03-07 19:22:02
18.117.218.30,c2_mythic,443,Critical/Critical,us,2025-03-07 23:11:20
173.230.157.113,c2_mythic,80,Critical/Critical,us,2025-03-07 20:44:16
49.12.224.107,c2_metasploit,3790,Critical/Critical,de,2025-03-06 20:39:55
46.240.140.66,c2_metasploit,3790,Critical/Critical,rs,2025-03-06 22:02:42
176.126.240.209,c2_mythic,443,Critical/Critical,gb,2025-03-07 21:51:54
34.132.16.207,c2_covenant,7443,Critical/Critical,us,2025-03-05 17:10:40
46.38.233.113,c2_havoc,443,Critical/Critical,de,2025-03-07 21:58:50
13.36.144.221,c2_covenant,7443,Critical/Critical,fr,2025-02-15 16:10:31
40.66.43.203,c2_havoc,443,Critical/Critical,fr,2025-03-07 18:28:21
88.99.214.170,c2_metasploit,3790,Critical/Critical,de,2025-03-07 06:36:51
116.203.203.125,c2_meshagent,443,Critical/Critical,de,2025-03-08 00:16:01
164.92.79.49,c2_havoc,443,Critical/Critical,us,2025-03-07 18:34:34
83.168.110.172,c2_metasploit,3790,Critical/Critical,pl,2025-03-07 05:11:51
46.235.224.220,c2_mythic,443,Critical/Safe,gb,2025-03-07 23:02:16
78.38.80.242,c2_metasploit,3790,Critical/Critical,ir,2025-03-07 05:12:16
85.239.54.208,c2_metasploit,3790,Critical/Critical,us,2025-03-07 04:11:51
16.163.143.235,c2_havoc,80,Critical/Critical,hk,2025-03-08 00:19:01
165.227.81.186,c2_havoc,443,Critical/Critical,us,2025-03-07 18:46:07
178.63.172.20,c2_metasploit,3790,Critical/Critical,de,2025-03-07 07:07:13
213.109.147.20,c2_havoc,443,Critical/Critical,nl,2025-03-07 12:40:02
68.183.19.125,c2_mythic,443,Critical/Critical,us,2025-03-07 20:12:59
88.99.213.30,c2_metasploit,3790,Critical/Critical,de,2025-03-07 06:38:56
20.253.172.234,c2_meshagent,80,Critical/Critical,us,2025-03-08 00:23:26
5.61.56.203,c2_meshagent,443,Critical/Critical,nl,2025-03-08 00:18:02
168.63.30.81,c2_havoc,443,Critical/Critical,nl,2025-03-07 19:50:31
74.175.81.231,c2_metasploit,3790,Critical/Critical,us,2025-03-06 22:15:42
34.134.126.120,c2_havoc,443,Critical/Critical,us,2025-03-07 15:00:29
20.188.119.195,c2_havoc,443,Critical/Critical,sg,2025-03-07 23:49:32
88.218.17.218,c2_metasploit,3790,Critical/Critical,nl,2025-03-07 06:36:51
