IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
45.227.254.6,c2_metasploit,3790,Critical/Critical,pa,2026-06-17 03:06:51
54.76.158.58,c2_meshagent,443,Critical/Critical,ie,2026-06-22 22:40:21
20.199.16.117,C2,80,Critical/Critical,fr,2026-06-24 16:01:48
8.148.239.0,c2_meshagent,4443,Critical/Critical,cn,2026-06-19 02:27:53
52.74.77.156,c2_meshagent,8086,Critical/Critical,sg,2026-06-24 00:12:48
79.143.87.222,c2_metasploit,3790,Critical/Critical,ir,2026-06-17 16:36:48
8.153.193.141,c2_meshagent,3790,Critical/Critical,cn,2026-06-17 16:36:48
34.117.216.69,c2_mythic,80,Critical/Critical,us,2026-05-28 15:03:49
217.114.222.12,c2_metasploit,3790,Critical/Critical,de,2026-06-16 15:44:54
62.171.177.140,c2_metasploit,3790,Critical/Critical,fr,2026-06-17 12:07:01
51.255.46.245,c2_metasploit,3790,Critical/Critical,fr,2026-06-17 08:02:37
35.154.111.96,c2_mythic,80,Critical/Critical,in,2026-05-28 18:36:37
45.134.26.123,c2_metasploit,3790,Critical/Critical,by,2026-06-17 03:06:52
144.24.95.90,c2_meshagent,443,Critical/Critical,kr,2026-06-20 17:54:12
62.171.177.141,c2_metasploit,3790,Critical/Critical,fr,2026-06-17 12:09:08
192.117.9.22,c2_havoc,8080,Critical/Critical,il,2026-06-12 13:29:06
98.187.161.247,c2_meshagent,8443,Critical/Critical,us,2026-06-17 15:14:41
66.228.49.103,c2_meshagent,8444,Critical/Critical,us,2026-06-23 18:43:49
37.187.20.127,c2_metasploit,3790,Critical/Critical,fr,2026-06-16 19:10:12
20.188.119.195,c2_havoc,80,Critical/Critical,sg,2026-05-28 15:23:54
77.92.95.127,c2_metasploit,3790,Critical/Critical,gb,2026-06-17 13:44:26
185.3.94.55,c2_meshagent,443,Critical/Critical,gb,2026-06-24 04:53:01
16.16.70.216,c2_meshagent,80,Critical/Critical,se,2026-06-17 15:37:28
66.85.173.48,c2_metasploit,3790,Critical/Critical,us,2026-06-17 15:22:32
54.171.59.184,c2_meshagent,443,Critical/Critical,ie,2026-06-23 17:02:00
79.72.72.196,c2_meshagent,9443,Critical/Critical,gb,2026-06-23 18:16:21
5.161.203.172,C2,443,Critical/Critical,us,2026-06-23 20:20:00
213.252.246.56,c2_metasploit,3790,Critical/Critical,lt,2026-06-16 16:27:04
78.38.80.242,c2_metasploit,3790,Critical/Critical,ir,2026-06-17 13:44:26
34.120.60.41,C2,443,Critical/Critical,us,2026-06-23 21:12:16
47.251.242.244,c2_mythic,80,Critical/Critical,us,2026-05-27 22:29:48
96.38.101.107,c2_meshagent,80,Critical/Critical,us,2026-06-17 15:26:43
52.220.117.84,c2_meshagent,443,Critical/Critical,sg,2026-06-24 04:25:13
209.195.169.238,c2_metasploit,3790,Critical/Critical,us,2026-06-16 15:01:25
43.199.60.110,c2_meshagent,443,Critical/Critical,hk,2026-06-23 19:20:42
5.252.102.218,c2_mythic,80,Critical/Critical,de,2026-05-27 23:20:07
52.212.202.176,c2_meshagent,443,Critical/Critical,ie,2026-06-24 05:34:50
13.228.148.16,C2,80,Critical/Critical,sg,2026-06-17 18:19:12
45.32.140.174,c2_mythic,80,Critical/Critical,us,2026-05-29 07:15:27
65.0.236.193,c2_metasploit,3790,Critical/Critical,in,2026-06-17 12:25:42
217.114.222.10,c2_metasploit,3790,Critical/Critical,de,2026-06-16 17:54:20
23.22.88.31,c2_metasploit,3790,Critical/Critical,us,2026-06-16 16:38:36
89.58.9.56,c2_meshagent,80,Critical/Critical,de,2026-06-17 17:58:59
40.83.75.96,c2_havoc,80,Critical/Critical,hk,2026-06-09 02:28:42
216.250.125.45,c2_metasploit,3790,Critical/Critical,us,2026-06-16 17:30:49
96.252.51.245,c2_meshagent,80,Critical/Critical,us,2026-06-17 15:31:42
96.38.31.195,c2_meshagent,80,Critical/Critical,us,2026-06-17 15:11:43
74.175.81.231,c2_metasploit,3790,Critical/Critical,us,2026-06-17 15:31:15
5.196.65.91,c2_mythic,80,Critical/Critical,fr,2026-05-27 20:06:07
18.142.15.107,C2,443,Critical/Critical,sg,2026-06-24 14:23:03
