IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
185.229.224.244,c2_covenant,7443,Safe/Critical,DE,2024-11-19 23:21:38
176.111.174.138,c2_posh,443,Safe/Critical,RU,2024-11-26 01:30:50
157.245.194.66,c2_mythic,80,Critical/Critical,US,2024-11-26 18:50:04
154.205.130.120,c2_havoc,443,Low/Critical,US,2024-11-26 00:12:53
217.160.126.177,c2_meshagent,80,Safe/Critical,US,2024-11-27 03:22:13
78.38.80.242,c2_metasploit,3790,Critical/Critical,HU,2024-11-17 02:01:13
213.47.217.68,c2_meshagent,80,Safe/Critical,NL,2024-11-27 02:57:42
45.89.126.26,c2_havoc,443,Critical/Critical,TH,2024-11-25 11:45:53
103.152.254.139,c2_havoc,443,Moderate/Critical,US,2024-11-25 15:00:37
216.163.52.15,c2_meshagent,80,Safe/Critical,HU,2024-11-27 03:15:08
77.92.95.127,c2_metasploit,3790,Critical/Critical,GB,2024-11-17 01:27:03
34.81.132.39,c2_metasploit,3790,Low/Critical,RU,2024-11-17 02:24:19
46.101.120.37,c2_covenant,7443,Low/Critical,FR,2024-11-19 21:56:39
13.36.144.221,c2_covenant,7443,Low/Critical,CN,2024-11-19 21:12:32
151.248.151.37,c2_mythic,80,Dangerous/Critical,DE,2024-11-26 20:26:38
13.200.173.229,c2_mythic,80,Critical/Critical,US,2024-11-26 08:44:51
141.147.89.33,c2_havoc,443,Low/Critical,FR,2024-11-26 03:25:31
212.132.122.36,c2_meshagent,443,Safe/Critical,DE,2024-11-27 04:01:28
92.51.2.17,c2_metasploit,3790,Critical/Critical,US,2024-11-17 03:47:24
87.134.220.139,c2_meshagent,80,Safe/Critical,DE,2024-11-27 03:21:03
142.93.244.149,c2_mythic,443,Low/Critical,DE,2024-11-26 23:05:56
217.227.242.52,c2_meshagent,80,Safe/Critical,DE,2024-11-27 03:25:21
217.160.52.11,c2_meshagent,443,Safe/Critical,TR,2024-11-27 03:31:39
66.85.173.48,c2_metasploit,3790,Critical/Critical,US,2024-11-17 00:42:10
156.67.111.112,c2_mythic,80,Critical/Critical,GB,2024-11-26 14:41:42
83.229.85.182,c2_metasploit,3790,Safe/Critical,IN,2024-11-17 01:30:54
212.145.243.160,c2_meshagent,443,Safe/Critical,LT,2024-11-27 03:43:24
77.221.152.198,c2_metasploit,3790,Safe/Critical,DE,2024-11-17 01:41:44
92.118.170.35,c2_metasploit,3790,Dangerous/Critical,US,2024-11-17 03:33:23
88.146.250.231,c2_meshagent,443,Safe/Critical,DE,2024-11-27 03:53:30
165.227.250.1,c2_mythic,443,Critical/Critical,IN,2024-11-26 03:18:20
88.85.106.60,c2_meshagent,443,Safe/Critical,FR,2024-11-27 03:53:34
98.142.95.254,c2_metasploit,3790,Safe/Critical,LV,2024-11-17 02:24:21
185.42.170.220,c2_mythic,80,Moderate/Critical,US,2024-11-26 16:12:31
188.245.225.117,c2_mythic,80,Safe/Critical,SG,2024-11-26 20:23:06
18.191.137.27,c2_mythic,443,Critical/Critical,FR,2024-11-26 02:57:35
87.139.16.142,c2_meshagent,80,Safe/Critical,DE,2024-11-27 03:24:28
35.233.38.208,c2_covenant,7443,Low/Critical,DE,2024-11-20 16:57:25
47.251.70.97,c2_havoc,443,Moderate/Critical,US,2024-11-25 13:45:13
212.227.170.221,c2_meshagent,443,Safe/Critical,MK,2024-11-27 03:54:20
212.47.227.240,c2_meshagent,443,Safe/Critical,BG,2024-11-27 04:00:42
87.121.61.80,c2_havoc,80,Moderate/Critical,US,2024-11-26 22:54:44
62.171.176.24,c2_metasploit,3790,Critical/Critical,GB,2024-11-17 01:07:16
129.80.2.53,c2_mythic,80,Low/Safe,CA,2024-11-26 06:57:58
64.255.203.222,c2_metasploit,3790,Safe/Critical,US,2024-11-17 00:08:03
103.29.189.125,c2_havoc,443,Safe/Critical,PK,2024-11-25 12:10:00
184.168.21.97,c2_mythic,3000,Critical/Critical,DE,2024-11-26 17:23:11
138.74.176.156,c2_mythic,80,Low/Critical,GB,2024-11-26 11:28:35
88.99.42.9,c2_meshagent,443,Safe/Critical,DE,2024-11-27 03:23:59
87.229.94.231,c2_metasploit,3790,Critical/Critical,FR,2024-11-17 01:12:52
