IP,Target C2,OpenPorts,Score(Inbound/Outbound),Country,Scan Time
137.23.34.146,C2,80,Critical/Critical,us,2026-08-23 17:56:13
44.229.181.10,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:47:11
172.81.133.247,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:46:37
64.176.199.134,c2_havoc,80,Critical/Critical,us,2026-08-23 10:11:16
44.30.6.60,c2_meshagent,80,Critical/Critical,ca,2026-08-23 17:48:19
45.61.176.146,c2_havoc,8443,Critical/Critical,us,2026-08-17 09:11:37
82.156.224.184,c2_havoc,8080,Critical/Critical,cn,2026-08-11 11:37:40
44.235.213.190,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:09:12
172.234.199.47,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:59:17
196.218.40.236,c2_meshagent,80,Critical/Critical,eg,2026-08-23 17:57:35
137.184.48.142,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:20:51
137.184.87.85,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:06:31
195.159.84.21,c2_meshagent,80,Critical/Critical,no,2026-08-23 17:48:24
35.179.229.71,c2_havoc,8443,Critical/Critical,gb,2026-08-04 12:12:00
44.236.75.163,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:06:56
45.61.163.14,c2_meshagent,80,Critical/Critical,us,2026-08-23 19:03:52
137.184.233.44,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:14:47
172.232.6.160,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:43:00
45.61.151.201,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:11:46
45.13.237.142,c2_meshagent,80,Critical/Critical,de,2026-08-23 18:47:31
172.232.14.71,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:49:55
137.184.88.215,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:44:43
195.29.162.56,c2_meshagent,80,Critical/Critical,hr,2026-08-23 17:47:50
137.117.66.189,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:09:57
172.233.218.37,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:47:24
172.104.146.44,C2,80,Critical/Critical,de,2026-08-23 18:05:01
137.184.179.194,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:59:26
44.203.234.101,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:44:00
45.61.50.231,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:58:37
195.150.85.212,c2_meshagent,80,Critical/Critical,pl,2026-08-23 17:55:55
195.254.133.34,c2_meshagent,80,Critical/Critical,ro,2026-08-23 17:49:56
45.9.63.71,c2_meshagent,80,Critical/Critical,de,2026-08-23 18:54:33
3.39.249.68,c2_havoc,8443,Critical/Critical,kr,2026-08-16 21:53:40
45.61.152.153,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:28:48
172.104.26.16,C2,80,Critical/Critical,us,2026-08-23 17:56:53
137.184.217.241,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:58:20
195.77.221.117,c2_meshagent,80,Critical/Critical,es,2026-08-23 17:49:48
185.130.45.240,c2_havoc,80,Critical/Critical,se,2026-08-23 11:55:52
195.135.253.24,c2_meshagent,80,Critical/Critical,lv,2026-08-23 17:53:25
172.232.29.151,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:52:50
172.191.228.63,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:48:31
172.237.150.178,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:47:30
45.9.139.68,c2_meshagent,80,Critical/Critical,pl,2026-08-23 18:52:34
173.249.41.141,c2_havoc,80,Critical/Critical,fr,2026-08-15 09:36:09
44.198.96.249,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:44:48
44.27.47.6,c2_meshagent,80,Critical/Critical,us,2026-08-23 18:40:09
172.235.22.144,c2_meshagent,80,Critical/Critical,in,2026-08-23 17:50:08
45.13.212.7,c2_meshagent,80,Critical/Critical,ro,2026-08-23 19:08:33
44.52.120.20,c2_meshagent,80,Critical/Critical,us,2026-08-23 17:53:52
172.81.182.142,c2_meshagent,80,Critical/Critical,ca,2026-08-23 18:06:58
